qid,query,docno,docid,score,rank
1037496,who is rep scalise,6974077,6974077,0.8120836,85
1037496,who is rep scalise,8003605,8003605,0.8119123,86
1037496,who is rep scalise,6410529,6410529,0.8118738,87
1037496,who is rep scalise,4683507,4683507,0.81128097,88
1037496,who is rep scalise,4089279,4089279,0.8112497,89
1037496,who is rep scalise,8744793,8744793,0.81124395,90
1037496,who is rep scalise,55963,55963,0.8111826,91
1037496,who is rep scalise,5015968,5015968,0.8107852,92
1037496,who is rep scalise,1381951,1381951,0.81038237,93
1037496,who is rep scalise,3414440,3414440,0.8101055,94
1037496,who is rep scalise,7945334,7945334,0.81010306,95
1037496,who is rep scalise,4324162,4324162,0.80986613,96
1037496,who is rep scalise,6960951,6960951,0.80975616,97
1037496,who is rep scalise,6974075,6974075,0.8097384,98
1037496,who is rep scalise,7945335,7945335,0.80962145,99
1037496,who is rep scalise,4587734,4587734,0.80949724,100
1037496,who is rep scalise,3751911,3751911,0.80936515,101
1037496,who is rep scalise,4808867,4808867,0.80932647,102
1037496,who is rep scalise,446118,446118,0.8091128,103
1037496,who is rep scalise,4978528,4978528,0.80892694,104
1037496,who is rep scalise,5031661,5031661,0.8088844,105
1037496,who is rep scalise,1278123,1278123,0.8088821,106
1037496,who is rep scalise,2998514,2998514,0.8086603,107
1037496,who is rep scalise,4993566,4993566,0.8086077,108
1037496,who is rep scalise,2283850,2283850,0.80857563,109
1037496,who is rep scalise,8058090,8058090,0.80837786,110
1037496,who is rep scalise,2998520,2998520,0.8083025,111
1037496,who is rep scalise,1019553,1019553,0.8082551,112
1037496,who is rep scalise,2871532,2871532,0.8080575,113
1037496,who is rep scalise,1913071,1913071,0.8080437,114
1037496,who is rep scalise,2164641,2164641,0.8079438,115
1037496,who is rep scalise,5065247,5065247,0.8078425,116
1037496,who is rep scalise,5988861,5988861,0.80779314,117
1037496,who is rep scalise,6351562,6351562,0.8074521,118
1037496,who is rep scalise,5317181,5317181,0.8072089,119
1043135,who killed nicholas ii of russia,8696952,8696952,0.8900659,0
1043135,who killed nicholas ii of russia,5119432,5119432,0.8760574,1
1043135,who killed nicholas ii of russia,2664995,2664995,0.86847305,2
1043135,who killed nicholas ii of russia,8696961,8696961,0.8673571,3
1043135,who killed nicholas ii of russia,7137849,7137849,0.8636,4
1043135,who killed nicholas ii of russia,8696960,8696960,0.8632401,5
1043135,who killed nicholas ii of russia,7022079,7022079,0.86270285,6
1043135,who killed nicholas ii of russia,4994429,4994429,0.8624644,7
1043135,who killed nicholas ii of russia,4881715,4881715,0.8622606,8
1043135,who killed nicholas ii of russia,8696957,8696957,0.86201906,9
1043135,who killed nicholas ii of russia,2664989,2664989,0.8617778,10
1043135,who killed nicholas ii of russia,650642,650642,0.8612485,11
1043135,who killed nicholas ii of russia,2664994,2664994,0.8604799,12
1043135,who killed nicholas ii of russia,8696954,8696954,0.86025333,13
1043135,who killed nicholas ii of russia,3878603,3878603,0.8602139,14
1043135,who killed nicholas ii of russia,2664992,2664992,0.8599272,15
1043135,who killed nicholas ii of russia,2664986,2664986,0.85943645,16
1043135,who killed nicholas ii of russia,7137851,7137851,0.8594116,17
1043135,who killed nicholas ii of russia,1845636,1845636,0.8594092,18
1043135,who killed nicholas ii of russia,650641,650641,0.8591448,19
1043135,who killed nicholas ii of russia,8632895,8632895,0.8589231,20
1043135,who killed nicholas ii of russia,8632897,8632897,0.8585713,21
1043135,who killed nicholas ii of russia,4994428,4994428,0.8579036,22
1043135,who killed nicholas ii of russia,8696955,8696955,0.85738957,23
1043135,who killed nicholas ii of russia,8696958,8696958,0.856384,24
1043135,who killed nicholas ii of russia,6044059,6044059,0.85525125,25
1043135,who killed nicholas ii of russia,5262285,5262285,0.85431767,26
1043135,who killed nicholas ii of russia,8696956,8696956,0.8513366,27
1043135,who killed nicholas ii of russia,1536025,1536025,0.850438,28
1043135,who killed nicholas ii of russia,4355523,4355523,0.85012597,29
1043135,who killed nicholas ii of russia,4541694,4541694,0.8479718,30
1043135,who killed nicholas ii of russia,1845643,1845643,0.8478786,31
1043135,who killed nicholas ii of russia,5262282,5262282,0.84668523,32
1043135,who killed nicholas ii of russia,3378240,3378240,0.8461463,33
1043135,who killed nicholas ii of russia,8787049,8787049,0.84539396,34
1043135,who killed nicholas ii of russia,1845644,1845644,0.844036,35
1043135,who killed nicholas ii of russia,5262289,5262289,0.8432945,36
1043135,who killed nicholas ii of russia,2664990,2664990,0.84303695,37
1043135,who killed nicholas ii of russia,2790617,2790617,0.8427838,38
1043135,who killed nicholas ii of russia,1845637,1845637,0.8420216,39
1043135,who killed nicholas ii of russia,2443319,2443319,0.84197384,40
1043135,who killed nicholas ii of russia,2664987,2664987,0.8418633,41
1043135,who killed nicholas ii of russia,3951455,3951455,0.8412169,42
1043135,who killed nicholas ii of russia,8224813,8224813,0.84089017,43
1043135,who killed nicholas ii of russia,1845639,1845639,0.8399501,44
1043135,who killed nicholas ii of russia,8787047,8787047,0.8398763,45
1043135,who killed nicholas ii of russia,1536028,1536028,0.8395236,46
1043135,who killed nicholas ii of russia,3878608,3878608,0.83885306,47
1043135,who killed nicholas ii of russia,1845642,1845642,0.83883107,48
1043135,who killed nicholas ii of russia,5262290,5262290,0.8382139,49
1043135,who killed nicholas ii of russia,1845641,1845641,0.8381139,50
1043135,who killed nicholas ii of russia,8696953,8696953,0.83788764,51
1043135,who killed nicholas ii of russia,1845640,1845640,0.8369682,52
1043135,who killed nicholas ii of russia,4541692,4541692,0.83672696,53
1043135,who killed nicholas ii of russia,8696959,8696959,0.8366711,54
1043135,who killed nicholas ii of russia,450594,450594,0.83602184,55
1043135,who killed nicholas ii of russia,1637694,1637694,0.83560246,56
1043135,who killed nicholas ii of russia,4355525,4355525,0.8353715,57
1043135,who killed nicholas ii of russia,2790624,2790624,0.8345525,58
1043135,who killed nicholas ii of russia,8787048,8787048,0.83343315,59
1043135,who killed nicholas ii of russia,4721484,4721484,0.832962,60
1043135,who killed nicholas ii of russia,650644,650644,0.8327694,61
1043135,who killed nicholas ii of russia,4794227,4794227,0.83193463,62
1043135,who killed nicholas ii of russia,2514951,2514951,0.83178186,63
1043135,who killed nicholas ii of russia,7502382,7502382,0.8317649,64
1043135,who killed nicholas ii of russia,7945768,7945768,0.8317157,65
1043135,who killed nicholas ii of russia,2514945,2514945,0.8316358,66
1043135,who killed nicholas ii of russia,6044061,6044061,0.83159053,67
1043135,who killed nicholas ii of russia,6097574,6097574,0.8309814,68
1043135,who killed nicholas ii of russia,2664993,2664993,0.83093286,69
1043135,who killed nicholas ii of russia,8733891,8733891,0.8308852,70
1043135,who killed nicholas ii of russia,7137848,7137848,0.8308218,71
1043135,who killed nicholas ii of russia,8733886,8733886,0.830288,72
1043135,who killed nicholas ii of russia,1845638,1845638,0.83003116,73
1043135,who killed nicholas ii of russia,4541687,4541687,0.82986987,74
1043135,who killed nicholas ii of russia,1637695,1637695,0.82986116,75
1043135,who killed nicholas ii of russia,4541688,4541688,0.82978904,76
1043135,who killed nicholas ii of russia,1845645,1845645,0.8297719,77
1043135,who killed nicholas ii of russia,7137853,7137853,0.82712406,78
1043135,who killed nicholas ii of russia,1637701,1637701,0.82705235,79
1043135,who killed nicholas ii of russia,4541691,4541691,0.8265111,80
1043135,who killed nicholas ii of russia,2664988,2664988,0.82607144,81
1043135,who killed nicholas ii of russia,1637693,1637693,0.82593465,82
1043135,who killed nicholas ii of russia,5262288,5262288,0.8251704,83
1043135,who killed nicholas ii of russia,5119425,5119425,0.82486576,84
1043135,who killed nicholas ii of russia,7022075,7022075,0.82438695,85
1043135,who killed nicholas ii of russia,2664991,2664991,0.82407796,86
1043135,who killed nicholas ii of russia,2443321,2443321,0.82374305,87
1043135,who killed nicholas ii of russia,7640024,7640024,0.82291377,88
1043135,who killed nicholas ii of russia,7137852,7137852,0.82277226,89
1043135,who killed nicholas ii of russia,3163700,3163700,0.82261777,90
1043135,who killed nicholas ii of russia,3378238,3378238,0.8221353,91
1043135,who killed nicholas ii of russia,7252825,7252825,0.8210759,92
1043135,who killed nicholas ii of russia,7977272,7977272,0.82093716,93
1043135,who killed nicholas ii of russia,1576498,1576498,0.82005966,94
1043135,who killed nicholas ii of russia,650647,650647,0.82005596,95
1043135,who killed nicholas ii of russia,2435231,2435231,0.8199716,96
1043135,who killed nicholas ii of russia,4794226,4794226,0.8195362,97
1043135,who killed nicholas ii of russia,8787051,8787051,0.8192445,98
1043135,who killed nicholas ii of russia,7022077,7022077,0.81922245,99
1043135,who killed nicholas ii of russia,8231481,8231481,0.81900024,100
1043135,who killed nicholas ii of russia,4541689,4541689,0.8187225,101
1043135,who killed nicholas ii of russia,3321898,3321898,0.8183855,102
1043135,who killed nicholas ii of russia,7945772,7945772,0.8179468,103
1043135,who killed nicholas ii of russia,6044060,6044060,0.8177086,104
1043135,who killed nicholas ii of russia,8778110,8778110,0.81769776,105
1043135,who killed nicholas ii of russia,6044065,6044065,0.8176427,106
1043135,who killed nicholas ii of russia,8049995,8049995,0.81699514,107
1043135,who killed nicholas ii of russia,7945774,7945774,0.8168603,108
1043135,who killed nicholas ii of russia,8778112,8778112,0.81677145,109
1043135,who killed nicholas ii of russia,4708921,4708921,0.81665534,110
1043135,who killed nicholas ii of russia,1576502,1576502,0.8162823,111
1043135,who killed nicholas ii of russia,1576495,1576495,0.8161971,112
1043135,who killed nicholas ii of russia,3136085,3136085,0.81596005,113
1043135,who killed nicholas ii of russia,4708920,4708920,0.8157618,114
1043135,who killed nicholas ii of russia,917857,917857,0.8156774,115
1043135,who killed nicholas ii of russia,6044064,6044064,0.8155782,116
1043135,who killed nicholas ii of russia,5119430,5119430,0.8151188,117
1043135,who killed nicholas ii of russia,2443315,2443315,0.81510127,118
1043135,who killed nicholas ii of russia,3378234,3378234,0.8148959,119
1051399,who sings monk theme song,69818,69818,0.90225136,0
1051399,who sings monk theme song,69813,69813,0.900549,1
1051399,who sings monk theme song,4426187,4426187,0.87429684,2
1051399,who sings monk theme song,3943229,3943229,0.8734883,3
1051399,who sings monk theme song,4426188,4426188,0.86847115,4
1051399,who sings monk theme song,3943228,3943228,0.8682257,5
1051399,who sings monk theme song,4426182,4426182,0.86616737,6
1051399,who sings monk theme song,69819,69819,0.84217346,7
1051399,who sings monk theme song,3943224,3943224,0.8332939,8
1051399,who sings monk theme song,3376619,3376619,0.8273419,9
1051399,who sings monk theme song,3943227,3943227,0.82445693,10
1051399,who sings monk theme song,5956641,5956641,0.8232776,11
1051399,who sings monk theme song,4469293,4469293,0.8232325,12
1051399,who sings monk theme song,69812,69812,0.82163274,13
1051399,who sings monk theme song,3826741,3826741,0.81992877,14
1051399,who sings monk theme song,5195183,5195183,0.81990874,15
1051399,who sings monk theme song,3376621,3376621,0.8194376,16
1051399,who sings monk theme song,330558,330558,0.8181671,17
1051399,who sings monk theme song,6066647,6066647,0.81784695,18
1051399,who sings monk theme song,7816052,7816052,0.81761944,19
1051399,who sings monk theme song,7302019,7302019,0.8171723,20
1051399,who sings monk theme song,7816050,7816050,0.816175,21
1051399,who sings monk theme song,7302021,7302021,0.8158053,22
1051399,who sings monk theme song,7816053,7816053,0.8151635,23
1051399,who sings monk theme song,745839,745839,0.81505245,24
1051399,who sings monk theme song,3376627,3376627,0.81464386,25
1051399,who sings monk theme song,7816049,7816049,0.81418175,26
1051399,who sings monk theme song,4213894,4213894,0.81327176,27
1051399,who sings monk theme song,3376620,3376620,0.81260693,28
1051399,who sings monk theme song,3376624,3376624,0.81253374,29
1051399,who sings monk theme song,330564,330564,0.81193006,30
1051399,who sings monk theme song,2533561,2533561,0.8116223,31
1051399,who sings monk theme song,69821,69821,0.8111789,32
1051399,who sings monk theme song,3826738,3826738,0.8109624,33
1051399,who sings monk theme song,2533556,2533556,0.81087327,34
1051399,who sings monk theme song,2845502,2845502,0.81044954,35
1051399,who sings monk theme song,2814611,2814611,0.80974996,36
1051399,who sings monk theme song,4736961,4736961,0.80961883,37
1051399,who sings monk theme song,4380507,4380507,0.8091959,38
1051399,who sings monk theme song,4213892,4213892,0.80901986,39
1051399,who sings monk theme song,3681698,3681698,0.80811834,40
1051399,who sings monk theme song,5150673,5150673,0.80794847,41
1051399,who sings monk theme song,3943226,3943226,0.8076828,42
1051399,who sings monk theme song,7975429,7975429,0.8075697,43
1051399,who sings monk theme song,4469285,4469285,0.8073642,44
1051399,who sings monk theme song,2674672,2674672,0.80734557,45
1051399,who sings monk theme song,3376626,3376626,0.8072088,46
1051399,who sings monk theme song,2674673,2674673,0.8066478,47
1051399,who sings monk theme song,2662571,2662571,0.8066199,48
1051399,who sings monk theme song,2674668,2674668,0.8064386,49
1051399,who sings monk theme song,741196,741196,0.806339,50
1051399,who sings monk theme song,2341885,2341885,0.806075,51
1051399,who sings monk theme song,4213898,4213898,0.805778,52
1051399,who sings monk theme song,4171289,4171289,0.8054507,53
1051399,who sings monk theme song,962425,962425,0.80509484,54
1051399,who sings monk theme song,3681701,3681701,0.8048103,55
1051399,who sings monk theme song,2341894,2341894,0.8045718,56
1051399,who sings monk theme song,2820930,2820930,0.80374944,57
1051399,who sings monk theme song,3854989,3854989,0.8037339,58
1051399,who sings monk theme song,947528,947528,0.8037254,59
1051399,who sings monk theme song,4215430,4215430,0.80352664,60
1051399,who sings monk theme song,3305062,3305062,0.80351925,61
1051399,who sings monk theme song,904300,904300,0.8034084,62
1051399,who sings monk theme song,5195179,5195179,0.8032527,63
1051399,who sings monk theme song,5434217,5434217,0.8030051,64
1051399,who sings monk theme song,3305042,3305042,0.8029991,65
1051399,who sings monk theme song,3969385,3969385,0.80288607,66
1051399,who sings monk theme song,4847033,4847033,0.80285704,67
1051399,who sings monk theme song,2611357,2611357,0.80269474,68
1051399,who sings monk theme song,4213895,4213895,0.8025919,69
1051399,who sings monk theme song,3542531,3542531,0.8025826,70
1051399,who sings monk theme song,2533559,2533559,0.80191946,71
1051399,who sings monk theme song,3969386,3969386,0.80190665,72
1051399,who sings monk theme song,5384893,5384893,0.80168664,73
1051399,who sings monk theme song,3542532,3542532,0.80141973,74
1051399,who sings monk theme song,904309,904309,0.8013426,75
1051399,who sings monk theme song,8668464,8668464,0.80110145,76
1051399,who sings monk theme song,2533552,2533552,0.80098677,77
1051399,who sings monk theme song,2662565,2662565,0.8009485,78
1051399,who sings monk theme song,5150676,5150676,0.8008296,79
1051399,who sings monk theme song,904307,904307,0.80080914,80
1051399,who sings monk theme song,5348043,5348043,0.800727,81
1051399,who sings monk theme song,2330716,2330716,0.8004446,82
1051399,who sings monk theme song,3376628,3376628,0.80026716,83
1051399,who sings monk theme song,3408320,3408320,0.8002306,84
1051399,who sings monk theme song,7815277,7815277,0.8001566,85
1051399,who sings monk theme song,3305040,3305040,0.8000388,86
1051399,who sings monk theme song,4853032,4853032,0.8000098,87
1051399,who sings monk theme song,7904179,7904179,0.7995988,88
1051399,who sings monk theme song,2250216,2250216,0.79949796,89
1051399,who sings monk theme song,904304,904304,0.79936785,90
1051399,who sings monk theme song,6230683,6230683,0.7993426,91
1051399,who sings monk theme song,7290971,7290971,0.79933167,92
1051399,who sings monk theme song,4418228,4418228,0.79925907,93
1051399,who sings monk theme song,904302,904302,0.79919434,94
1051399,who sings monk theme song,4426184,4426184,0.798925,95
1051399,who sings monk theme song,2685774,2685774,0.7987762,96
1051399,who sings monk theme song,3507430,3507430,0.79873455,97
1051399,who sings monk theme song,745833,745833,0.7986134,98
1051399,who sings monk theme song,257521,257521,0.79860306,99
1051399,who sings monk theme song,962431,962431,0.7982445,100
1051399,who sings monk theme song,7284759,7284759,0.7980037,101
1051399,who sings monk theme song,398044,398044,0.79770267,102
1051399,who sings monk theme song,2411864,2411864,0.79762805,103
1051399,who sings monk theme song,4104436,4104436,0.7975782,104
1051399,who sings monk theme song,2876684,2876684,0.7975619,105
1051399,who sings monk theme song,2415287,2415287,0.7974076,106
1051399,who sings monk theme song,8266868,8266868,0.797387,107
1051399,who sings monk theme song,4736958,4736958,0.7971409,108
1051399,who sings monk theme song,4048993,4048993,0.79710084,109
1051399,who sings monk theme song,5146838,5146838,0.79699284,110
1051399,who sings monk theme song,5146836,5146836,0.7969279,111
