qid,docid,docno,rank,score,query
1037496,4187303,4187303,10,21.050180435180664,who is rep scalise
1037496,3725937,3725937,11,21.006925582885746,who is rep scalise
1037496,4760908,4760908,12,20.967384338378903,who is rep scalise
1037496,4187305,4187305,13,20.874711990356445,who is rep scalise
1037496,7766587,7766587,14,20.708690643310547,who is rep scalise
1037496,4760907,4760907,15,20.49383354187012,who is rep scalise
1037496,4760909,4760909,16,20.465635299682617,who is rep scalise
1037496,3725938,3725938,17,20.370899200439453,who is rep scalise
1037496,5927420,5927420,18,20.361003875732425,who is rep scalise
1037496,4760906,4760906,19,20.333202362060547,who is rep scalise
1037496,3725936,3725936,20,20.21259307861328,who is rep scalise
1037496,3725933,3725933,21,20.17343521118164,who is rep scalise
1037496,4174377,4174377,22,19.840721130371094,who is rep scalise
1037496,3725931,3725931,23,19.42483139038086,who is rep scalise
1037496,8301821,8301821,24,19.370582580566406,who is rep scalise
1037496,7287404,7287404,25,19.32636260986328,who is rep scalise
1037496,7766584,7766584,26,19.265769958496094,who is rep scalise
1037496,4760914,4760914,27,19.25173568725586,who is rep scalise
1037496,4174374,4174374,28,19.239337921142575,who is rep scalise
1037496,6866284,6866284,29,19.206859588623047,who is rep scalise
1037496,7766585,7766585,30,19.120384216308597,who is rep scalise
1037496,8636932,8636932,31,19.07831573486328,who is rep scalise
1037496,4187309,4187309,32,18.961896896362305,who is rep scalise
1037496,3725940,3725940,33,18.911945343017575,who is rep scalise
1037496,4905511,4905511,34,18.89329719543457,who is rep scalise
1037496,3725935,3725935,35,18.84636878967285,who is rep scalise
1037496,1101293,1101293,36,18.82313537597656,who is rep scalise
1037496,4187304,4187304,37,18.782733917236328,who is rep scalise
1037496,8301815,8301815,38,18.675762176513672,who is rep scalise
1037496,3725932,3725932,39,18.63134765625,who is rep scalise
1037496,2673145,2673145,40,18.60233497619629,who is rep scalise
1037496,3155318,3155318,41,18.55453872680664,who is rep scalise
1037496,4174380,4174380,42,18.40388298034668,who is rep scalise
1037496,2902707,2902707,43,18.40211677551269,who is rep scalise
1037496,8159564,8159564,44,18.369701385498047,who is rep scalise
1037496,1326843,1326843,45,18.34376716613769,who is rep scalise
1037496,3155319,3155319,46,18.32689666748047,who is rep scalise
1037496,3155316,3155316,47,18.308818817138672,who is rep scalise
1037496,4174376,4174376,48,18.274768829345703,who is rep scalise
1037496,8131543,8131543,49,18.257648468017575,who is rep scalise
1037496,6105866,6105866,50,18.217288970947266,who is rep scalise
1037496,3725939,3725939,51,18.21676254272461,who is rep scalise
1037496,2797858,2797858,52,18.13632202148437,who is rep scalise
1037496,2672141,2672141,53,18.04592514038086,who is rep scalise
1037496,55963,55963,54,18.03473281860352,who is rep scalise
1037496,327747,327747,55,17.989173889160156,who is rep scalise
1037496,6105867,6105867,56,17.933513641357422,who is rep scalise
1037496,2871530,2871530,57,17.88770294189453,who is rep scalise
1037496,4174378,4174378,58,17.80331802368164,who is rep scalise
1037496,7879358,7879358,59,17.76556396484375,who is rep scalise
1037496,8301812,8301812,60,17.76156997680664,who is rep scalise
1037496,7682103,7682103,61,17.716222763061523,who is rep scalise
1037496,8413924,8413924,62,17.658964157104492,who is rep scalise
1037496,7718285,7718285,63,17.653514862060547,who is rep scalise
1037496,4905509,4905509,64,17.55257797241211,who is rep scalise
1037496,4436444,4436444,65,17.46337127685547,who is rep scalise
1037496,3275556,3275556,66,17.451955795288086,who is rep scalise
1037496,7852930,7852930,67,17.432819366455078,who is rep scalise
1037496,4912166,4912166,68,17.386425018310547,who is rep scalise
1037496,3852733,3852733,69,17.363248825073242,who is rep scalise
1037496,3032521,3032521,70,17.361682891845703,who is rep scalise
1037496,57410,57410,71,17.279380798339844,who is rep scalise
1037496,8196479,8196479,72,17.235225677490234,who is rep scalise
1037496,4674952,4674952,73,17.20724868774414,who is rep scalise
1037496,4394045,4394045,74,17.143325805664062,who is rep scalise
1037496,7847660,7847660,75,17.136178970336914,who is rep scalise
1037496,1101294,1101294,76,17.129657745361328,who is rep scalise
1037496,8346417,8346417,77,17.128122329711914,who is rep scalise
1037496,6637449,6637449,78,17.084930419921875,who is rep scalise
1037496,7853528,7853528,79,17.084245681762695,who is rep scalise
1037496,1326844,1326844,80,17.073701858520508,who is rep scalise
1037496,3155314,3155314,81,17.073028564453125,who is rep scalise
1037496,8674828,8674828,82,17.02696990966797,who is rep scalise
1037496,7198878,7198878,83,17.02273941040039,who is rep scalise
1037496,2871532,2871532,84,17.014463424682617,who is rep scalise
1037496,4760910,4760910,85,17.009336471557617,who is rep scalise
1037496,1326846,1326846,86,16.978134155273438,who is rep scalise
1037496,6973464,6973464,87,16.943622589111328,who is rep scalise
1037496,3227937,3227937,88,16.94071388244629,who is rep scalise
1037496,256390,256390,89,16.865501403808594,who is rep scalise
1037496,2725834,2725834,90,16.837921142578125,who is rep scalise
1037496,458638,458638,91,16.81562042236328,who is rep scalise
1037496,2651744,2651744,92,16.81389617919922,who is rep scalise
1037496,6524494,6524494,93,16.810222625732422,who is rep scalise
1037496,2725829,2725829,94,16.758155822753906,who is rep scalise
1037496,1273835,1273835,95,16.753711700439453,who is rep scalise
1037496,2529016,2529016,96,16.752670288085938,who is rep scalise
1037496,6742086,6742086,97,16.7362060546875,who is rep scalise
1037496,7713434,7713434,98,16.7335262298584,who is rep scalise
1037496,3033536,3033536,99,16.69625473022461,who is rep scalise
1043135,8696961,8696961,0,24.739511489868164,who killed nicholas ii of russia
1043135,4994428,4994428,1,24.61778259277344,who killed nicholas ii of russia
1043135,650642,650642,2,23.70929718017578,who killed nicholas ii of russia
1043135,8696960,8696960,3,23.60925674438477,who killed nicholas ii of russia
1043135,8696954,8696954,4,23.570348739624023,who killed nicholas ii of russia
1043135,8696957,8696957,5,23.563875198364254,who killed nicholas ii of russia
1043135,7137851,7137851,6,23.28667640686035,who killed nicholas ii of russia
1043135,8696952,8696952,7,23.26738739013672,who killed nicholas ii of russia
1043135,5119432,5119432,8,23.19371795654297,who killed nicholas ii of russia
1043135,4881715,4881715,9,23.10292625427246,who killed nicholas ii of russia
1043135,7022079,7022079,10,23.019065856933597,who killed nicholas ii of russia
1043135,1536025,1536025,11,22.9591064453125,who killed nicholas ii of russia
1043135,8632895,8632895,12,22.91774559020996,who killed nicholas ii of russia
1043135,3878603,3878603,13,22.900604248046875,who killed nicholas ii of russia
1043135,4355523,4355523,14,22.89753150939941,who killed nicholas ii of russia
1043135,2664993,2664993,15,22.81146240234375,who killed nicholas ii of russia
1043135,8696958,8696958,16,22.70653915405273,who killed nicholas ii of russia
1043135,8632897,8632897,17,22.704574584960938,who killed nicholas ii of russia
1043135,7137849,7137849,18,22.614887237548828,who killed nicholas ii of russia
1043135,6044059,6044059,19,22.59980773925781,who killed nicholas ii of russia
1043135,8696956,8696956,20,22.40366744995117,who killed nicholas ii of russia
1043135,6044061,6044061,21,22.34878158569336,who killed nicholas ii of russia
1043135,5262289,5262289,22,22.30228042602539,who killed nicholas ii of russia
1043135,1845636,1845636,23,22.01289176940918,who killed nicholas ii of russia
1043135,4994429,4994429,24,21.9844970703125,who killed nicholas ii of russia
1043135,1536028,1536028,25,21.78241729736328,who killed nicholas ii of russia
1043135,1637694,1637694,26,21.774227142333984,who killed nicholas ii of russia
1043135,4541688,4541688,27,21.757253646850582,who killed nicholas ii of russia
1043135,2664986,2664986,28,21.703258514404297,who killed nicholas ii of russia
1043135,2664992,2664992,29,21.681007385253903,who killed nicholas ii of russia
1043135,2443319,2443319,30,21.660926818847656,who killed nicholas ii of russia
1043135,2664989,2664989,31,21.60920524597168,who killed nicholas ii of russia
1043135,2664994,2664994,32,21.57430648803711,who killed nicholas ii of russia
1043135,3878608,3878608,33,21.55158233642578,who killed nicholas ii of russia
1043135,2664995,2664995,34,21.499971389770508,who killed nicholas ii of russia
1043135,8696955,8696955,35,21.443782806396484,who killed nicholas ii of russia
1043135,1727793,1727793,36,21.282135009765625,who killed nicholas ii of russia
1043135,2790624,2790624,37,21.259828567504883,who killed nicholas ii of russia
1043135,2514951,2514951,38,21.2462158203125,who killed nicholas ii of russia
1043135,5262285,5262285,39,21.241758346557617,who killed nicholas ii of russia
1043135,3378240,3378240,40,21.22887420654297,who killed nicholas ii of russia
1043135,8076535,8076535,41,21.11575126647949,who killed nicholas ii of russia
1043135,1845643,1845643,42,21.11563873291016,who killed nicholas ii of russia
1043135,7945768,7945768,43,21.107011795043945,who killed nicholas ii of russia
1043135,8696953,8696953,44,21.101343154907227,who killed nicholas ii of russia
1043135,5262282,5262282,45,21.075157165527344,who killed nicholas ii of russia
1043135,4541689,4541689,46,20.940296173095703,who killed nicholas ii of russia
1043135,8224813,8224813,47,20.923748016357425,who killed nicholas ii of russia
1043135,2514953,2514953,48,20.91080093383789,who killed nicholas ii of russia
1043135,2514945,2514945,49,20.87391662597656,who killed nicholas ii of russia
1043135,1845644,1845644,50,20.82343101501465,who killed nicholas ii of russia
1043135,4355525,4355525,51,20.803035736083984,who killed nicholas ii of russia
1043135,8696959,8696959,52,20.77189064025879,who killed nicholas ii of russia
1043135,3951455,3951455,53,20.76670455932617,who killed nicholas ii of russia
1043135,650641,650641,54,20.738529205322266,who killed nicholas ii of russia
1043135,1637693,1637693,55,20.725669860839844,who killed nicholas ii of russia
1043135,3503272,3503272,56,20.72084045410156,who killed nicholas ii of russia
1043135,7137848,7137848,57,20.61037254333496,who killed nicholas ii of russia
1043135,8049995,8049995,58,20.53946685791016,who killed nicholas ii of russia
1043135,1637701,1637701,59,20.53899955749512,who killed nicholas ii of russia
1043135,4541687,4541687,60,20.53586196899414,who killed nicholas ii of russia
1043135,917857,917857,61,20.531801223754883,who killed nicholas ii of russia
1043135,1637695,1637695,62,20.52643203735352,who killed nicholas ii of russia
1043135,8787049,8787049,63,20.477108001708984,who killed nicholas ii of russia
1043135,4541691,4541691,64,20.40863800048828,who killed nicholas ii of russia
1043135,353015,353015,65,20.406028747558597,who killed nicholas ii of russia
1043135,743404,743404,66,20.371410369873047,who killed nicholas ii of russia
1043135,4541694,4541694,67,20.235763549804688,who killed nicholas ii of russia
1043135,3374866,3374866,68,20.1405086517334,who killed nicholas ii of russia
1043135,8787048,8787048,69,20.125896453857425,who killed nicholas ii of russia
1043135,2514458,2514458,70,20.0910758972168,who killed nicholas ii of russia
1043135,2664990,2664990,71,20.08885955810547,who killed nicholas ii of russia
1043135,4541692,4541692,72,20.087867736816406,who killed nicholas ii of russia
1043135,6686581,6686581,73,20.075044631958008,who killed nicholas ii of russia
1043135,7279508,7279508,74,20.039634704589844,who killed nicholas ii of russia
1043135,4924068,4924068,75,20.0267391204834,who killed nicholas ii of russia
1043135,650644,650644,76,19.991918563842773,who killed nicholas ii of russia
1043135,743399,743399,77,19.92329216003418,who killed nicholas ii of russia
1043135,7022077,7022077,78,19.90526962280273,who killed nicholas ii of russia
1043135,8632894,8632894,79,19.88164329528809,who killed nicholas ii of russia
1043135,8076544,8076544,80,19.873130798339844,who killed nicholas ii of russia
1043135,8076543,8076543,81,19.860614776611328,who killed nicholas ii of russia
1043135,7751287,7751287,82,19.79789352416992,who killed nicholas ii of russia
1043135,5262288,5262288,83,19.74120712280273,who killed nicholas ii of russia
1043135,6044064,6044064,84,19.737842559814453,who killed nicholas ii of russia
1043135,2514952,2514952,85,19.69429397583008,who killed nicholas ii of russia
1043135,2514950,2514950,86,19.65981674194336,who killed nicholas ii of russia
1043135,5119430,5119430,87,19.648099899291992,who killed nicholas ii of russia
1043135,6097574,6097574,88,19.6313419342041,who killed nicholas ii of russia
1043135,8505236,8505236,89,19.584022521972656,who killed nicholas ii of russia
1043135,8505234,8505234,90,19.569881439208984,who killed nicholas ii of russia
1043135,1659422,1659422,91,19.54363250732422,who killed nicholas ii of russia
1043135,1845637,1845637,92,19.524385452270508,who killed nicholas ii of russia
1043135,1356426,1356426,93,19.47456741333008,who killed nicholas ii of russia
1043135,2664987,2664987,94,19.4704704284668,who killed nicholas ii of russia
1043135,3115125,3115125,95,19.46340560913086,who killed nicholas ii of russia
1043135,8787051,8787051,96,19.4219970703125,who killed nicholas ii of russia
1043135,108842,108842,97,19.420072555541992,who killed nicholas ii of russia
1043135,3211163,3211163,98,19.41537094116211,who killed nicholas ii of russia
1043135,2790617,2790617,99,19.41206741333008,who killed nicholas ii of russia
1051399,69818,69818,0,24.63431739807129,who sings monk theme song
1051399,69813,69813,1,24.284698486328125,who sings monk theme song
1051399,4426182,4426182,2,24.138648986816406,who sings monk theme song
1051399,4426187,4426187,3,23.989086151123047,who sings monk theme song
1051399,3943228,3943228,4,23.978946685791016,who sings monk theme song
1051399,3943224,3943224,5,23.08426284790039,who sings monk theme song
1051399,4426188,4426188,6,22.6756591796875,who sings monk theme song
1051399,2662567,2662567,7,21.919214248657227,who sings monk theme song
1051399,3681701,3681701,8,21.868900299072266,who sings monk theme song
1051399,3681698,3681698,9,21.637619018554688,who sings monk theme song
1051399,8460788,8460788,10,21.62593650817871,who sings monk theme song
1051399,7744096,7744096,11,21.46979713439941,who sings monk theme song
1051399,4223142,4223142,12,21.422313690185547,who sings monk theme song
1051399,7886747,7886747,13,21.4144229888916,who sings monk theme song
1051399,3681695,3681695,14,21.406862258911133,who sings monk theme song
1051399,4213892,4213892,15,21.33636474609375,who sings monk theme song
1051399,7576346,7576346,16,21.32998275756836,who sings monk theme song
1051399,3854988,3854988,17,21.29547500610352,who sings monk theme song
1051399,2250224,2250224,18,21.21263885498047,who sings monk theme song
1051399,4090448,4090448,19,21.20238494873047,who sings monk theme song
1051399,2415287,2415287,20,21.17905616760254,who sings monk theme song
1051399,4090447,4090447,21,21.07449722290039,who sings monk theme song
1051399,7886754,7886754,22,21.051212310791016,who sings monk theme song
1051399,2662571,2662571,23,21.01358413696289,who sings monk theme song
1051399,2662565,2662565,24,20.922407150268555,who sings monk theme song
1051399,3408320,3408320,25,20.917577743530277,who sings monk theme song
1051399,7946872,7946872,26,20.8687744140625,who sings monk theme song
1051399,3681694,3681694,27,20.827259063720703,who sings monk theme song
1051399,2415279,2415279,27,20.827259063720703,who sings monk theme song
1051399,69819,69819,29,20.8181266784668,who sings monk theme song
1051399,3943229,3943229,30,20.70034408569336,who sings monk theme song
1051399,2415281,2415281,31,20.67816734313965,who sings monk theme song
1051399,5146833,5146833,32,20.55365753173828,who sings monk theme song
1051399,7576339,7576339,33,20.46152114868164,who sings monk theme song
1051399,6883641,6883641,34,20.41374969482422,who sings monk theme song
1051399,5533474,5533474,35,20.35731315612793,who sings monk theme song
1051399,2250216,2250216,36,20.329540252685547,who sings monk theme song
1051399,2662569,2662569,37,20.313522338867188,who sings monk theme song
1051399,5146838,5146838,38,20.18972587585449,who sings monk theme song
1051399,4140818,4140818,39,20.036226272583008,who sings monk theme song
1051399,3854986,3854986,40,19.99325942993164,who sings monk theme song
1051399,5146837,5146837,41,19.871437072753903,who sings monk theme song
1051399,2479299,2479299,42,19.86685562133789,who sings monk theme song
1051399,7816050,7816050,43,19.85452651977539,who sings monk theme song
1051399,4418228,4418228,44,19.84670639038086,who sings monk theme song
1051399,5146836,5146836,45,19.81979179382324,who sings monk theme song
1051399,5252747,5252747,46,19.8195743560791,who sings monk theme song
1051399,4423636,4423636,47,19.77764129638672,who sings monk theme song
1051399,5533476,5533476,48,19.70781707763672,who sings monk theme song
1051399,3521836,3521836,49,19.69178771972656,who sings monk theme song
1051399,4513311,4513311,50,19.651933670043945,who sings monk theme song
1051399,5533479,5533479,51,19.623353958129883,who sings monk theme song
1051399,2415278,2415278,52,19.59687042236328,who sings monk theme song
1051399,330558,330558,53,19.55484390258789,who sings monk theme song
1051399,3521841,3521841,54,19.538179397583008,who sings monk theme song
1051399,2878185,2878185,55,19.48124122619629,who sings monk theme song
1051399,3521835,3521835,56,19.465991973876957,who sings monk theme song
1051399,4469285,4469285,57,19.465267181396484,who sings monk theme song
1051399,5348043,5348043,58,19.4505615234375,who sings monk theme song
1051399,5141799,5141799,59,19.445777893066406,who sings monk theme song
1051399,3588283,3588283,60,19.44537734985352,who sings monk theme song
1051399,3275936,3275936,61,19.41227149963379,who sings monk theme song
1051399,3439707,3439707,62,19.40474319458008,who sings monk theme song
1051399,5935349,5935349,63,19.39678192138672,who sings monk theme song
1051399,5969320,5969320,64,19.381736755371094,who sings monk theme song
1051399,3854989,3854989,65,19.34425926208496,who sings monk theme song
1051399,2415282,2415282,66,19.28567886352539,who sings monk theme song
1051399,4532126,4532126,67,19.214658737182617,who sings monk theme song
1051399,2674668,2674668,68,19.200693130493164,who sings monk theme song
1051399,7744099,7744099,69,19.199615478515625,who sings monk theme song
1051399,2250220,2250220,70,19.19902801513672,who sings monk theme song
1051399,7816049,7816049,71,19.191865921020508,who sings monk theme song
1051399,5533480,5533480,72,19.16425132751465,who sings monk theme song
1051399,4171290,4171290,73,19.152359008789062,who sings monk theme song
1051399,2764967,2764967,74,19.129138946533203,who sings monk theme song
1051399,2427016,2427016,75,19.094974517822266,who sings monk theme song
1051399,5533478,5533478,76,19.0803337097168,who sings monk theme song
1051399,1691285,1691285,77,19.07954788208008,who sings monk theme song
1051399,3943226,3943226,78,19.07355117797852,who sings monk theme song
1051399,3376619,3376619,79,19.01944732666016,who sings monk theme song
1051399,4772455,4772455,80,19.002025604248047,who sings monk theme song
1051399,4894278,4894278,81,18.9942626953125,who sings monk theme song
1051399,5935348,5935348,82,18.98012351989746,who sings monk theme song
1051399,330564,330564,83,18.945505142211918,who sings monk theme song
1051399,4592946,4592946,84,18.888751983642575,who sings monk theme song
1051399,5533477,5533477,85,18.885839462280277,who sings monk theme song
1051399,2415283,2415283,86,18.859020233154297,who sings monk theme song
1051399,5146834,5146834,87,18.815223693847656,who sings monk theme song
1051399,4736959,4736959,88,18.805259704589844,who sings monk theme song
1051399,8517729,8517729,89,18.741779327392575,who sings monk theme song
1051399,5969315,5969315,90,18.7351131439209,who sings monk theme song
1051399,3599720,3599720,91,18.708187103271484,who sings monk theme song
1051399,2415284,2415284,92,18.69589614868164,who sings monk theme song
1051399,2674673,2674673,93,18.682373046875,who sings monk theme song
1051399,3989501,3989501,94,18.67650413513184,who sings monk theme song
1051399,3439711,3439711,95,18.675724029541016,who sings monk theme song
1051399,3588284,3588284,96,18.652986526489254,who sings monk theme song
1051399,2765585,2765585,97,18.64439392089844,who sings monk theme song
1051399,5344444,5344444,98,18.630882263183597,who sings monk theme song
1051399,3696701,3696701,99,18.59829330444336,who sings monk theme song
1064670,8680904,8680904,0,28.66830062866211,why do hunters pattern their shotguns
1064670,8680897,8680897,1,27.673564910888672,why do hunters pattern their shotguns
1064670,8680905,8680905,2,26.19118309020996,why do hunters pattern their shotguns
1064670,8680901,8680901,3,25.681804656982425,why do hunters pattern their shotguns
1064670,8680902,8680902,4,24.27967071533203,why do hunters pattern their shotguns
1064670,8680903,8680903,5,24.272361755371094,why do hunters pattern their shotguns
1064670,7556559,7556559,6,20.509540557861328,why do hunters pattern their shotguns
1064670,7556560,7556560,7,20.242172241210938,why do hunters pattern their shotguns
1064670,6878684,6878684,8,20.19015884399414,why do hunters pattern their shotguns
1064670,5888403,5888403,9,20.16337203979492,why do hunters pattern their shotguns
1064670,7556558,7556558,10,20.16172409057617,why do hunters pattern their shotguns
1064670,816346,816346,11,20.09022521972656,why do hunters pattern their shotguns
1064670,8100018,8100018,12,20.083839416503903,why do hunters pattern their shotguns
1064670,129461,129461,13,20.082460403442383,why do hunters pattern their shotguns
1064670,5888407,5888407,14,20.071800231933597,why do hunters pattern their shotguns
1064670,4217682,4217682,15,19.959922790527344,why do hunters pattern their shotguns
1064670,6824285,6824285,16,19.863956451416016,why do hunters pattern their shotguns
1064670,8337458,8337458,17,19.720462799072266,why do hunters pattern their shotguns
1064670,8734273,8734273,18,19.70062255859375,why do hunters pattern their shotguns
1064670,3368961,3368961,19,19.67969512939453,why do hunters pattern their shotguns
1064670,8337453,8337453,20,19.64789581298828,why do hunters pattern their shotguns
1064670,8337450,8337450,21,19.58893585205078,why do hunters pattern their shotguns
1064670,4114926,4114926,22,19.344179153442383,why do hunters pattern their shotguns
1064670,2398035,2398035,23,19.12356948852539,why do hunters pattern their shotguns
1064670,1294466,1294466,24,19.09134101867676,why do hunters pattern their shotguns
1064670,3328192,3328192,25,19.03091812133789,why do hunters pattern their shotguns
1064670,3328188,3328188,26,18.98773002624512,why do hunters pattern their shotguns
1064670,334901,334901,27,18.96750259399414,why do hunters pattern their shotguns
1064670,6878678,6878678,28,18.961349487304688,why do hunters pattern their shotguns
1064670,4114925,4114925,29,18.94870948791504,why do hunters pattern their shotguns
1064670,8386939,8386939,30,18.915971755981445,why do hunters pattern their shotguns
1064670,6296891,6296891,31,18.91531562805176,why do hunters pattern their shotguns
1064670,4481489,4481489,32,18.90896224975586,why do hunters pattern their shotguns
1064670,8400877,8400877,33,18.86659240722656,why do hunters pattern their shotguns
1064670,8611019,8611019,34,18.852439880371094,why do hunters pattern their shotguns
1064670,2870990,2870990,35,18.8335018157959,why do hunters pattern their shotguns
