qid,docno,docid,score,rank,query
1030303,5033585,5033585,0.0,40,who is aziz hashim
1030303,5048082,5048082,0.0,41,who is aziz hashim
1030303,5118187,5118187,0.0,42,who is aziz hashim
1030303,5156631,5156631,0.0,43,who is aziz hashim
1030303,6939426,6939426,0.0,44,who is aziz hashim
1030303,6939425,6939425,0.0,45,who is aziz hashim
1030303,6939430,6939430,0.0,46,who is aziz hashim
1030303,6939427,6939427,0.0,47,who is aziz hashim
1030303,8441139,8441139,0.0,48,who is aziz hashim
1030303,785139,785139,0.0,49,who is aziz hashim
1030303,7938398,7938398,0.0,50,who is aziz hashim
1030303,7970461,7970461,0.0,51,who is aziz hashim
1030303,8126314,8126314,0.0,52,who is aziz hashim
1030303,8188109,8188109,0.0,53,who is aziz hashim
1030303,821997,821997,0.0,54,who is aziz hashim
1030303,8307437,8307437,0.0,55,who is aziz hashim
1030303,8491645,8491645,0.0,56,who is aziz hashim
1030303,7616221,7616221,0.0,57,who is aziz hashim
1030303,8599846,8599846,0.0,58,who is aziz hashim
1030303,8709744,8709744,0.0,59,who is aziz hashim
1030303,8726429,8726429,0.0,60,who is aziz hashim
1030303,8726432,8726432,0.0,61,who is aziz hashim
1030303,8726433,8726433,0.0,62,who is aziz hashim
1030303,8726438,8726438,0.0,63,who is aziz hashim
1030303,8749987,8749987,0.0,64,who is aziz hashim
1030303,7616223,7616223,0.0,65,who is aziz hashim
1030303,7508058,7508058,0.0,66,who is aziz hashim
1030303,6939428,6939428,0.0,67,who is aziz hashim
1030303,7168318,7168318,0.0,68,who is aziz hashim
1030303,1042969,1042969,0.0,69,who is aziz hashim
1030303,6989780,6989780,0.0,70,who is aziz hashim
1030303,7016550,7016550,0.0,71,who is aziz hashim
1030303,7016553,7016553,0.0,72,who is aziz hashim
1030303,7016554,7016554,0.0,73,who is aziz hashim
1030303,7016557,7016557,0.0,74,who is aziz hashim
1030303,7124403,7124403,0.0,75,who is aziz hashim
1030303,7168320,7168320,0.0,76,who is aziz hashim
1030303,7409521,7409521,0.0,77,who is aziz hashim
1030303,7168323,7168323,0.0,78,who is aziz hashim
1030303,7168325,7168325,0.0,79,who is aziz hashim
1030303,7224448,7224448,0.0,80,who is aziz hashim
1030303,7284047,7284047,0.0,81,who is aziz hashim
1030303,7284048,7284048,0.0,82,who is aziz hashim
1030303,7284052,7284052,0.0,83,who is aziz hashim
1030303,7351866,7351866,0.0,84,who is aziz hashim
1030303,4154174,4154174,0.0,85,who is aziz hashim
1030303,4130105,4130105,0.0,86,who is aziz hashim
1030303,4108867,4108867,0.0,87,who is aziz hashim
1030303,1492373,1492373,0.0,88,who is aziz hashim
1030303,1376558,1376558,0.0,89,who is aziz hashim
1030303,1397758,1397758,0.0,90,who is aziz hashim
1030303,1402779,1402779,0.0,91,who is aziz hashim
1030303,1451846,1451846,0.0,92,who is aziz hashim
1030303,1451848,1451848,0.0,93,who is aziz hashim
1030303,1451850,1451850,0.0,94,who is aziz hashim
1030303,1451851,1451851,0.0,95,who is aziz hashim
1030303,1462522,1462522,0.0,96,who is aziz hashim
1030303,1538148,1538148,0.0,97,who is aziz hashim
1030303,196026,196026,0.0,98,who is aziz hashim
1030303,1538153,1538153,0.0,99,who is aziz hashim
1030303,163871,163871,0.0,100,who is aziz hashim
1030303,1666520,1666520,0.0,101,who is aziz hashim
1030303,1777312,1777312,0.0,102,who is aziz hashim
1030303,1784767,1784767,0.0,103,who is aziz hashim
1030303,1811800,1811800,0.0,104,who is aziz hashim
1030303,1813557,1813557,0.0,105,who is aziz hashim
1030303,1813561,1813561,0.0,106,who is aziz hashim
1030303,1376556,1376556,0.0,107,who is aziz hashim
1030303,1369019,1369019,0.0,108,who is aziz hashim
1030303,1358683,1358683,0.0,109,who is aziz hashim
1030303,1305528,1305528,0.0,110,who is aziz hashim
1030303,1044043,1044043,0.0,111,who is aziz hashim
1030303,1056584,1056584,0.0,112,who is aziz hashim
1030303,1070133,1070133,0.0,113,who is aziz hashim
1030303,1070134,1070134,0.0,114,who is aziz hashim
1030303,1086238,1086238,0.0,115,who is aziz hashim
1030303,1104408,1104408,0.0,116,who is aziz hashim
1030303,1161432,1161432,0.0,117,who is aziz hashim
1030303,1161439,1161439,0.0,118,who is aziz hashim
1030303,1166176,1166176,0.0,119,who is aziz hashim
1030303,1172906,1172906,0.0,120,who is aziz hashim
1030303,1207443,1207443,0.0,121,who is aziz hashim
1030303,1227100,1227100,0.0,122,who is aziz hashim
1030303,1269099,1269099,0.0,123,who is aziz hashim
1030303,1292821,1292821,0.0,124,who is aziz hashim
1030303,1292822,1292822,0.0,125,who is aziz hashim
1030303,1305520,1305520,0.0,126,who is aziz hashim
1030303,1305521,1305521,0.0,127,who is aziz hashim
1030303,1905988,1905988,0.0,128,who is aziz hashim
1030303,2001450,2001450,0.0,129,who is aziz hashim
1030303,4074047,4074047,0.0,130,who is aziz hashim
1030303,3327029,3327029,0.0,131,who is aziz hashim
1030303,314108,314108,0.0,132,who is aziz hashim
1030303,321160,321160,0.0,133,who is aziz hashim
1030303,3290826,3290826,0.0,134,who is aziz hashim
1030303,3302249,3302249,0.0,135,who is aziz hashim
1030303,3302252,3302252,0.0,136,who is aziz hashim
1030303,3302253,3302253,0.0,137,who is aziz hashim
1030303,3302255,3302255,0.0,138,who is aziz hashim
1030303,3302258,3302258,0.0,139,who is aziz hashim
1030303,336399,336399,0.0,140,who is aziz hashim
1030303,2057929,2057929,0.0,141,who is aziz hashim
1030303,3427807,3427807,0.0,142,who is aziz hashim
1030303,3738183,3738183,0.0,143,who is aziz hashim
1030303,3744030,3744030,0.0,144,who is aziz hashim
1030303,3784253,3784253,0.0,145,who is aziz hashim
1030303,3839846,3839846,0.0,146,who is aziz hashim
1030303,3993894,3993894,0.0,147,who is aziz hashim
1030303,4074040,4074040,0.0,148,who is aziz hashim
1030303,4074042,4074042,0.0,149,who is aziz hashim
1030303,3105375,3105375,0.0,150,who is aziz hashim
1030303,309441,309441,0.0,151,who is aziz hashim
1030303,292060,292060,0.0,152,who is aziz hashim
1030303,288491,288491,0.0,153,who is aziz hashim
1030303,2146415,2146415,0.0,154,who is aziz hashim
1030303,2194939,2194939,0.0,155,who is aziz hashim
1030303,2205078,2205078,0.0,156,who is aziz hashim
1030303,2217415,2217415,0.0,157,who is aziz hashim
1030303,2217635,2217635,0.0,158,who is aziz hashim
1030303,22484,22484,0.0,159,who is aziz hashim
1030303,226464,226464,0.0,160,who is aziz hashim
1030303,2484376,2484376,0.0,161,who is aziz hashim
1030303,2488127,2488127,0.0,162,who is aziz hashim
1030303,2563261,2563261,0.0,163,who is aziz hashim
1030303,2597066,2597066,0.0,164,who is aziz hashim
1030303,2620119,2620119,0.0,165,who is aziz hashim
1030303,2628843,2628843,0.0,166,who is aziz hashim
1030303,2628844,2628844,0.0,167,who is aziz hashim
1030303,2712400,2712400,0.0,168,who is aziz hashim
1030303,2740876,2740876,0.0,169,who is aziz hashim
1030303,2782702,2782702,0.0,170,who is aziz hashim
1030303,8777713,8777713,0.0,171,who is aziz hashim
1037496,4187307,4187307,3.0,0,who is rep scalise
1037496,4760907,4760907,3.0,1,who is rep scalise
1037496,3725936,3725936,3.0,2,who is rep scalise
1037496,3852733,3852733,3.0,3,who is rep scalise
1037496,4187303,4187303,3.0,4,who is rep scalise
1037496,7287404,7287404,3.0,5,who is rep scalise
1037496,2725825,2725825,3.0,6,who is rep scalise
1037496,4912167,4912167,3.0,7,who is rep scalise
1037496,7766583,7766583,3.0,8,who is rep scalise
1037496,4912162,4912162,3.0,9,who is rep scalise
1037496,3725934,3725934,3.0,10,who is rep scalise
1037496,4760912,4760912,3.0,11,who is rep scalise
1037496,4912160,4912160,3.0,12,who is rep scalise
1037496,4760915,4760915,3.0,13,who is rep scalise
1037496,4993566,4993566,2.0,14,who is rep scalise
1037496,4760908,4760908,2.0,15,who is rep scalise
1037496,2902707,2902707,2.0,16,who is rep scalise
1037496,4187305,4187305,2.0,17,who is rep scalise
1037496,2871532,2871532,2.0,18,who is rep scalise
1037496,2871530,2871530,2.0,19,who is rep scalise
1037496,55963,55963,2.0,20,who is rep scalise
1037496,5491912,5491912,2.0,21,who is rep scalise
1037496,4187309,4187309,2.0,22,who is rep scalise
1037496,4760909,4760909,2.0,23,who is rep scalise
1037496,7766584,7766584,2.0,24,who is rep scalise
1037496,458638,458638,2.0,25,who is rep scalise
1037496,3725937,3725937,2.0,26,who is rep scalise
1037496,2556452,2556452,2.0,27,who is rep scalise
1037496,4912163,4912163,2.0,28,who is rep scalise
1037496,4760914,4760914,2.0,29,who is rep scalise
1037496,3752368,3752368,1.0,30,who is rep scalise
1037496,543867,543867,1.0,31,who is rep scalise
1037496,4760906,4760906,1.0,32,who is rep scalise
1037496,4023993,4023993,1.0,33,who is rep scalise
1037496,3725940,3725940,1.0,34,who is rep scalise
1037496,3725939,3725939,1.0,35,who is rep scalise
1037496,4905511,4905511,1.0,36,who is rep scalise
1037496,5371235,5371235,1.0,37,who is rep scalise
1037496,4187304,4187304,1.0,38,who is rep scalise
1037496,4174374,4174374,1.0,39,who is rep scalise
1037496,4174376,4174376,1.0,40,who is rep scalise
1037496,4174377,4174377,1.0,41,who is rep scalise
1037496,4174378,4174378,1.0,42,who is rep scalise
1037496,4174380,4174380,1.0,43,who is rep scalise
1037496,3725933,3725933,1.0,44,who is rep scalise
1037496,1278123,1278123,1.0,45,who is rep scalise
1037496,4760910,4760910,1.0,46,who is rep scalise
1037496,458640,458640,1.0,47,who is rep scalise
1037496,4664314,4664314,1.0,48,who is rep scalise
1037496,1122840,1122840,1.0,49,who is rep scalise
1037496,3725935,3725935,1.0,50,who is rep scalise
1037496,3725932,3725932,1.0,51,who is rep scalise
1037496,7858323,7858323,1.0,52,who is rep scalise
1037496,2867889,2867889,1.0,53,who is rep scalise
1037496,2725834,2725834,1.0,54,who is rep scalise
1037496,2725829,2725829,1.0,55,who is rep scalise
1037496,2725828,2725828,1.0,56,who is rep scalise
1037496,2672141,2672141,1.0,57,who is rep scalise
1037496,7766585,7766585,1.0,58,who is rep scalise
1037496,7766587,7766587,1.0,59,who is rep scalise
1037496,8159564,8159564,1.0,60,who is rep scalise
1037496,3224049,3224049,1.0,61,who is rep scalise
1037496,8196479,8196479,1.0,62,who is rep scalise
1037496,8413922,8413922,1.0,63,who is rep scalise
1037496,8646634,8646634,1.0,64,who is rep scalise
1037496,8646635,8646635,1.0,65,who is rep scalise
1037496,8674828,8674828,1.0,66,who is rep scalise
1037496,1830718,1830718,1.0,67,who is rep scalise
1037496,1283925,1283925,1.0,68,who is rep scalise
1037496,6866284,6866284,1.0,69,who is rep scalise
1037496,4905509,4905509,1.0,70,who is rep scalise
1037496,3224050,3224050,1.0,71,who is rep scalise
1037496,665448,665448,1.0,72,who is rep scalise
1037496,3725931,3725931,1.0,73,who is rep scalise
1037496,57407,57407,1.0,74,who is rep scalise
1037496,57410,57410,1.0,75,who is rep scalise
1037496,5927420,5927420,1.0,76,who is rep scalise
1037496,3356592,3356592,1.0,77,who is rep scalise
1037496,3356595,3356595,1.0,78,who is rep scalise
1037496,665449,665449,1.0,79,who is rep scalise
1037496,665452,665452,1.0,80,who is rep scalise
1037496,5197258,5197258,0.0,81,who is rep scalise
1037496,5491917,5491917,0.0,82,who is rep scalise
1037496,7126244,7126244,0.0,83,who is rep scalise
1037496,8715824,8715824,0.0,84,who is rep scalise
1037496,4912161,4912161,0.0,85,who is rep scalise
1037496,55970,55970,0.0,86,who is rep scalise
1037496,7732091,7732091,0.0,87,who is rep scalise
1037496,7741713,7741713,0.0,88,who is rep scalise
1037496,55965,55965,0.0,89,who is rep scalise
1037496,8503233,8503233,0.0,90,who is rep scalise
1037496,5836182,5836182,0.0,91,who is rep scalise
1037496,8157127,8157127,0.0,92,who is rep scalise
1037496,5304091,5304091,0.0,93,who is rep scalise
1037496,8145146,8145146,0.0,94,who is rep scalise
1037496,599144,599144,0.0,95,who is rep scalise
1037496,545993,545993,0.0,96,who is rep scalise
1037496,6931038,6931038,0.0,97,who is rep scalise
1037496,4912165,4912165,0.0,98,who is rep scalise
1037496,4912166,4912166,0.0,99,who is rep scalise
1037496,4937052,4937052,0.0,100,who is rep scalise
1037496,4858052,4858052,0.0,101,who is rep scalise
1037496,5014571,5014571,0.0,102,who is rep scalise
1037496,5065247,5065247,0.0,103,who is rep scalise
1037496,5217095,5217095,0.0,104,who is rep scalise
1037496,4228970,4228970,0.0,105,who is rep scalise
1037496,4773399,4773399,0.0,106,who is rep scalise
1037496,2652947,2652947,0.0,107,who is rep scalise
1037496,3325595,3325595,0.0,108,who is rep scalise
1037496,327747,327747,0.0,109,who is rep scalise
1037496,3275556,3275556,0.0,110,who is rep scalise
1037496,3151261,3151261,0.0,111,who is rep scalise
1037496,3138348,3138348,0.0,112,who is rep scalise
1037496,3138345,3138345,0.0,113,who is rep scalise
1037496,3137929,3137929,0.0,114,who is rep scalise
1037496,2980253,2980253,0.0,115,who is rep scalise
1037496,2888460,2888460,0.0,116,who is rep scalise
1037496,2667334,2667334,0.0,117,who is rep scalise
1037496,2652949,2652949,0.0,118,who is rep scalise
1037496,2565111,2565111,0.0,119,who is rep scalise
1037496,4773398,4773398,0.0,120,who is rep scalise
1037496,237606,237606,0.0,121,who is rep scalise
1037496,2274054,2274054,0.0,122,who is rep scalise
1037496,2257716,2257716,0.0,123,who is rep scalise
1037496,2257715,2257715,0.0,124,who is rep scalise
1037496,2257713,2257713,0.0,125,who is rep scalise
1037496,2257712,2257712,0.0,126,who is rep scalise
1037496,2257711,2257711,0.0,127,who is rep scalise
1037496,2217415,2217415,0.0,128,who is rep scalise
1037496,2105051,2105051,0.0,129,who is rep scalise
1037496,1830720,1830720,0.0,130,who is rep scalise
1037496,1310749,1310749,0.0,131,who is rep scalise
1037496,3387482,3387482,0.0,132,who is rep scalise
1037496,3512891,3512891,0.0,133,who is rep scalise
1037496,3611183,3611183,0.0,134,who is rep scalise
1037496,3611190,3611190,0.0,135,who is rep scalise
1037496,4773397,4773397,0.0,136,who is rep scalise
1037496,4761207,4761207,0.0,137,who is rep scalise
1037496,4685897,4685897,0.0,138,who is rep scalise
1037496,4685895,4685895,0.0,139,who is rep scalise
1037496,458635,458635,0.0,140,who is rep scalise
1037496,4579446,4579446,0.0,141,who is rep scalise
1037496,4436444,4436444,0.0,142,who is rep scalise
1037496,4422043,4422043,0.0,143,who is rep scalise
1037496,4369075,4369075,0.0,144,who is rep scalise
1037496,4331048,4331048,0.0,145,who is rep scalise
1037496,4267676,4267676,0.0,146,who is rep scalise
1037496,4228966,4228966,0.0,147,who is rep scalise
1037496,4209765,4209765,0.0,148,who is rep scalise
1037496,3852740,3852740,0.0,149,who is rep scalise
1037496,3852735,3852735,0.0,150,who is rep scalise
1037496,3852734,3852734,0.0,151,who is rep scalise
1037496,3852732,3852732,0.0,152,who is rep scalise
1037496,3805611,3805611,0.0,153,who is rep scalise
1037496,3782801,3782801,0.0,154,who is rep scalise
1037496,3752366,3752366,0.0,155,who is rep scalise
1037496,3746969,3746969,0.0,156,who is rep scalise
1037496,3687599,3687599,0.0,157,who is rep scalise
1037496,36400,36400,0.0,158,who is rep scalise
1037496,8820121,8820121,0.0,159,who is rep scalise
1043135,7137851,7137851,3.0,0,who killed nicholas ii of russia
1043135,650642,650642,3.0,1,who killed nicholas ii of russia
1043135,8696952,8696952,3.0,2,who killed nicholas ii of russia
1043135,8696956,8696956,3.0,3,who killed nicholas ii of russia
1043135,4994428,4994428,3.0,4,who killed nicholas ii of russia
1043135,7022079,7022079,3.0,5,who killed nicholas ii of russia
1043135,650641,650641,3.0,6,who killed nicholas ii of russia
1043135,2443319,2443319,3.0,7,who killed nicholas ii of russia
1043135,4541688,4541688,2.0,8,who killed nicholas ii of russia
1043135,2664986,2664986,2.0,9,who killed nicholas ii of russia
1043135,4355523,4355523,2.0,10,who killed nicholas ii of russia
1043135,2664990,2664990,2.0,11,who killed nicholas ii of russia
1043135,2664993,2664993,2.0,12,who killed nicholas ii of russia
1043135,3878608,3878608,2.0,13,who killed nicholas ii of russia
1043135,8696953,8696953,2.0,14,who killed nicholas ii of russia
1043135,8696954,8696954,2.0,15,who killed nicholas ii of russia
1043135,2664995,2664995,2.0,16,who killed nicholas ii of russia
1043135,3374866,3374866,2.0,17,who killed nicholas ii of russia
1043135,3878603,3878603,2.0,18,who killed nicholas ii of russia
1043135,2443321,2443321,2.0,19,who killed nicholas ii of russia
1043135,1845636,1845636,2.0,20,who killed nicholas ii of russia
1043135,7137848,7137848,2.0,21,who killed nicholas ii of russia
1043135,8696960,8696960,2.0,22,who killed nicholas ii of russia
1043135,8696961,8696961,2.0,23,who killed nicholas ii of russia
1043135,1637695,1637695,2.0,24,who killed nicholas ii of russia
1043135,127930,127930,2.0,25,who killed nicholas ii of russia
1043135,1637694,1637694,2.0,26,who killed nicholas ii of russia
1043135,1356426,1356426,2.0,27,who killed nicholas ii of russia
1043135,5058738,5058738,2.0,28,who killed nicholas ii of russia
1043135,3378240,3378240,2.0,29,who killed nicholas ii of russia
1043135,7137849,7137849,1.0,30,who killed nicholas ii of russia
1043135,4355525,4355525,1.0,31,who killed nicholas ii of russia
1043135,2664988,2664988,1.0,32,who killed nicholas ii of russia
1043135,7137853,7137853,1.0,33,who killed nicholas ii of russia
1043135,2664992,2664992,1.0,34,who killed nicholas ii of russia
1043135,7137852,7137852,1.0,35,who killed nicholas ii of russia
1043135,2664989,2664989,1.0,36,who killed nicholas ii of russia
1043135,2443317,2443317,1.0,37,who killed nicholas ii of russia
1043135,127925,127925,1.0,38,who killed nicholas ii of russia
1043135,1149115,1149115,1.0,39,who killed nicholas ii of russia
1043135,1637693,1637693,1.0,40,who killed nicholas ii of russia
1043135,1727793,1727793,1.0,41,who killed nicholas ii of russia
1043135,5262289,5262289,1.0,42,who killed nicholas ii of russia
1043135,8696957,8696957,1.0,43,who killed nicholas ii of russia
1043135,7022081,7022081,0.0,44,who killed nicholas ii of russia
1043135,6686581,6686581,0.0,45,who killed nicholas ii of russia
1043135,5262285,5262285,0.0,46,who killed nicholas ii of russia
1043135,5262287,5262287,0.0,47,who killed nicholas ii of russia
1043135,5262288,5262288,0.0,48,who killed nicholas ii of russia
1043135,7022077,7022077,0.0,49,who killed nicholas ii of russia
1043135,7022076,7022076,0.0,50,who killed nicholas ii of russia
1043135,7022075,7022075,0.0,51,who killed nicholas ii of russia
1043135,6781713,6781713,0.0,52,who killed nicholas ii of russia
1043135,673141,673141,0.0,53,who killed nicholas ii of russia
1043135,655563,655563,0.0,54,who killed nicholas ii of russia
1043135,6097574,6097574,0.0,55,who killed nicholas ii of russia
1043135,650647,650647,0.0,56,who killed nicholas ii of russia
1043135,650645,650645,0.0,57,who killed nicholas ii of russia
1043135,5419861,5419861,0.0,58,who killed nicholas ii of russia
1043135,5473612,5473612,0.0,59,who killed nicholas ii of russia
1043135,5508890,5508890,0.0,60,who killed nicholas ii of russia
1043135,5508895,5508895,0.0,61,who killed nicholas ii of russia
1043135,650644,650644,0.0,62,who killed nicholas ii of russia
1043135,577276,577276,0.0,63,who killed nicholas ii of russia
1043135,5861289,5861289,0.0,64,who killed nicholas ii of russia
1043135,6009408,6009408,0.0,65,who killed nicholas ii of russia
1043135,6044059,6044059,0.0,66,who killed nicholas ii of russia
1043135,1149109,1149109,0.0,67,who killed nicholas ii of russia
1043135,7945770,7945770,0.0,68,who killed nicholas ii of russia
1043135,7097268,7097268,0.0,69,who killed nicholas ii of russia
1043135,84538,84538,0.0,70,who killed nicholas ii of russia
1043135,8482112,8482112,0.0,71,who killed nicholas ii of russia
1043135,8632895,8632895,0.0,72,who killed nicholas ii of russia
1043135,8632897,8632897,0.0,73,who killed nicholas ii of russia
1043135,8694697,8694697,0.0,74,who killed nicholas ii of russia
1043135,8694699,8694699,0.0,75,who killed nicholas ii of russia
1043135,8694700,8694700,0.0,76,who killed nicholas ii of russia
1043135,8694701,8694701,0.0,77,who killed nicholas ii of russia
1043135,8694703,8694703,0.0,78,who killed nicholas ii of russia
1043135,8696955,8696955,0.0,79,who killed nicholas ii of russia
1043135,8696958,8696958,0.0,80,who killed nicholas ii of russia
1043135,8696959,8696959,0.0,81,who killed nicholas ii of russia
1043135,8787046,8787046,0.0,82,who killed nicholas ii of russia
1043135,8787047,8787047,0.0,83,who killed nicholas ii of russia
1043135,8787048,8787048,0.0,84,who killed nicholas ii of russia
1043135,8798696,8798696,0.0,85,who killed nicholas ii of russia
1043135,84540,84540,0.0,86,who killed nicholas ii of russia
1043135,8429908,8429908,0.0,87,who killed nicholas ii of russia
1043135,7137850,7137850,0.0,88,who killed nicholas ii of russia
1043135,8224813,8224813,0.0,89,who killed nicholas ii of russia
1043135,7218310,7218310,0.0,90,who killed nicholas ii of russia
1043135,7243578,7243578,0.0,91,who killed nicholas ii of russia
1043135,7586812,7586812,0.0,92,who killed nicholas ii of russia
1043135,7691218,7691218,0.0,93,who killed nicholas ii of russia
1043135,7729084,7729084,0.0,94,who killed nicholas ii of russia
1043135,7799676,7799676,0.0,95,who killed nicholas ii of russia
1043135,7945768,7945768,0.0,96,who killed nicholas ii of russia
1043135,5262282,5262282,0.0,97,who killed nicholas ii of russia
1043135,7945772,7945772,0.0,98,who killed nicholas ii of russia
1043135,7945773,7945773,0.0,99,who killed nicholas ii of russia
1043135,7957837,7957837,0.0,100,who killed nicholas ii of russia
1043135,8049995,8049995,0.0,101,who killed nicholas ii of russia
1043135,8075577,8075577,0.0,102,who killed nicholas ii of russia
1043135,8076541,8076541,0.0,103,who killed nicholas ii of russia
1043135,8224812,8224812,0.0,104,who killed nicholas ii of russia
1043135,5262283,5262283,0.0,105,who killed nicholas ii of russia
1043135,4541692,4541692,0.0,106,who killed nicholas ii of russia
1043135,5119432,5119432,0.0,107,who killed nicholas ii of russia
1043135,2514945,2514945,0.0,108,who killed nicholas ii of russia
1043135,2234834,2234834,0.0,109,who killed nicholas ii of russia
1043135,2244093,2244093,0.0,110,who killed nicholas ii of russia
1043135,2280344,2280344,0.0,111,who killed nicholas ii of russia
1043135,2438040,2438040,0.0,112,who killed nicholas ii of russia
1043135,2443314,2443314,0.0,113,who killed nicholas ii of russia
1043135,2514451,2514451,0.0,114,who killed nicholas ii of russia
1043135,2514458,2514458,0.0,115,who killed nicholas ii of russia
1043135,2514952,2514952,0.0,116,who killed nicholas ii of russia
1043135,2955792,2955792,0.0,117,who killed nicholas ii of russia
1043135,2664991,2664991,0.0,118,who killed nicholas ii of russia
1043135,2664994,2664994,0.0,119,who killed nicholas ii of russia
1043135,2726887,2726887,0.0,120,who killed nicholas ii of russia
1043135,2790617,2790617,0.0,121,who killed nicholas ii of russia
1043135,2790624,2790624,0.0,122,who killed nicholas ii of russia
1043135,2866084,2866084,0.0,123,who killed nicholas ii of russia
1043135,2866086,2866086,0.0,124,who killed nicholas ii of russia
1043135,2208228,2208228,0.0,125,who killed nicholas ii of russia
1043135,2083228,2083228,0.0,126,who killed nicholas ii of russia
1043135,2032730,2032730,0.0,127,who killed nicholas ii of russia
1043135,2032724,2032724,0.0,128,who killed nicholas ii of russia
1043135,1463915,1463915,0.0,129,who killed nicholas ii of russia
1043135,1536025,1536025,0.0,130,who killed nicholas ii of russia
1043135,1536028,1536028,0.0,131,who killed nicholas ii of russia
1043135,1576495,1576495,0.0,132,who killed nicholas ii of russia
1043135,1637700,1637700,0.0,133,who killed nicholas ii of russia
1043135,1637701,1637701,0.0,134,who killed nicholas ii of russia
1043135,1845638,1845638,0.0,135,who killed nicholas ii of russia
1043135,1845639,1845639,0.0,136,who killed nicholas ii of russia
1043135,1845640,1845640,0.0,137,who killed nicholas ii of russia
1043135,1845641,1845641,0.0,138,who killed nicholas ii of russia
1043135,1845642,1845642,0.0,139,who killed nicholas ii of russia
1043135,1845643,1845643,0.0,140,who killed nicholas ii of russia
1043135,1845644,1845644,0.0,141,who killed nicholas ii of russia
1043135,1845645,1845645,0.0,142,who killed nicholas ii of russia
1043135,1874174,1874174,0.0,143,who killed nicholas ii of russia
1043135,2955791,2955791,0.0,144,who killed nicholas ii of russia
1043135,2968931,2968931,0.0,145,who killed nicholas ii of russia
1043135,4994429,4994429,0.0,146,who killed nicholas ii of russia
1043135,4541694,4541694,0.0,147,who killed nicholas ii of russia
1043135,3878606,3878606,0.0,148,who killed nicholas ii of russia
1043135,4197901,4197901,0.0,149,who killed nicholas ii of russia
1043135,4252181,4252181,0.0,150,who killed nicholas ii of russia
1043135,4273098,4273098,0.0,151,who killed nicholas ii of russia
1043135,4464516,4464516,0.0,152,who killed nicholas ii of russia
1043135,4477874,4477874,0.0,153,who killed nicholas ii of russia
1043135,4541690,4541690,0.0,154,who killed nicholas ii of russia
1043135,4708916,4708916,0.0,155,who killed nicholas ii of russia
1043135,297040,297040,0.0,156,who killed nicholas ii of russia
1043135,4708919,4708919,0.0,157,who killed nicholas ii of russia
1043135,4708924,4708924,0.0,158,who killed nicholas ii of russia
1043135,4718738,4718738,0.0,159,who killed nicholas ii of russia
1043135,4721484,4721484,0.0,160,who killed nicholas ii of russia
1043135,4794232,4794232,0.0,161,who killed nicholas ii of russia
1043135,4875986,4875986,0.0,162,who killed nicholas ii of russia
1043135,4881715,4881715,0.0,163,who killed nicholas ii of russia
1043135,3878602,3878602,0.0,164,who killed nicholas ii of russia
1043135,3793496,3793496,0.0,165,who killed nicholas ii of russia
1043135,3793494,3793494,0.0,166,who killed nicholas ii of russia
1043135,3603059,3603059,0.0,167,who killed nicholas ii of russia
1043135,2972515,2972515,0.0,168,who killed nicholas ii of russia
