qid,docid,docno,rank,score,query
1030303,6939428,6939428,37,23.0149071443431,who is aziz hashim
1030303,3234728,3234728,38,22.795029901684728,who is aziz hashim
1030303,8441139,8441139,39,22.59066233633632,who is aziz hashim
1030303,6939422,6939422,40,22.0487488049666,who is aziz hashim
1030303,1492373,1492373,41,21.928955895993123,who is aziz hashim
1030303,4930087,4930087,42,21.83420351865187,who is aziz hashim
1030303,7284050,7284050,43,21.83420351865187,who is aziz hashim
1030303,2699097,2699097,44,21.659074129660908,who is aziz hashim
1030303,1815707,1815707,45,21.602688427453334,who is aziz hashim
1030303,1451848,1451848,46,21.43527915685766,who is aziz hashim
1030303,3327029,3327029,47,21.4139531864726,who is aziz hashim
1030303,6054027,6054027,48,21.228487212496166,who is aziz hashim
1030303,2563261,2563261,49,21.066805725319362,who is aziz hashim
1030303,7168317,7168317,50,21.046206289677595,who is aziz hashim
1030303,7284048,7284048,51,21.046206289677595,who is aziz hashim
1030303,848943,848943,52,20.951100062316957,who is aziz hashim
1030303,1451846,1451846,53,20.946037797482568,who is aziz hashim
1030303,2620119,2620119,54,20.867029070062344,who is aziz hashim
1030303,4179453,4179453,55,20.867029070062344,who is aziz hashim
1030303,4567726,4567726,56,20.75214162471014,who is aziz hashim
1030303,7508058,7508058,57,20.73570475513865,who is aziz hashim
1030303,7409521,7409521,58,20.69087695253912,who is aziz hashim
1030303,3302252,3302252,59,20.672395688125462,who is aziz hashim
1030303,7284052,7284052,60,20.672395688125462,who is aziz hashim
1030303,2001450,2001450,61,20.499776950281888,who is aziz hashim
1030303,3302254,3302254,62,20.34734666945293,who is aziz hashim
1030303,7168323,7168323,63,20.34734666945293,who is aziz hashim
1030303,4130105,4130105,64,20.203422632069294,who is aziz hashim
1030303,6696177,6696177,65,20.186806336647567,who is aziz hashim
1030303,5681381,5681381,66,20.179824029465905,who is aziz hashim
1030303,6939423,6939423,67,20.179824029465905,who is aziz hashim
1030303,7168316,7168316,68,20.033666774080835,who is aziz hashim
1030303,4760232,4760232,69,19.915514681191983,who is aziz hashim
1030303,5156631,5156631,70,19.915514681191983,who is aziz hashim
1030303,5681379,5681379,71,19.87906516148979,who is aziz hashim
1030303,596813,596813,72,19.711443270847564,who is aziz hashim
1030303,3302251,3302251,73,19.627981906034393,who is aziz hashim
1030303,2563266,2563266,74,19.536438756753277,who is aziz hashim
1030303,4358004,4358004,75,19.483238547291474,who is aziz hashim
1030303,22484,22484,76,19.399421039543103,who is aziz hashim
1030303,4148197,4148197,77,19.399421039543103,who is aziz hashim
1030303,4846462,4846462,78,19.399421039543103,who is aziz hashim
1030303,5391149,5391149,79,19.399421039543103,who is aziz hashim
1030303,7616223,7616223,80,19.36363353182305,who is aziz hashim
1030303,2444312,2444312,81,19.22988931501608,who is aziz hashim
1030303,2563269,2563269,82,19.22988931501608,who is aziz hashim
1030303,6939430,6939430,83,19.22988931501608,who is aziz hashim
1030303,8126314,8126314,84,19.099006138847226,who is aziz hashim
1030303,5936675,5936675,85,19.097123186150927,who is aziz hashim
1030303,4966548,4966548,86,19.080194098757953,who is aziz hashim
1030303,2597061,2597061,87,18.841514136763283,who is aziz hashim
1030303,6054029,6054029,88,18.804102085986436,who is aziz hashim
1030303,3290826,3290826,89,18.644772977416615,who is aziz hashim
1030303,3744030,3744030,90,18.519937172127083,who is aziz hashim
1030303,5103906,5103906,91,18.519937172127083,who is aziz hashim
1030303,7168321,7168321,92,18.519937172127083,who is aziz hashim
1030303,7240005,7240005,93,18.519937172127083,who is aziz hashim
1030303,5256170,5256170,94,18.365367403679937,who is aziz hashim
1030303,5086539,5086539,95,18.245294752680472,who is aziz hashim
1030303,1451844,1451844,96,18.244232921382867,who is aziz hashim
1030303,1451850,1451850,97,18.244232921382867,who is aziz hashim
1030303,6054030,6054030,98,18.244232921382867,who is aziz hashim
1030303,6786344,6786344,99,18.244232921382867,who is aziz hashim
1030303,3185530,3185530,100,18.109076692700064,who is aziz hashim
1030303,2615250,2615250,101,18.03356657676797,who is aziz hashim
1030303,6108837,6108837,102,18.03356657676797,who is aziz hashim
1030303,821997,821997,103,17.976617017523786,who is aziz hashim
1030303,1292822,1292822,104,17.877423436086016,who is aziz hashim
1030303,794624,794624,105,17.71673867382679,who is aziz hashim
1030303,5252010,5252010,106,17.71673867382679,who is aziz hashim
1030303,7778036,7778036,107,17.71673867382679,who is aziz hashim
1030303,6989780,6989780,108,17.702167550454526,who is aziz hashim
1030303,1292823,1292823,109,17.651621989236155,who is aziz hashim
1030303,1451851,1451851,110,17.46426709904947,who is aziz hashim
1030303,4966555,4966555,111,17.46426709904947,who is aziz hashim
1030303,6887500,6887500,112,17.46426709904947,who is aziz hashim
1030303,7284055,7284055,113,17.46426709904947,who is aziz hashim
1030303,7989100,7989100,114,17.46426709904947,who is aziz hashim
1030303,8683568,8683568,115,17.23361420557587,who is aziz hashim
1030303,3234722,3234722,116,17.21889009272437,who is aziz hashim
1030303,8828432,8828432,117,17.21889009272437,who is aziz hashim
1030303,2782702,2782702,118,17.216709439851115,who is aziz hashim
1030303,8777713,8777713,119,17.216709439851115,who is aziz hashim
1030303,176183,176183,120,17.085196510925904,who is aziz hashim
1030303,1292819,1292819,121,17.007192113777773,who is aziz hashim
1030303,68532,68532,122,16.980312757231147,who is aziz hashim
1030303,226464,226464,123,16.980312757231147,who is aziz hashim
1030303,2047616,2047616,124,16.980312757231147,who is aziz hashim
1030303,3853795,3853795,125,16.980312757231147,who is aziz hashim
1030303,5681387,5681387,126,16.980312757231147,who is aziz hashim
1030303,6683214,6683214,127,16.980312757231147,who is aziz hashim
1030303,6991065,6991065,128,16.980312757231147,who is aziz hashim
1030303,8657424,8657424,129,16.980312757231147,who is aziz hashim
1030303,2699093,2699093,130,16.859674406653777,who is aziz hashim
1030303,1292821,1292821,131,16.80271288465044,who is aziz hashim
1030303,2563267,2563267,132,16.74825631547524,who is aziz hashim
1030303,4652515,4652515,133,16.74825631547524,who is aziz hashim
1030303,5885184,5885184,134,16.74825631547524,who is aziz hashim
1030303,7168324,7168324,135,16.74825631547524,who is aziz hashim
1030303,7989095,7989095,136,16.74825631547524,who is aziz hashim
1030303,5840551,5840551,137,16.735234120302415,who is aziz hashim
1030303,3784253,3784253,138,16.603092190677714,who is aziz hashim
1030303,1038342,1038342,139,16.522457024206616,who is aziz hashim
1030303,3302250,3302250,140,16.522457024206616,who is aziz hashim
1030303,4488397,4488397,141,16.522457024206616,who is aziz hashim
1030303,4898510,4898510,142,16.522457024206616,who is aziz hashim
1030303,4908784,4908784,143,16.522457024206616,who is aziz hashim
1030303,5681384,5681384,144,16.522457024206616,who is aziz hashim
1030303,7240001,7240001,145,16.522457024206616,who is aziz hashim
1030303,8192997,8192997,146,16.522457024206616,who is aziz hashim
1030303,4882562,4882562,147,16.408158902851664,who is aziz hashim
1030303,279227,279227,148,16.302665174072704,who is aziz hashim
1030303,2937934,2937934,149,16.302665174072704,who is aziz hashim
1030303,7239999,7239999,150,16.302665174072704,who is aziz hashim
1030303,8710736,8710736,151,16.302665174072704,who is aziz hashim
1030303,8754333,8754333,152,16.302665174072704,who is aziz hashim
1030303,2484376,2484376,153,16.088644168435003,who is aziz hashim
1030303,3062381,3062381,154,16.088644168435003,who is aziz hashim
1030303,3226332,3226332,155,16.088644168435003,who is aziz hashim
1030303,3226335,3226335,156,16.088644168435003,who is aziz hashim
1030303,4228943,4228943,157,16.088644168435003,who is aziz hashim
1030303,4363663,4363663,158,16.088644168435003,who is aziz hashim
1030303,6054026,6054026,159,16.088644168435003,who is aziz hashim
1030303,5120735,5120735,160,16.031709291446422,who is aziz hashim
1030303,3765089,3765089,161,15.880169673805106,who is aziz hashim
1030303,4820481,4820481,162,15.880169673805106,who is aziz hashim
1030303,2563265,2563265,163,15.829270539205245,who is aziz hashim
1030303,2937935,2937935,164,15.677028835487077,who is aziz hashim
1030303,3744026,3744026,165,15.677028835487077,who is aziz hashim
1030303,5681385,5681385,166,15.677028835487077,who is aziz hashim
1030303,6054032,6054032,167,15.677028835487077,who is aziz hashim
1030303,6054033,6054033,168,15.677028835487077,who is aziz hashim
1030303,6940380,6940380,169,15.677028835487077,who is aziz hashim
1030303,2597066,2597066,170,15.672145901701544,who is aziz hashim
1030303,4658938,4658938,171,15.665618612930102,who is aziz hashim
1030303,3340457,3340457,172,15.566129277167407,who is aziz hashim
1030303,1451842,1451842,173,15.479019552660858,who is aziz hashim
1030303,1513969,1513969,174,15.479019552660858,who is aziz hashim
1030303,2848596,2848596,175,15.479019552660858,who is aziz hashim
1030303,3302256,3302256,176,15.479019552660858,who is aziz hashim
1030303,8403877,8403877,177,15.479019552660858,who is aziz hashim
1030303,8542374,8542374,178,15.479019552660858,who is aziz hashim
1030303,1451849,1451849,179,15.285949807717092,who is aziz hashim
1030303,3734992,3734992,180,15.285949807717092,who is aziz hashim
1030303,4699939,4699939,181,15.285949807717092,who is aziz hashim
1030303,5681383,5681383,182,15.285949807717092,who is aziz hashim
1030303,6039234,6039234,183,15.285949807717092,who is aziz hashim
1030303,8358916,8358916,184,15.285949807717092,who is aziz hashim
1030303,5929352,5929352,185,15.209567121218463,who is aziz hashim
1030303,7168320,7168320,186,15.097637045164735,who is aziz hashim
1030303,6939431,6939431,187,14.994756366457965,who is aziz hashim
1030303,1154757,1154757,188,14.734596142940951,who is aziz hashim
1030303,1546395,1546395,189,14.734596142940951,who is aziz hashim
1030303,7508059,7508059,190,14.684127489049983,who is aziz hashim
1030303,480287,480287,191,14.559545225410325,who is aziz hashim
1030303,1815703,1815703,192,14.559545225410325,who is aziz hashim
1030303,8831897,8831897,193,14.559545225410325,who is aziz hashim
1030303,770274,770274,194,14.388604777242794,who is aziz hashim
1030303,1451845,1451845,195,14.388604777242794,who is aziz hashim
1030303,1305519,1305519,196,14.235406434601476,who is aziz hashim
1030303,3839846,3839846,197,14.221631698171876,who is aziz hashim
1030303,5212826,5212826,198,14.221631698171876,who is aziz hashim
1030303,5310898,5310898,199,14.221631698171876,who is aziz hashim
1030303,8793631,8793631,200,14.221631698171876,who is aziz hashim
1030303,5657730,5657730,201,14.058489454181455,who is aziz hashim
1030303,5963129,5963129,202,14.058489454181455,who is aziz hashim
1030303,8657428,8657428,203,14.058489454181455,who is aziz hashim
1030303,1761460,1761460,204,14.049312965029674,who is aziz hashim
1030303,7259969,7259969,205,13.951190571866325,who is aziz hashim
1030303,2755743,2755743,206,13.899047705156223,who is aziz hashim
1030303,3302253,3302253,207,13.899047705156223,who is aziz hashim
1030303,3880502,3880502,208,13.899047705156223,who is aziz hashim
1030303,4691526,4691526,209,13.899047705156223,who is aziz hashim
1030303,7616221,7616221,210,13.678101535294568,who is aziz hashim
1030303,8219949,8219949,211,13.590773240376318,who is aziz hashim
1030303,2620118,2620118,212,13.44170780199913,who is aziz hashim
1030303,2597060,2597060,213,13.415498459903079,who is aziz hashim
1030303,1161432,1161432,214,13.295876827350098,who is aziz hashim
1030303,8727420,8727420,215,13.295876827350098,who is aziz hashim
1030303,1518706,1518706,216,13.153176172844644,who is aziz hashim
1030303,5506223,5506223,217,13.153176172844644,who is aziz hashim
1030303,7183280,7183280,218,13.013506118389499,who is aziz hashim
1030303,7875818,7875818,219,12.801084927855465,who is aziz hashim
1030303,1161439,1161439,220,12.74287966686207,who is aziz hashim
1030303,4329618,4329618,221,12.74287966686207,who is aziz hashim
1030303,7995154,7995154,222,12.74287966686207,who is aziz hashim
1030303,8612121,8612121,223,12.74287966686207,who is aziz hashim
1030303,1376556,1376556,224,12.611743926982227,who is aziz hashim
1030303,1376558,1376558,225,12.48327970515336,who is aziz hashim
1030303,4374265,4374265,226,12.48327970515336,who is aziz hashim
1030303,8649337,8649337,227,12.48327970515336,who is aziz hashim
1030303,7645177,7645177,228,12.357406187667365,who is aziz hashim
1030303,315873,315873,229,12.234045787775313,who is aziz hashim
1030303,6689899,6689899,230,12.234045787775313,who is aziz hashim
1030303,5558703,5558703,231,12.113123986210503,who is aziz hashim
1030303,4358001,4358001,232,12.029757346390769,who is aziz hashim
1030303,4696365,4696365,233,11.994569181076551,who is aziz hashim
1030303,1358683,1358683,234,11.878312546465239,who is aziz hashim
1030303,5775795,5775795,235,11.878312546465239,who is aziz hashim
1030303,7116093,7116093,236,11.878312546465239,who is aziz hashim
1030303,8351877,8351877,237,11.878312546465239,who is aziz hashim
1030303,1451847,1451847,238,11.652431573285156,who is aziz hashim
1030303,6224006,6224006,239,11.542682301193558,who is aziz hashim
1030303,6942022,6942022,240,11.542682301193558,who is aziz hashim
1030303,119291,119291,241,11.434981102139261,who is aziz hashim
1030303,5533137,5533137,242,11.434981102139261,who is aziz hashim
1030303,5533139,5533139,243,11.434981102139261,who is aziz hashim
1030303,5533140,5533140,244,11.434981102139261,who is aziz hashim
1030303,5139079,5139079,245,11.329271176295407,who is aziz hashim
1030303,6484356,6484356,246,11.328817501991526,who is aziz hashim
1030303,8153628,8153628,247,10.113816574569125,who is aziz hashim
1030303,176182,176182,248,9.487444140528627,who is aziz hashim
1030303,2026758,2026758,249,9.487444140528627,who is aziz hashim
1030303,106703,106703,250,8.28756464929693,who is aziz hashim
1030303,2065,2065,251,8.189456105242849,who is aziz hashim
1030303,2068,2068,252,8.023396988074872,who is aziz hashim
1030303,4737893,4737893,253,8.023396988074872,who is aziz hashim
1030303,2716717,2716717,254,7.93487304526332,who is aziz hashim
1030303,2046255,2046255,255,7.923255428373062,who is aziz hashim
1030303,7287254,7287254,256,7.910985973758823,who is aziz hashim
1030303,126425,126425,257,7.88724228945954,who is aziz hashim
1030303,4962099,4962099,258,7.88724228945954,who is aziz hashim
1030303,7287250,7287250,259,7.884126477394489,who is aziz hashim
1030303,3077231,3077231,260,7.878462688046334,who is aziz hashim
1030303,2647878,2647878,261,7.873814318368497,who is aziz hashim
1030303,3915096,3915096,262,7.864534015118053,who is aziz hashim
1030303,5057590,5057590,263,7.863640705160738,who is aziz hashim
1030303,5404190,5404190,264,7.863640705160738,who is aziz hashim
1030303,1958077,1958077,265,7.840179949018905,who is aziz hashim
1030303,4140798,4140798,266,7.840179949018905,who is aziz hashim
1030303,4962105,4962105,267,7.8168587643233,who is aziz hashim
1030303,2129461,2129461,268,7.811401303238784,who is aziz hashim
1030303,8466628,8466628,269,7.809154342168081,who is aziz hashim
1030303,2355382,2355382,270,7.7703394330120314,who is aziz hashim
1030303,2716725,2716725,271,7.747720294113243,who is aziz hashim
1030303,3413649,3413649,272,7.744829785334696,who is aziz hashim
1030303,664625,664625,273,7.74097912694374,who is aziz hashim
1030303,1612521,1612521,274,7.73559463348241,who is aziz hashim
1030303,2745942,2745942,275,7.73559463348241,who is aziz hashim
1030303,3103629,3103629,276,7.733520733933941,who is aziz hashim
1030303,8033673,8033673,277,7.727531923759257,who is aziz hashim
1030303,4239451,4239451,278,7.718831321524827,who is aziz hashim
1030303,573927,573927,279,7.70954972613257,who is aziz hashim
1030303,3078943,3078943,280,7.708634052551011,who is aziz hashim
1030303,5057585,5057585,281,7.699579092696459,who is aziz hashim
1030303,2721281,2721281,282,7.693006821184177,who is aziz hashim
1030303,2573742,2573742,283,7.68235077704901,who is aziz hashim
1030303,5401426,5401426,284,7.68235077704901,who is aziz hashim
1030303,2464018,2464018,285,7.680646157736575,who is aziz hashim
1030303,4795434,4795434,286,7.680646157736575,who is aziz hashim
1030303,5930603,5930603,287,7.680646157736575,who is aziz hashim
1030303,6089901,6089901,288,7.680646157736575,who is aziz hashim
1030303,2494790,2494790,289,7.661372431085415,who is aziz hashim
1030303,2464014,2464014,290,7.650830979171573,who is aziz hashim
1030303,4239449,4239449,291,7.6418727730851055,who is aziz hashim
1030303,779727,779727,292,7.6376948873499355,who is aziz hashim
1030303,928669,928669,293,7.627817275251978,who is aziz hashim
1030303,4650577,4650577,294,7.627817275251978,who is aziz hashim
1030303,6052505,6052505,295,7.627817275251978,who is aziz hashim
1030303,7770294,7770294,296,7.627817275251978,who is aziz hashim
1030303,5689369,5689369,297,7.621246382107233,who is aziz hashim
1030303,8121105,8121105,298,7.621246382107233,who is aziz hashim
1030303,132756,132756,299,7.616559813866142,who is aziz hashim
1037496,7766587,7766587,0,36.10284292289735,who is rep scalise
1037496,4760912,4760912,1,33.26758010422904,who is rep scalise
1037496,3725936,3725936,2,32.54385393722916,who is rep scalise
1037496,4174377,4174377,3,32.19860189725155,who is rep scalise
1037496,5927420,5927420,4,32.0156522203273,who is rep scalise
1037496,7766585,7766585,5,29.524684127463395,who is rep scalise
1037496,4174376,4174376,6,28.61971298457261,who is rep scalise
1037496,3725932,3725932,7,28.523831414282576,who is rep scalise
1037496,4760914,4760914,8,28.026350222067926,who is rep scalise
1037496,3725937,3725937,9,27.667834135901863,who is rep scalise
1037496,4174378,4174378,10,27.5452945850387,who is rep scalise
1037496,2725825,2725825,11,27.35758902729848,who is rep scalise
1037496,4905511,4905511,12,27.029220690460072,who is rep scalise
1037496,3725933,3725933,13,26.59102143934157,who is rep scalise
1037496,3725935,3725935,14,25.869212274201555,who is rep scalise
1037496,4187304,4187304,15,25.869212274201555,who is rep scalise
1037496,4174380,4174380,16,24.906281137111037,who is rep scalise
1037496,4912163,4912163,17,24.906281137111037,who is rep scalise
1037496,7766584,7766584,18,24.81204650399508,who is rep scalise
1037496,3725940,3725940,19,24.676646092280958,who is rep scalise
1037496,7287404,7287404,20,24.599027658940145,who is rep scalise
1037496,3725931,3725931,21,24.22984935752865,who is rep scalise
1037496,8196479,8196479,22,24.012463850566522,who is rep scalise
1037496,4187303,4187303,23,23.38309799641405,who is rep scalise
1037496,8159564,8159564,24,22.98153450877801,who is rep scalise
1037496,4912166,4912166,25,22.7858808408866,who is rep scalise
1037496,2725828,2725828,26,22.77752736172054,who is rep scalise
1037496,3725938,3725938,27,22.77752736172054,who is rep scalise
1037496,4912167,4912167,28,22.593530451845712,who is rep scalise
1037496,553180,553180,29,22.582136981278786,who is rep scalise
1037496,7766583,7766583,30,22.459934252680952,who is rep scalise
1037496,4760906,4760906,31,22.404400386579443,who is rep scalise
1037496,1297032,1297032,32,22.25522698529313,who is rep scalise
1037496,4912160,4912160,33,22.218410444615344,who is rep scalise
1037496,2540328,2540328,34,21.987938600151224,who is rep scalise
1037496,3356592,3356592,35,21.88045882847569,who is rep scalise
1037496,7286317,7286317,36,21.646784549058992,who is rep scalise
1037496,3562314,3562314,37,21.46371447574042,who is rep scalise
1037496,4150415,4150415,38,21.287519809719612,who is rep scalise
1037496,5786130,5786130,39,21.287519809719612,who is rep scalise
1037496,6914894,6914894,40,21.26485335096511,who is rep scalise
1037496,4436444,4436444,41,21.164241789981578,who is rep scalise
1037496,5507719,5507719,42,21.11450117197088,who is rep scalise
1037496,4187305,4187305,43,20.85322121622307,who is rep scalise
1037496,3725934,3725934,44,20.83473539503664,who is rep scalise
1037496,3356595,3356595,45,20.78879934942548,who is rep scalise
1037496,7021265,7021265,46,20.77761612501305,who is rep scalise
1037496,4187309,4187309,47,20.533255022195355,who is rep scalise
1037496,365861,365861,48,20.50636261418203,who is rep scalise
1037496,8131680,8131680,49,20.452347515435687,who is rep scalise
1037496,6354370,6354370,50,20.38810746023534,who is rep scalise
1037496,4760915,4760915,51,20.205573642418656,who is rep scalise
1037496,5540750,5540750,52,19.97486656039424,who is rep scalise
1037496,3562319,3562319,53,19.963592987793376,who is rep scalise
1037496,4207322,4207322,54,19.963592987793376,who is rep scalise
1037496,4760910,4760910,55,19.92190244160945,who is rep scalise
1037496,5487606,5487606,56,19.912875712949216,who is rep scalise
1037496,3275556,3275556,57,19.905030259303718,who is rep scalise
1037496,1896330,1896330,58,19.758134640437877,who is rep scalise
1037496,7779272,7779272,59,19.758134640437877,who is rep scalise
1037496,1778669,1778669,60,19.65941861540182,who is rep scalise
1037496,8651299,8651299,61,19.65941861540182,who is rep scalise
1037496,2672141,2672141,62,19.62967760807013,who is rep scalise
1037496,4174374,4174374,63,19.62967760807013,who is rep scalise
1037496,8413922,8413922,64,19.62967760807013,who is rep scalise
1037496,197695,197695,65,19.557009745561437,who is rep scalise
1037496,3004783,3004783,66,19.557009745561437,who is rep scalise
1037496,4432371,4432371,67,19.557009745561437,who is rep scalise
1037496,6499341,6499341,68,19.557009745561437,who is rep scalise
1037496,1623879,1623879,69,19.487737855504342,who is rep scalise
1037496,5033381,5033381,70,19.45339408483278,who is rep scalise
1037496,2007578,2007578,71,19.433716680225047,who is rep scalise
1037496,519751,519751,72,19.36007738730047,who is rep scalise
1037496,4881404,4881404,73,19.36007738730047,who is rep scalise
1037496,7392264,7392264,74,19.36007738730047,who is rep scalise
1037496,4187307,4187307,75,19.345901850978652,who is rep scalise
1037496,985986,985986,76,19.33662147293207,who is rep scalise
1037496,2908721,2908721,77,19.2801118399751,who is rep scalise
1037496,968013,968013,78,19.207399888211807,who is rep scalise
1037496,2339551,2339551,79,19.18910896905039,who is rep scalise
1037496,1297033,1297033,80,19.168077683861334,who is rep scalise
1037496,1214193,1214193,81,19.167202931504264,who is rep scalise
1037496,4625262,4625262,82,19.167202931504264,who is rep scalise
1037496,5937726,5937726,83,19.167202931504264,who is rep scalise
1037496,5788004,5788004,84,19.139729404544756,who is rep scalise
1037496,5156157,5156157,85,19.1286171404585,who is rep scalise
1037496,2902707,2902707,86,19.07021396080168,who is rep scalise
1037496,968014,968014,87,18.986293594992425,who is rep scalise
1037496,5445082,5445082,88,18.986293594992425,who is rep scalise
1037496,985984,985984,89,18.893607112021645,who is rep scalise
1037496,7116153,7116153,90,18.850604686145896,who is rep scalise
1037496,8519846,8519846,91,18.850604686145896,who is rep scalise
1037496,462284,462284,92,18.841695937459576,who is rep scalise
1037496,7407577,7407577,93,18.833075389132834,who is rep scalise
1037496,6566461,6566461,94,18.699284114584188,who is rep scalise
1037496,5626783,5626783,95,18.65537843912517,who is rep scalise
1037496,3307432,3307432,96,18.630479981050232,who is rep scalise
1037496,7853148,7853148,97,18.62670418897821,who is rep scalise
1037496,293184,293184,98,18.611667498787973,who is rep scalise
1037496,1249589,1249589,99,18.611667498787973,who is rep scalise
1037496,8831603,8831603,100,18.580703793644812,who is rep scalise
1037496,2908553,2908553,101,18.559008934373363,who is rep scalise
1037496,3600258,3600258,102,18.546680263768362,who is rep scalise
1037496,8413924,8413924,103,18.541757038252857,who is rep scalise
1037496,2124626,2124626,104,18.53043947235416,who is rep scalise
1037496,3407762,3407762,105,18.53043947235416,who is rep scalise
1037496,7774249,7774249,106,18.528217939351183,who is rep scalise
1037496,2396652,2396652,107,18.508293000274385,who is rep scalise
1037496,7779275,7779275,108,18.489657614877114,who is rep scalise
1037496,7656338,7656338,109,18.463631031434858,who is rep scalise
1037496,2846350,2846350,110,18.442236763324402,who is rep scalise
1037496,365859,365859,111,18.434026690784698,who is rep scalise
1037496,2396654,2396654,112,18.434026690784698,who is rep scalise
1037496,6292809,6292809,113,18.434026690784698,who is rep scalise
1037496,929044,929044,114,18.433791895332867,who is rep scalise
1037496,2442404,2442404,115,18.433791895332867,who is rep scalise
1037496,3157574,3157574,116,18.433791895332867,who is rep scalise
1037496,672461,672461,117,18.41887050024448,who is rep scalise
1037496,6892106,6892106,118,18.381322247318018,who is rep scalise
1037496,5861933,5861933,119,18.352498353692212,who is rep scalise
1037496,3325595,3325595,120,18.288361578244785,who is rep scalise
1037496,4760907,4760907,121,18.288361578244785,who is rep scalise
1037496,4912162,4912162,122,18.288361578244785,who is rep scalise
1037496,2995695,2995695,123,18.259383522752046,who is rep scalise
1037496,7288630,7288630,124,18.253813507053643,who is rep scalise
1037496,6595860,6595860,125,18.235367296956113,who is rep scalise
1037496,2007577,2007577,126,18.221178819096416,who is rep scalise
1037496,4551829,4551829,127,18.221178819096416,who is rep scalise
1037496,8010242,8010242,128,18.221178819096416,who is rep scalise
1037496,2159120,2159120,129,18.218886763752113,who is rep scalise
1037496,7766140,7766140,130,18.218886763752113,who is rep scalise
1037496,8430237,8430237,131,18.218886763752113,who is rep scalise
1037496,5858554,5858554,132,18.21735904718384,who is rep scalise
1037496,6892108,6892108,133,18.21735904718384,who is rep scalise
1037496,6994452,6994452,134,18.165294709264582,who is rep scalise
1037496,1712140,1712140,135,18.151324248482602,who is rep scalise
1037496,6426786,6426786,136,18.121081391008214,who is rep scalise
1037496,5712328,5712328,137,18.094293257622617,who is rep scalise
1037496,1481537,1481537,138,18.08833870954297,who is rep scalise
1037496,2347265,2347265,139,18.08833870954297,who is rep scalise
1037496,7948039,7948039,140,18.08833870954297,who is rep scalise
1037496,8717869,8717869,141,18.08833870954297,who is rep scalise
1037496,5937727,5937727,142,18.07651778154951,who is rep scalise
1037496,7435851,7435851,143,18.059297012610475,who is rep scalise
1037496,672460,672460,144,18.02207771806837,who is rep scalise
1037496,3006240,3006240,145,18.02207771806837,who is rep scalise
1037496,5647093,5647093,146,18.02207771806837,who is rep scalise
1037496,6536286,6536286,147,18.02207771806837,who is rep scalise
1037496,6562201,6562201,148,18.02207771806837,who is rep scalise
1037496,2222120,2222120,149,18.006368324064418,who is rep scalise
1037496,2339672,2339672,150,17.980546019155245,who is rep scalise
1037496,2126334,2126334,151,17.96936745950637,who is rep scalise
1037496,2665556,2665556,152,17.96936745950637,who is rep scalise
1037496,2798250,2798250,153,17.96936745950637,who is rep scalise
1037496,4256773,4256773,154,17.96936745950637,who is rep scalise
1037496,6390631,6390631,155,17.96936745950637,who is rep scalise
1037496,776636,776636,156,17.960385313816424,who is rep scalise
1037496,4583634,4583634,157,17.960385313816424,who is rep scalise
