qid,docno,docid,score,rank,query
1030303,7284047,7284047,3.0,79,who is aziz hashim
1030303,7284048,7284048,3.0,80,who is aziz hashim
1030303,7284052,7284052,3.0,81,who is aziz hashim
1030303,4074047,4074047,3.0,82,who is aziz hashim
1030303,4130105,4130105,3.0,83,who is aziz hashim
1030303,4074040,4074040,3.0,84,who is aziz hashim
1030303,1369019,1369019,3.0,85,who is aziz hashim
1030303,1376558,1376558,3.0,86,who is aziz hashim
1030303,1397758,1397758,3.0,87,who is aziz hashim
1030303,1402779,1402779,3.0,88,who is aziz hashim
1030303,1451846,1451846,3.0,89,who is aziz hashim
1030303,1451848,1451848,3.0,90,who is aziz hashim
1030303,1451850,1451850,3.0,91,who is aziz hashim
1030303,1451851,1451851,3.0,92,who is aziz hashim
1030303,1462522,1462522,3.0,93,who is aziz hashim
1030303,1492373,1492373,3.0,94,who is aziz hashim
1030303,1538148,1538148,3.0,95,who is aziz hashim
1030303,1538153,1538153,3.0,96,who is aziz hashim
1030303,163871,163871,3.0,97,who is aziz hashim
1030303,1666520,1666520,3.0,98,who is aziz hashim
1030303,1777312,1777312,3.0,99,who is aziz hashim
1030303,1784767,1784767,3.0,100,who is aziz hashim
1030303,3993894,3993894,3.0,101,who is aziz hashim
1030303,1813557,1813557,3.0,102,who is aziz hashim
1030303,1376556,1376556,3.0,103,who is aziz hashim
1030303,1358683,1358683,3.0,104,who is aziz hashim
1030303,1905988,1905988,3.0,105,who is aziz hashim
1030303,1305528,1305528,3.0,106,who is aziz hashim
1030303,1044043,1044043,3.0,107,who is aziz hashim
1030303,1056584,1056584,3.0,108,who is aziz hashim
1030303,1070133,1070133,3.0,109,who is aziz hashim
1030303,1070134,1070134,3.0,110,who is aziz hashim
1030303,1086238,1086238,3.0,111,who is aziz hashim
1030303,1104408,1104408,3.0,112,who is aziz hashim
1030303,1161432,1161432,3.0,113,who is aziz hashim
1030303,1161439,1161439,3.0,114,who is aziz hashim
1030303,1166176,1166176,3.0,115,who is aziz hashim
1030303,1172906,1172906,3.0,116,who is aziz hashim
1030303,1207443,1207443,3.0,117,who is aziz hashim
1030303,1227100,1227100,3.0,118,who is aziz hashim
1030303,1269099,1269099,3.0,119,who is aziz hashim
1030303,1292821,1292821,3.0,120,who is aziz hashim
1030303,1292822,1292822,3.0,121,who is aziz hashim
1030303,1305520,1305520,3.0,122,who is aziz hashim
1030303,1305521,1305521,3.0,123,who is aziz hashim
1030303,1813561,1813561,3.0,124,who is aziz hashim
1030303,1811800,1811800,3.0,125,who is aziz hashim
1030303,196026,196026,3.0,126,who is aziz hashim
1030303,288491,288491,3.0,127,who is aziz hashim
1030303,2001450,2001450,3.0,128,who is aziz hashim
1030303,3105375,3105375,3.0,129,who is aziz hashim
1030303,314108,314108,3.0,130,who is aziz hashim
1030303,321160,321160,3.0,131,who is aziz hashim
1030303,3290826,3290826,3.0,132,who is aziz hashim
1030303,3302249,3302249,3.0,133,who is aziz hashim
1030303,3302252,3302252,3.0,134,who is aziz hashim
1030303,3302253,3302253,3.0,135,who is aziz hashim
1030303,3302255,3302255,3.0,136,who is aziz hashim
1030303,3302258,3302258,3.0,137,who is aziz hashim
1030303,3327029,3327029,3.0,138,who is aziz hashim
1030303,336399,336399,3.0,139,who is aziz hashim
1030303,3427807,3427807,3.0,140,who is aziz hashim
1030303,3738183,3738183,3.0,141,who is aziz hashim
1030303,3744030,3744030,3.0,142,who is aziz hashim
1030303,3784253,3784253,3.0,143,who is aziz hashim
1030303,3839846,3839846,3.0,144,who is aziz hashim
1030303,292060,292060,3.0,145,who is aziz hashim
1030303,309441,309441,3.0,146,who is aziz hashim
1030303,2782702,2782702,3.0,147,who is aziz hashim
1030303,226464,226464,3.0,148,who is aziz hashim
1030303,2057929,2057929,3.0,149,who is aziz hashim
1030303,2146415,2146415,3.0,150,who is aziz hashim
1030303,2194939,2194939,3.0,151,who is aziz hashim
1030303,2205078,2205078,3.0,152,who is aziz hashim
1030303,2217415,2217415,3.0,153,who is aziz hashim
1030303,2217635,2217635,3.0,154,who is aziz hashim
1030303,2740876,2740876,3.0,155,who is aziz hashim
1030303,22484,22484,3.0,156,who is aziz hashim
1030303,2484376,2484376,3.0,157,who is aziz hashim
1030303,2488127,2488127,3.0,158,who is aziz hashim
1030303,2563261,2563261,3.0,159,who is aziz hashim
1030303,2597066,2597066,3.0,160,who is aziz hashim
1030303,2620119,2620119,3.0,161,who is aziz hashim
1030303,2628843,2628843,3.0,162,who is aziz hashim
1030303,2628844,2628844,3.0,163,who is aziz hashim
1030303,2712400,2712400,3.0,164,who is aziz hashim
1030303,8777713,8777713,3.0,165,who is aziz hashim
1030303,8726430,8726430,1.0,166,who is aziz hashim
1030303,8726434,8726434,1.0,167,who is aziz hashim
1030303,7156982,7156982,0.0,168,who is aziz hashim
1030303,8726435,8726435,0.0,169,who is aziz hashim
1030303,8726436,8726436,0.0,170,who is aziz hashim
1030303,8726437,8726437,0.0,171,who is aziz hashim
1037496,4228970,4228970,3.0,0,who is rep scalise
1037496,3746969,3746969,3.0,1,who is rep scalise
1037496,4773399,4773399,3.0,2,who is rep scalise
1037496,4773398,4773398,3.0,3,who is rep scalise
1037496,4773397,4773397,3.0,4,who is rep scalise
1037496,4761207,4761207,3.0,5,who is rep scalise
1037496,4685897,4685897,3.0,6,who is rep scalise
1037496,4685895,4685895,3.0,7,who is rep scalise
1037496,458635,458635,3.0,8,who is rep scalise
1037496,4579446,4579446,3.0,9,who is rep scalise
1037496,4436444,4436444,3.0,10,who is rep scalise
1037496,4422043,4422043,3.0,11,who is rep scalise
1037496,4369075,4369075,3.0,12,who is rep scalise
1037496,4331048,4331048,3.0,13,who is rep scalise
1037496,4267676,4267676,3.0,14,who is rep scalise
1037496,4228966,4228966,3.0,15,who is rep scalise
1037496,4209765,4209765,3.0,16,who is rep scalise
1037496,3852740,3852740,3.0,17,who is rep scalise
1037496,3852735,3852735,3.0,18,who is rep scalise
1037496,3852734,3852734,3.0,19,who is rep scalise
1037496,3852732,3852732,3.0,20,who is rep scalise
1037496,3805611,3805611,3.0,21,who is rep scalise
1037496,3782801,3782801,3.0,22,who is rep scalise
1037496,4858052,4858052,3.0,23,who is rep scalise
1037496,4912161,4912161,3.0,24,who is rep scalise
1037496,4912165,4912165,3.0,25,who is rep scalise
1037496,5836182,5836182,3.0,26,who is rep scalise
1037496,8715824,8715824,3.0,27,who is rep scalise
1037496,8503233,8503233,3.0,28,who is rep scalise
1037496,8157127,8157127,3.0,29,who is rep scalise
1037496,8145146,8145146,3.0,30,who is rep scalise
1037496,7741713,7741713,3.0,31,who is rep scalise
1037496,7732091,7732091,3.0,32,who is rep scalise
1037496,7126244,7126244,3.0,33,who is rep scalise
1037496,6931038,6931038,3.0,34,who is rep scalise
1037496,599144,599144,3.0,35,who is rep scalise
1037496,55970,55970,3.0,36,who is rep scalise
1037496,4912166,4912166,3.0,37,who is rep scalise
1037496,55965,55965,3.0,38,who is rep scalise
1037496,5491917,5491917,3.0,39,who is rep scalise
1037496,545993,545993,3.0,40,who is rep scalise
1037496,5304091,5304091,3.0,41,who is rep scalise
1037496,5217095,5217095,3.0,42,who is rep scalise
1037496,5197258,5197258,3.0,43,who is rep scalise
1037496,5065247,5065247,3.0,44,who is rep scalise
1037496,5014571,5014571,3.0,45,who is rep scalise
1037496,4937052,4937052,3.0,46,who is rep scalise
1037496,3752366,3752366,3.0,47,who is rep scalise
1037496,8820121,8820121,3.0,48,who is rep scalise
1037496,3138348,3138348,3.0,49,who is rep scalise
1037496,3387482,3387482,3.0,50,who is rep scalise
1037496,2257713,2257713,3.0,51,who is rep scalise
1037496,2274054,2274054,3.0,52,who is rep scalise
1037496,3137929,3137929,3.0,53,who is rep scalise
1037496,2980253,2980253,3.0,54,who is rep scalise
1037496,237606,237606,3.0,55,who is rep scalise
1037496,2257712,2257712,3.0,56,who is rep scalise
1037496,2257711,2257711,3.0,57,who is rep scalise
1037496,2217415,2217415,3.0,58,who is rep scalise
1037496,2105051,2105051,3.0,59,who is rep scalise
1037496,327747,327747,3.0,60,who is rep scalise
1037496,3138345,3138345,3.0,61,who is rep scalise
1037496,2565111,2565111,3.0,62,who is rep scalise
1037496,1830720,1830720,3.0,63,who is rep scalise
1037496,3512891,3512891,3.0,64,who is rep scalise
1037496,2257716,2257716,3.0,65,who is rep scalise
1037496,2652947,2652947,3.0,66,who is rep scalise
1037496,3611183,3611183,3.0,67,who is rep scalise
1037496,3611190,3611190,3.0,68,who is rep scalise
1037496,36400,36400,3.0,69,who is rep scalise
1037496,2652949,2652949,3.0,70,who is rep scalise
1037496,3687599,3687599,3.0,71,who is rep scalise
1037496,2667334,2667334,3.0,72,who is rep scalise
1037496,3275556,3275556,3.0,73,who is rep scalise
1037496,1310749,1310749,3.0,74,who is rep scalise
1037496,2257715,2257715,3.0,75,who is rep scalise
1037496,2888460,2888460,3.0,76,who is rep scalise
1037496,3151261,3151261,3.0,77,who is rep scalise
1037496,3325595,3325595,3.0,78,who is rep scalise
1037496,57407,57407,2.0,79,who is rep scalise
1037496,3725932,3725932,2.0,80,who is rep scalise
1037496,543867,543867,2.0,81,who is rep scalise
1037496,2672141,2672141,2.0,82,who is rep scalise
1037496,2725828,2725828,2.0,83,who is rep scalise
1037496,2725829,2725829,2.0,84,who is rep scalise
1037496,2725834,2725834,2.0,85,who is rep scalise
1037496,5371235,5371235,2.0,86,who is rep scalise
1037496,665448,665448,2.0,87,who is rep scalise
1037496,57410,57410,2.0,88,who is rep scalise
1037496,5927420,5927420,2.0,89,who is rep scalise
1037496,1283925,1283925,2.0,90,who is rep scalise
1037496,8674828,8674828,2.0,91,who is rep scalise
1037496,8646635,8646635,2.0,92,who is rep scalise
1037496,8646634,8646634,2.0,93,who is rep scalise
1037496,8413922,8413922,2.0,94,who is rep scalise
1037496,8196479,8196479,2.0,95,who is rep scalise
1037496,8159564,8159564,2.0,96,who is rep scalise
1037496,1830718,1830718,2.0,97,who is rep scalise
1037496,7858323,7858323,2.0,98,who is rep scalise
1037496,7766587,7766587,2.0,99,who is rep scalise
1037496,7766585,7766585,2.0,100,who is rep scalise
1037496,6866284,6866284,2.0,101,who is rep scalise
1037496,665452,665452,2.0,102,who is rep scalise
1037496,665449,665449,2.0,103,who is rep scalise
1037496,4905509,4905509,2.0,104,who is rep scalise
1037496,4905511,4905511,2.0,105,who is rep scalise
1037496,1122840,1122840,2.0,106,who is rep scalise
1037496,2867889,2867889,2.0,107,who is rep scalise
1037496,4174376,4174376,2.0,108,who is rep scalise
1037496,3224049,3224049,2.0,109,who is rep scalise
1037496,3224050,3224050,2.0,110,who is rep scalise
1037496,3356592,3356592,2.0,111,who is rep scalise
1037496,4187304,4187304,2.0,112,who is rep scalise
1037496,4174380,4174380,2.0,113,who is rep scalise
1037496,4174378,4174378,2.0,114,who is rep scalise
1037496,4174377,4174377,2.0,115,who is rep scalise
1037496,4174374,4174374,2.0,116,who is rep scalise
1037496,4664314,4664314,2.0,117,who is rep scalise
1037496,4023993,4023993,2.0,118,who is rep scalise
1037496,3356595,3356595,2.0,119,who is rep scalise
1037496,3752368,3752368,2.0,120,who is rep scalise
1037496,3725931,3725931,2.0,121,who is rep scalise
1037496,3725940,3725940,2.0,122,who is rep scalise
1037496,3725939,3725939,2.0,123,who is rep scalise
1037496,3725935,3725935,2.0,124,who is rep scalise
1037496,458640,458640,2.0,125,who is rep scalise
1037496,1278123,1278123,2.0,126,who is rep scalise
1037496,3725933,3725933,2.0,127,who is rep scalise
1037496,4760906,4760906,2.0,128,who is rep scalise
1037496,4760910,4760910,2.0,129,who is rep scalise
1037496,55963,55963,1.0,130,who is rep scalise
1037496,4760909,4760909,1.0,131,who is rep scalise
1037496,3725937,3725937,1.0,132,who is rep scalise
1037496,4912163,4912163,1.0,133,who is rep scalise
1037496,2871532,2871532,1.0,134,who is rep scalise
1037496,2902707,2902707,1.0,135,who is rep scalise
1037496,4993566,4993566,1.0,136,who is rep scalise
1037496,7766584,7766584,1.0,137,who is rep scalise
1037496,4760914,4760914,1.0,138,who is rep scalise
1037496,2871530,2871530,1.0,139,who is rep scalise
1037496,5491912,5491912,1.0,140,who is rep scalise
1037496,458638,458638,1.0,141,who is rep scalise
1037496,4187309,4187309,1.0,142,who is rep scalise
1037496,4760908,4760908,1.0,143,who is rep scalise
1037496,2556452,2556452,1.0,144,who is rep scalise
1037496,4187305,4187305,1.0,145,who is rep scalise
1037496,4912160,4912160,0.0,146,who is rep scalise
1037496,3725934,3725934,0.0,147,who is rep scalise
1037496,3725936,3725936,0.0,148,who is rep scalise
1037496,4912162,4912162,0.0,149,who is rep scalise
1037496,4760907,4760907,0.0,150,who is rep scalise
1037496,4187303,4187303,0.0,151,who is rep scalise
1037496,3852733,3852733,0.0,152,who is rep scalise
1037496,2725825,2725825,0.0,153,who is rep scalise
1037496,4760915,4760915,0.0,154,who is rep scalise
1037496,7766583,7766583,0.0,155,who is rep scalise
1037496,4187307,4187307,0.0,156,who is rep scalise
1037496,4760912,4760912,0.0,157,who is rep scalise
1037496,7287404,7287404,0.0,158,who is rep scalise
1037496,4912167,4912167,0.0,159,who is rep scalise
1043135,1149109,1149109,3.0,0,who killed nicholas ii of russia
1043135,3878606,3878606,3.0,1,who killed nicholas ii of russia
1043135,5262288,5262288,3.0,2,who killed nicholas ii of russia
1043135,5419861,5419861,3.0,3,who killed nicholas ii of russia
1043135,5473612,5473612,3.0,4,who killed nicholas ii of russia
1043135,5508890,5508890,3.0,5,who killed nicholas ii of russia
1043135,5508895,5508895,3.0,6,who killed nicholas ii of russia
1043135,577276,577276,3.0,7,who killed nicholas ii of russia
1043135,5861289,5861289,3.0,8,who killed nicholas ii of russia
1043135,6009408,6009408,3.0,9,who killed nicholas ii of russia
1043135,6044059,6044059,3.0,10,who killed nicholas ii of russia
1043135,6097574,6097574,3.0,11,who killed nicholas ii of russia
1043135,650644,650644,3.0,12,who killed nicholas ii of russia
1043135,650645,650645,3.0,13,who killed nicholas ii of russia
1043135,650647,650647,3.0,14,who killed nicholas ii of russia
1043135,655563,655563,3.0,15,who killed nicholas ii of russia
1043135,6686581,6686581,3.0,16,who killed nicholas ii of russia
1043135,673141,673141,3.0,17,who killed nicholas ii of russia
1043135,6781713,6781713,3.0,18,who killed nicholas ii of russia
1043135,5262287,5262287,3.0,19,who killed nicholas ii of russia
1043135,5262285,5262285,3.0,20,who killed nicholas ii of russia
1043135,5262283,5262283,3.0,21,who killed nicholas ii of russia
1043135,4708919,4708919,3.0,22,who killed nicholas ii of russia
1043135,4252181,4252181,3.0,23,who killed nicholas ii of russia
1043135,4273098,4273098,3.0,24,who killed nicholas ii of russia
1043135,4464516,4464516,3.0,25,who killed nicholas ii of russia
1043135,4477874,4477874,3.0,26,who killed nicholas ii of russia
1043135,4541690,4541690,3.0,27,who killed nicholas ii of russia
1043135,4541694,4541694,3.0,28,who killed nicholas ii of russia
1043135,4708916,4708916,3.0,29,who killed nicholas ii of russia
1043135,4708924,4708924,3.0,30,who killed nicholas ii of russia
1043135,5262282,5262282,3.0,31,who killed nicholas ii of russia
1043135,4718738,4718738,3.0,32,who killed nicholas ii of russia
1043135,4721484,4721484,3.0,33,who killed nicholas ii of russia
1043135,4794232,4794232,3.0,34,who killed nicholas ii of russia
1043135,4875986,4875986,3.0,35,who killed nicholas ii of russia
1043135,4881715,4881715,3.0,36,who killed nicholas ii of russia
1043135,4994429,4994429,3.0,37,who killed nicholas ii of russia
1043135,5119432,5119432,3.0,38,who killed nicholas ii of russia
1043135,7022075,7022075,3.0,39,who killed nicholas ii of russia
1043135,7022076,7022076,3.0,40,who killed nicholas ii of russia
1043135,7022077,7022077,3.0,41,who killed nicholas ii of russia
1043135,8694701,8694701,3.0,42,who killed nicholas ii of russia
1043135,84540,84540,3.0,43,who killed nicholas ii of russia
1043135,8482112,8482112,3.0,44,who killed nicholas ii of russia
1043135,8632895,8632895,3.0,45,who killed nicholas ii of russia
1043135,8632897,8632897,3.0,46,who killed nicholas ii of russia
1043135,8694697,8694697,3.0,47,who killed nicholas ii of russia
1043135,8694699,8694699,3.0,48,who killed nicholas ii of russia
1043135,8694700,8694700,3.0,49,who killed nicholas ii of russia
1043135,8694703,8694703,3.0,50,who killed nicholas ii of russia
1043135,8429908,8429908,3.0,51,who killed nicholas ii of russia
1043135,8696955,8696955,3.0,52,who killed nicholas ii of russia
1043135,8696958,8696958,3.0,53,who killed nicholas ii of russia
1043135,8696959,8696959,3.0,54,who killed nicholas ii of russia
1043135,8787046,8787046,3.0,55,who killed nicholas ii of russia
1043135,8787047,8787047,3.0,56,who killed nicholas ii of russia
1043135,8787048,8787048,3.0,57,who killed nicholas ii of russia
1043135,8798696,8798696,3.0,58,who killed nicholas ii of russia
1043135,84538,84538,3.0,59,who killed nicholas ii of russia
1043135,8224813,8224813,3.0,60,who killed nicholas ii of russia
1043135,7022081,7022081,3.0,61,who killed nicholas ii of russia
1043135,7799676,7799676,3.0,62,who killed nicholas ii of russia
1043135,7097268,7097268,3.0,63,who killed nicholas ii of russia
1043135,7137850,7137850,3.0,64,who killed nicholas ii of russia
1043135,7218310,7218310,3.0,65,who killed nicholas ii of russia
1043135,7243578,7243578,3.0,66,who killed nicholas ii of russia
1043135,7586812,7586812,3.0,67,who killed nicholas ii of russia
1043135,7691218,7691218,3.0,68,who killed nicholas ii of russia
1043135,7729084,7729084,3.0,69,who killed nicholas ii of russia
1043135,7945768,7945768,3.0,70,who killed nicholas ii of russia
1043135,8224812,8224812,3.0,71,who killed nicholas ii of russia
1043135,7945770,7945770,3.0,72,who killed nicholas ii of russia
1043135,7945772,7945772,3.0,73,who killed nicholas ii of russia
1043135,7945773,7945773,3.0,74,who killed nicholas ii of russia
1043135,7957837,7957837,3.0,75,who killed nicholas ii of russia
1043135,8049995,8049995,3.0,76,who killed nicholas ii of russia
1043135,8075577,8075577,3.0,77,who killed nicholas ii of russia
1043135,8076541,8076541,3.0,78,who killed nicholas ii of russia
1043135,4197901,4197901,3.0,79,who killed nicholas ii of russia
1043135,4541692,4541692,3.0,80,who killed nicholas ii of russia
1043135,2514945,2514945,3.0,81,who killed nicholas ii of russia
1043135,2443314,2443314,3.0,82,who killed nicholas ii of russia
1043135,2083228,2083228,3.0,83,who killed nicholas ii of russia
1043135,2208228,2208228,3.0,84,who killed nicholas ii of russia
1043135,2234834,2234834,3.0,85,who killed nicholas ii of russia
1043135,2244093,2244093,3.0,86,who killed nicholas ii of russia
1043135,2280344,2280344,3.0,87,who killed nicholas ii of russia
1043135,2438040,2438040,3.0,88,who killed nicholas ii of russia
1043135,2514451,2514451,3.0,89,who killed nicholas ii of russia
1043135,2866084,2866084,3.0,90,who killed nicholas ii of russia
1043135,2514458,2514458,3.0,91,who killed nicholas ii of russia
1043135,2514952,2514952,3.0,92,who killed nicholas ii of russia
1043135,2664991,2664991,3.0,93,who killed nicholas ii of russia
1043135,2664994,2664994,3.0,94,who killed nicholas ii of russia
1043135,2726887,2726887,3.0,95,who killed nicholas ii of russia
1043135,2790617,2790617,3.0,96,who killed nicholas ii of russia
1043135,2032730,2032730,3.0,97,who killed nicholas ii of russia
1043135,2032724,2032724,3.0,98,who killed nicholas ii of russia
1043135,1874174,1874174,3.0,99,who killed nicholas ii of russia
1043135,1845645,1845645,3.0,100,who killed nicholas ii of russia
1043135,1845644,1845644,3.0,101,who killed nicholas ii of russia
1043135,1845643,1845643,3.0,102,who killed nicholas ii of russia
1043135,1845642,1845642,3.0,103,who killed nicholas ii of russia
1043135,1845641,1845641,3.0,104,who killed nicholas ii of russia
1043135,1845640,1845640,3.0,105,who killed nicholas ii of russia
1043135,1845639,1845639,3.0,106,who killed nicholas ii of russia
1043135,1845638,1845638,3.0,107,who killed nicholas ii of russia
1043135,1637701,1637701,3.0,108,who killed nicholas ii of russia
1043135,1637700,1637700,3.0,109,who killed nicholas ii of russia
1043135,1576495,1576495,3.0,110,who killed nicholas ii of russia
1043135,1536028,1536028,3.0,111,who killed nicholas ii of russia
1043135,1536025,1536025,3.0,112,who killed nicholas ii of russia
1043135,1463915,1463915,3.0,113,who killed nicholas ii of russia
1043135,2790624,2790624,3.0,114,who killed nicholas ii of russia
1043135,8831379,8831379,3.0,115,who killed nicholas ii of russia
1043135,2866086,2866086,3.0,116,who killed nicholas ii of russia
1043135,3106998,3106998,3.0,117,who killed nicholas ii of russia
1043135,3216849,3216849,3.0,118,who killed nicholas ii of russia
1043135,3241548,3241548,3.0,119,who killed nicholas ii of russia
1043135,3256137,3256137,3.0,120,who killed nicholas ii of russia
1043135,2955791,2955791,3.0,121,who killed nicholas ii of russia
1043135,3378234,3378234,3.0,122,who killed nicholas ii of russia
1043135,3378236,3378236,3.0,123,who killed nicholas ii of russia
1043135,3378242,3378242,3.0,124,who killed nicholas ii of russia
1043135,3443676,3443676,3.0,125,who killed nicholas ii of russia
1043135,349535,349535,3.0,126,who killed nicholas ii of russia
1043135,3549212,3549212,3.0,127,who killed nicholas ii of russia
1043135,3551803,3551803,3.0,128,who killed nicholas ii of russia
1043135,3603059,3603059,3.0,129,who killed nicholas ii of russia
1043135,3793494,3793494,3.0,130,who killed nicholas ii of russia
1043135,3793496,3793496,3.0,131,who killed nicholas ii of russia
1043135,3878602,3878602,3.0,132,who killed nicholas ii of russia
1043135,3209006,3209006,3.0,133,who killed nicholas ii of russia
1043135,3363993,3363993,3.0,134,who killed nicholas ii of russia
1043135,2995023,2995023,3.0,135,who killed nicholas ii of russia
1043135,2955792,2955792,3.0,136,who killed nicholas ii of russia
1043135,2968931,2968931,3.0,137,who killed nicholas ii of russia
1043135,297040,297040,3.0,138,who killed nicholas ii of russia
1043135,2972515,2972515,3.0,139,who killed nicholas ii of russia
1043135,2664988,2664988,2.0,140,who killed nicholas ii of russia
1043135,127925,127925,2.0,141,who killed nicholas ii of russia
1043135,8696957,8696957,2.0,142,who killed nicholas ii of russia
1043135,1637693,1637693,2.0,143,who killed nicholas ii of russia
1043135,4355525,4355525,2.0,144,who killed nicholas ii of russia
1043135,1727793,1727793,2.0,145,who killed nicholas ii of russia
1043135,1149115,1149115,2.0,146,who killed nicholas ii of russia
1043135,2664992,2664992,2.0,147,who killed nicholas ii of russia
1043135,2664989,2664989,2.0,148,who killed nicholas ii of russia
1043135,5262289,5262289,2.0,149,who killed nicholas ii of russia
1043135,7137849,7137849,2.0,150,who killed nicholas ii of russia
1043135,7137852,7137852,2.0,151,who killed nicholas ii of russia
1043135,2443317,2443317,2.0,152,who killed nicholas ii of russia
1043135,7137853,7137853,2.0,153,who killed nicholas ii of russia
1043135,2664986,2664986,1.0,154,who killed nicholas ii of russia
1043135,1637695,1637695,1.0,155,who killed nicholas ii of russia
1043135,127930,127930,1.0,156,who killed nicholas ii of russia
1043135,1356426,1356426,1.0,157,who killed nicholas ii of russia
1043135,2443321,2443321,1.0,158,who killed nicholas ii of russia
1043135,8696961,8696961,1.0,159,who killed nicholas ii of russia
1043135,8696960,8696960,1.0,160,who killed nicholas ii of russia
1043135,2664995,2664995,1.0,161,who killed nicholas ii of russia
1043135,4355523,4355523,1.0,162,who killed nicholas ii of russia
1043135,8696954,8696954,1.0,163,who killed nicholas ii of russia
1043135,8696953,8696953,1.0,164,who killed nicholas ii of russia
1043135,3374866,3374866,1.0,165,who killed nicholas ii of russia
1043135,1637694,1637694,1.0,166,who killed nicholas ii of russia
1043135,3878603,3878603,1.0,167,who killed nicholas ii of russia
1043135,2664993,2664993,1.0,168,who killed nicholas ii of russia
