qid,docno,docid,score,rank,query
156493,1347266,1347266,2.0,71,do goldfish grow
156493,95513,95513,2.0,72,do goldfish grow
156493,95514,95514,2.0,73,do goldfish grow
156493,1277728,1277728,2.0,74,do goldfish grow
156493,8273017,8273017,2.0,75,do goldfish grow
156493,1277727,1277727,2.0,76,do goldfish grow
156493,1277726,1277726,2.0,77,do goldfish grow
156493,1277725,1277725,2.0,78,do goldfish grow
156493,1277724,1277724,2.0,79,do goldfish grow
156493,1277723,1277723,2.0,80,do goldfish grow
156493,1277722,1277722,2.0,81,do goldfish grow
156493,1277721,1277721,2.0,82,do goldfish grow
156493,1277720,1277720,2.0,83,do goldfish grow
156493,95518,95518,2.0,84,do goldfish grow
156493,95519,95519,2.0,85,do goldfish grow
156493,95521,95521,2.0,86,do goldfish grow
156493,994486,994486,2.0,87,do goldfish grow
156493,8273019,8273019,2.0,88,do goldfish grow
156493,8393766,8393766,2.0,89,do goldfish grow
156493,8273015,8273015,2.0,90,do goldfish grow
156493,8273013,8273013,2.0,91,do goldfish grow
156493,7371079,7371079,2.0,92,do goldfish grow
156493,7431316,7431316,2.0,93,do goldfish grow
156493,2259183,2259183,2.0,94,do goldfish grow
156493,2259182,2259182,2.0,95,do goldfish grow
156493,2259180,2259180,2.0,96,do goldfish grow
156493,2259179,2259179,2.0,97,do goldfish grow
156493,750111,750111,2.0,98,do goldfish grow
156493,2236388,2236388,2.0,99,do goldfish grow
156493,8029433,8029433,2.0,100,do goldfish grow
156493,8182159,8182159,2.0,101,do goldfish grow
156493,8182160,8182160,2.0,102,do goldfish grow
156493,8182161,8182161,2.0,103,do goldfish grow
156493,8182162,8182162,2.0,104,do goldfish grow
156493,8182165,8182165,2.0,105,do goldfish grow
156493,2123395,2123395,2.0,106,do goldfish grow
156493,8182166,8182166,2.0,107,do goldfish grow
156493,1960257,1960257,2.0,108,do goldfish grow
156493,8273011,8273011,2.0,109,do goldfish grow
156493,8245444,8245444,2.0,110,do goldfish grow
156493,8266017,8266017,2.0,111,do goldfish grow
156493,1960255,1960255,2.0,112,do goldfish grow
156493,1960259,1960259,2.0,113,do goldfish grow
156493,1960260,1960260,2.0,114,do goldfish grow
156493,1960261,1960261,2.0,115,do goldfish grow
156493,4369922,4369922,2.0,116,do goldfish grow
156493,6357270,6357270,1.0,117,do goldfish grow
156493,5022725,5022725,1.0,118,do goldfish grow
156493,8725855,8725855,1.0,119,do goldfish grow
156493,95517,95517,1.0,120,do goldfish grow
156493,5437919,5437919,1.0,121,do goldfish grow
156493,5506858,5506858,1.0,122,do goldfish grow
156493,5752572,5752572,1.0,123,do goldfish grow
156493,1034435,1034435,1.0,124,do goldfish grow
156493,2928705,2928705,1.0,125,do goldfish grow
156493,2717165,2717165,1.0,126,do goldfish grow
156493,1960256,1960256,1.0,127,do goldfish grow
156493,2403232,2403232,1.0,128,do goldfish grow
156493,1960254,1960254,1.0,129,do goldfish grow
156493,1347264,1347264,1.0,130,do goldfish grow
156493,1420608,1420608,1.0,131,do goldfish grow
156493,2708304,2708304,1.0,132,do goldfish grow
156493,3985474,3985474,0.0,133,do goldfish grow
156493,7976153,7976153,0.0,134,do goldfish grow
156493,7566876,7566876,0.0,135,do goldfish grow
156493,7580418,7580418,0.0,136,do goldfish grow
156493,7610587,7610587,0.0,137,do goldfish grow
156493,7663267,7663267,0.0,138,do goldfish grow
156493,7760653,7760653,0.0,139,do goldfish grow
156493,7768645,7768645,0.0,140,do goldfish grow
156493,2154545,2154545,0.0,141,do goldfish grow
156493,2225587,2225587,0.0,142,do goldfish grow
156493,8029436,8029436,0.0,143,do goldfish grow
156493,2154550,2154550,0.0,144,do goldfish grow
156493,7529416,7529416,0.0,145,do goldfish grow
156493,2154543,2154543,0.0,146,do goldfish grow
156493,2154542,2154542,0.0,147,do goldfish grow
156493,2141938,2141938,0.0,148,do goldfish grow
156493,7529423,7529423,0.0,149,do goldfish grow
156493,2236390,2236390,0.0,150,do goldfish grow
156493,7508919,7508919,0.0,151,do goldfish grow
156493,7112226,7112226,0.0,152,do goldfish grow
156493,6983822,6983822,0.0,153,do goldfish grow
156493,6983825,6983825,0.0,154,do goldfish grow
156493,7032937,7032937,0.0,155,do goldfish grow
156493,7032938,7032938,0.0,156,do goldfish grow
156493,2403231,2403231,0.0,157,do goldfish grow
156493,7076180,7076180,0.0,158,do goldfish grow
156493,7076186,7076186,0.0,159,do goldfish grow
156493,2373354,2373354,0.0,160,do goldfish grow
156493,713983,713983,0.0,161,do goldfish grow
156493,8245439,8245439,0.0,162,do goldfish grow
156493,7346937,7346937,0.0,163,do goldfish grow
156493,7371075,7371075,0.0,164,do goldfish grow
156493,2361987,2361987,0.0,165,do goldfish grow
156493,2317803,2317803,0.0,166,do goldfish grow
156493,2259185,2259185,0.0,167,do goldfish grow
156493,7399606,7399606,0.0,168,do goldfish grow
156493,2259184,2259184,0.0,169,do goldfish grow
156493,750106,750106,0.0,170,do goldfish grow
156493,2115154,2115154,0.0,171,do goldfish grow
156493,1979598,1979598,0.0,172,do goldfish grow
156493,8245441,8245441,0.0,173,do goldfish grow
156493,8725860,8725860,0.0,174,do goldfish grow
156493,1820469,1820469,0.0,175,do goldfish grow
156493,1788797,1788797,0.0,176,do goldfish grow
156493,1685650,1685650,0.0,177,do goldfish grow
156493,1583800,1583800,0.0,178,do goldfish grow
156493,892005,892005,0.0,179,do goldfish grow
156493,89620,89620,0.0,180,do goldfish grow
156493,911791,911791,0.0,181,do goldfish grow
156493,1464632,1464632,0.0,182,do goldfish grow
156493,935827,935827,0.0,183,do goldfish grow
156493,1341656,1341656,0.0,184,do goldfish grow
156493,1321883,1321883,0.0,185,do goldfish grow
156493,1172287,1172287,0.0,186,do goldfish grow
156493,1172283,1172283,0.0,187,do goldfish grow
156493,117188,117188,0.0,188,do goldfish grow
156493,1171591,1171591,0.0,189,do goldfish grow
156493,994482,994482,0.0,190,do goldfish grow
156493,1113693,1113693,0.0,191,do goldfish grow
156493,8725862,8725862,0.0,192,do goldfish grow
156493,8725859,8725859,0.0,193,do goldfish grow
156493,6983820,6983820,0.0,194,do goldfish grow
156493,8725858,8725858,0.0,195,do goldfish grow
156493,8266015,8266015,0.0,196,do goldfish grow
156493,1960253,1960253,0.0,197,do goldfish grow
156493,1939302,1939302,0.0,198,do goldfish grow
156493,1939301,1939301,0.0,199,do goldfish grow
156493,8273018,8273018,0.0,200,do goldfish grow
156493,1939297,1939297,0.0,201,do goldfish grow
156493,8277657,8277657,0.0,202,do goldfish grow
156493,8300106,8300106,0.0,203,do goldfish grow
156493,8300112,8300112,0.0,204,do goldfish grow
156493,8300113,8300113,0.0,205,do goldfish grow
156493,8376842,8376842,0.0,206,do goldfish grow
156493,8376847,8376847,0.0,207,do goldfish grow
156493,1861645,1861645,0.0,208,do goldfish grow
156493,8432080,8432080,0.0,209,do goldfish grow
156493,8440633,8440633,0.0,210,do goldfish grow
156493,8697904,8697904,0.0,211,do goldfish grow
156493,1861641,1861641,0.0,212,do goldfish grow
156493,2598792,2598792,0.0,213,do goldfish grow
156493,6859028,6859028,0.0,214,do goldfish grow
156493,6983817,6983817,0.0,215,do goldfish grow
156493,5009744,5009744,0.0,216,do goldfish grow
156493,4800899,4800899,0.0,217,do goldfish grow
156493,490166,490166,0.0,218,do goldfish grow
156493,3403643,3403643,0.0,219,do goldfish grow
156493,3370619,3370619,0.0,220,do goldfish grow
156493,4940231,4940231,0.0,221,do goldfish grow
156493,3015801,3015801,0.0,222,do goldfish grow
156493,5009742,5009742,0.0,223,do goldfish grow
156493,2949797,2949797,0.0,224,do goldfish grow
156493,5022716,5022716,0.0,225,do goldfish grow
156493,5530080,5530080,0.0,226,do goldfish grow
156493,2944740,2944740,0.0,227,do goldfish grow
156493,5122743,5122743,0.0,228,do goldfish grow
156493,5202973,5202973,0.0,229,do goldfish grow
156493,5346658,5346658,0.0,230,do goldfish grow
156493,2940589,2940589,0.0,231,do goldfish grow
156493,5434666,5434666,0.0,232,do goldfish grow
156493,2940587,2940587,0.0,233,do goldfish grow
156493,5479185,5479185,0.0,234,do goldfish grow
156493,4623711,4623711,0.0,235,do goldfish grow
156493,4623709,4623709,0.0,236,do goldfish grow
156493,4623707,4623707,0.0,237,do goldfish grow
156493,4588177,4588177,0.0,238,do goldfish grow
156493,3732381,3732381,0.0,239,do goldfish grow
156493,4164310,4164310,0.0,240,do goldfish grow
156493,4264246,4264246,0.0,241,do goldfish grow
156493,4311054,4311054,0.0,242,do goldfish grow
156493,4367826,4367826,0.0,243,do goldfish grow
156493,3635703,3635703,0.0,244,do goldfish grow
156493,4380944,4380944,0.0,245,do goldfish grow
156493,4396055,4396055,0.0,246,do goldfish grow
156493,4400818,4400818,0.0,247,do goldfish grow
156493,4454107,4454107,0.0,248,do goldfish grow
156493,349646,349646,0.0,249,do goldfish grow
156493,4527708,4527708,0.0,250,do goldfish grow
156493,4527709,4527709,0.0,251,do goldfish grow
156493,349642,349642,0.0,252,do goldfish grow
156493,4571844,4571844,0.0,253,do goldfish grow
156493,349637,349637,0.0,254,do goldfish grow
156493,4588174,4588174,0.0,255,do goldfish grow
156493,293050,293050,0.0,256,do goldfish grow
156493,293048,293048,0.0,257,do goldfish grow
156493,4131137,4131137,0.0,258,do goldfish grow
156493,6536125,6536125,0.0,259,do goldfish grow
156493,6456916,6456916,0.0,260,do goldfish grow
156493,6456917,6456917,0.0,261,do goldfish grow
156493,6464089,6464089,0.0,262,do goldfish grow
156493,6465956,6465956,0.0,263,do goldfish grow
156493,6471884,6471884,0.0,264,do goldfish grow
156493,6492047,6492047,0.0,265,do goldfish grow
156493,6524741,6524741,0.0,266,do goldfish grow
156493,2616514,2616514,0.0,267,do goldfish grow
156493,6536126,6536126,0.0,268,do goldfish grow
156493,5549994,5549994,0.0,269,do goldfish grow
156493,6595537,6595537,0.0,270,do goldfish grow
156493,6669867,6669867,0.0,271,do goldfish grow
156493,6748164,6748164,0.0,272,do goldfish grow
156493,26121,26121,0.0,273,do goldfish grow
156493,6775079,6775079,0.0,274,do goldfish grow
156493,6859023,6859023,0.0,275,do goldfish grow
156493,6859026,6859026,0.0,276,do goldfish grow
156493,6859027,6859027,0.0,277,do goldfish grow
156493,6456910,6456910,0.0,278,do goldfish grow
156493,2616515,2616515,0.0,279,do goldfish grow
156493,6343401,6343401,0.0,280,do goldfish grow
156493,6302722,6302722,0.0,281,do goldfish grow
156493,5555924,5555924,0.0,282,do goldfish grow
156493,5640843,5640843,0.0,283,do goldfish grow
156493,5694167,5694167,0.0,284,do goldfish grow
156493,5718745,5718745,0.0,285,do goldfish grow
156493,5834207,5834207,0.0,286,do goldfish grow
156493,5834209,5834209,0.0,287,do goldfish grow
156493,5877552,5877552,0.0,288,do goldfish grow
156493,59106,59106,0.0,289,do goldfish grow
156493,6092036,6092036,0.0,290,do goldfish grow
156493,6139380,6139380,0.0,291,do goldfish grow
156493,2708307,2708307,0.0,292,do goldfish grow
156493,2708305,2708305,0.0,293,do goldfish grow
156493,2659082,2659082,0.0,294,do goldfish grow
156493,6152109,6152109,0.0,295,do goldfish grow
156493,6165998,6165998,0.0,296,do goldfish grow
156493,627302,627302,0.0,297,do goldfish grow
156493,627307,627307,0.0,298,do goldfish grow
156493,994488,994488,0.0,299,do goldfish grow
1110199,8160524,8160524,3.0,0,what is wifi vs bluetooth
1110199,5049363,5049363,3.0,1,what is wifi vs bluetooth
1110199,1901879,1901879,3.0,2,what is wifi vs bluetooth
1110199,1901878,1901878,3.0,3,what is wifi vs bluetooth
1110199,8160518,8160518,3.0,4,what is wifi vs bluetooth
1110199,3838638,3838638,3.0,5,what is wifi vs bluetooth
1110199,6368891,6368891,2.0,6,what is wifi vs bluetooth
1110199,4053650,4053650,2.0,7,what is wifi vs bluetooth
1110199,4053652,4053652,2.0,8,what is wifi vs bluetooth
1110199,6368887,6368887,2.0,9,what is wifi vs bluetooth
1110199,4504233,4504233,2.0,10,what is wifi vs bluetooth
1110199,1901882,1901882,2.0,11,what is wifi vs bluetooth
1110199,8160520,8160520,2.0,12,what is wifi vs bluetooth
1110199,8160521,8160521,2.0,13,what is wifi vs bluetooth
1110199,7221366,7221366,2.0,14,what is wifi vs bluetooth
1110199,239444,239444,2.0,15,what is wifi vs bluetooth
1110199,8160522,8160522,2.0,16,what is wifi vs bluetooth
1110199,4511137,4511137,2.0,17,what is wifi vs bluetooth
1110199,8160527,8160527,2.0,18,what is wifi vs bluetooth
1110199,3838645,3838645,2.0,19,what is wifi vs bluetooth
1110199,4511144,4511144,2.0,20,what is wifi vs bluetooth
1110199,3110637,3110637,2.0,21,what is wifi vs bluetooth
1110199,5218014,5218014,2.0,22,what is wifi vs bluetooth
1110199,1901881,1901881,2.0,23,what is wifi vs bluetooth
1110199,1901877,1901877,2.0,24,what is wifi vs bluetooth
1110199,1901876,1901876,2.0,25,what is wifi vs bluetooth
1110199,1732296,1732296,2.0,26,what is wifi vs bluetooth
1110199,1901875,1901875,2.0,27,what is wifi vs bluetooth
1110199,1321205,1321205,1.0,28,what is wifi vs bluetooth
1110199,5172684,5172684,1.0,29,what is wifi vs bluetooth
1110199,2811563,2811563,1.0,30,what is wifi vs bluetooth
1110199,2796199,2796199,1.0,31,what is wifi vs bluetooth
1110199,8160519,8160519,1.0,32,what is wifi vs bluetooth
1110199,5857921,5857921,1.0,33,what is wifi vs bluetooth
1110199,8301971,8301971,1.0,34,what is wifi vs bluetooth
1110199,6547512,6547512,0.0,35,what is wifi vs bluetooth
1110199,558317,558317,0.0,36,what is wifi vs bluetooth
1110199,5701619,5701619,0.0,37,what is wifi vs bluetooth
1110199,6548510,6548510,0.0,38,what is wifi vs bluetooth
1110199,6508893,6508893,0.0,39,what is wifi vs bluetooth
1110199,6462667,6462667,0.0,40,what is wifi vs bluetooth
1110199,6392463,6392463,0.0,41,what is wifi vs bluetooth
1110199,6548514,6548514,0.0,42,what is wifi vs bluetooth
1110199,6383460,6383460,0.0,43,what is wifi vs bluetooth
1110199,6368892,6368892,0.0,44,what is wifi vs bluetooth
1110199,557605,557605,0.0,45,what is wifi vs bluetooth
1110199,5857927,5857927,0.0,46,what is wifi vs bluetooth
1110199,6287739,6287739,0.0,47,what is wifi vs bluetooth
1110199,6368889,6368889,0.0,48,what is wifi vs bluetooth
1110199,5716613,5716613,0.0,49,what is wifi vs bluetooth
1110199,5905626,5905626,0.0,50,what is wifi vs bluetooth
1110199,6161010,6161010,0.0,51,what is wifi vs bluetooth
1110199,610745,610745,0.0,52,what is wifi vs bluetooth
1110199,5846443,5846443,0.0,53,what is wifi vs bluetooth
1110199,5857923,5857923,0.0,54,what is wifi vs bluetooth
1110199,5857924,5857924,0.0,55,what is wifi vs bluetooth
1110199,666574,666574,0.0,56,what is wifi vs bluetooth
1110199,6077239,6077239,0.0,57,what is wifi vs bluetooth
1110199,6056862,6056862,0.0,58,what is wifi vs bluetooth
1110199,6549462,6549462,0.0,59,what is wifi vs bluetooth
1110199,1009248,1009248,0.0,60,what is wifi vs bluetooth
1110199,7085489,7085489,0.0,61,what is wifi vs bluetooth
1110199,8625338,8625338,0.0,62,what is wifi vs bluetooth
1110199,830201,830201,0.0,63,what is wifi vs bluetooth
1110199,8316555,8316555,0.0,64,what is wifi vs bluetooth
1110199,8404305,8404305,0.0,65,what is wifi vs bluetooth
1110199,8478604,8478604,0.0,66,what is wifi vs bluetooth
1110199,847931,847931,0.0,67,what is wifi vs bluetooth
1110199,8521870,8521870,0.0,68,what is wifi vs bluetooth
1110199,8559358,8559358,0.0,69,what is wifi vs bluetooth
1110199,8627590,8627590,0.0,70,what is wifi vs bluetooth
1110199,7143611,7143611,0.0,71,what is wifi vs bluetooth
1110199,863984,863984,0.0,72,what is wifi vs bluetooth
1110199,865071,865071,0.0,73,what is wifi vs bluetooth
1110199,8747523,8747523,0.0,74,what is wifi vs bluetooth
1110199,879021,879021,0.0,75,what is wifi vs bluetooth
1110199,885240,885240,0.0,76,what is wifi vs bluetooth
1110199,885242,885242,0.0,77,what is wifi vs bluetooth
1110199,986786,986786,0.0,78,what is wifi vs bluetooth
1110199,8160526,8160526,0.0,79,what is wifi vs bluetooth
1110199,8157172,8157172,0.0,80,what is wifi vs bluetooth
1110199,8003348,8003348,0.0,81,what is wifi vs bluetooth
1110199,7834869,7834869,0.0,82,what is wifi vs bluetooth
1110199,7157857,7157857,0.0,83,what is wifi vs bluetooth
1110199,7221361,7221361,0.0,84,what is wifi vs bluetooth
1110199,7221362,7221362,0.0,85,what is wifi vs bluetooth
1110199,7221363,7221363,0.0,86,what is wifi vs bluetooth
1110199,7240261,7240261,0.0,87,what is wifi vs bluetooth
1110199,7300777,7300777,0.0,88,what is wifi vs bluetooth
1110199,7300778,7300778,0.0,89,what is wifi vs bluetooth
1110199,554521,554521,0.0,90,what is wifi vs bluetooth
1110199,7344199,7344199,0.0,91,what is wifi vs bluetooth
1110199,7430888,7430888,0.0,92,what is wifi vs bluetooth
1110199,7552081,7552081,0.0,93,what is wifi vs bluetooth
1110199,7651294,7651294,0.0,94,what is wifi vs bluetooth
1110199,7675377,7675377,0.0,95,what is wifi vs bluetooth
1110199,7680811,7680811,0.0,96,what is wifi vs bluetooth
1110199,7821191,7821191,0.0,97,what is wifi vs bluetooth
1110199,5550404,5550404,0.0,98,what is wifi vs bluetooth
1110199,5049362,5049362,0.0,99,what is wifi vs bluetooth
1110199,5516092,5516092,0.0,100,what is wifi vs bluetooth
1110199,2316518,2316518,0.0,101,what is wifi vs bluetooth
1110199,2316525,2316525,0.0,102,what is wifi vs bluetooth
1110199,239443,239443,0.0,103,what is wifi vs bluetooth
1110199,2594143,2594143,0.0,104,what is wifi vs bluetooth
1110199,2655843,2655843,0.0,105,what is wifi vs bluetooth
1110199,2655849,2655849,0.0,106,what is wifi vs bluetooth
1110199,2657988,2657988,0.0,107,what is wifi vs bluetooth
1110199,2657989,2657989,0.0,108,what is wifi vs bluetooth
1110199,2710941,2710941,0.0,109,what is wifi vs bluetooth
1110199,2735753,2735753,0.0,110,what is wifi vs bluetooth
1110199,2796830,2796830,0.0,111,what is wifi vs bluetooth
1110199,2854609,2854609,0.0,112,what is wifi vs bluetooth
1110199,2854615,2854615,0.0,113,what is wifi vs bluetooth
1110199,2854616,2854616,0.0,114,what is wifi vs bluetooth
1110199,2925198,2925198,0.0,115,what is wifi vs bluetooth
1110199,3005909,3005909,0.0,116,what is wifi vs bluetooth
1110199,2316524,2316524,0.0,117,what is wifi vs bluetooth
1110199,2301119,2301119,0.0,118,what is wifi vs bluetooth
1110199,3110638,3110638,0.0,119,what is wifi vs bluetooth
1110199,2301118,2301118,0.0,120,what is wifi vs bluetooth
1110199,1184082,1184082,0.0,121,what is wifi vs bluetooth
1110199,1276863,1276863,0.0,122,what is wifi vs bluetooth
1110199,1321204,1321204,0.0,123,what is wifi vs bluetooth
1110199,1334300,1334300,0.0,124,what is wifi vs bluetooth
1110199,1426939,1426939,0.0,125,what is wifi vs bluetooth
1110199,167604,167604,0.0,126,what is wifi vs bluetooth
1110199,1809183,1809183,0.0,127,what is wifi vs bluetooth
1110199,1809283,1809283,0.0,128,what is wifi vs bluetooth
1110199,1852785,1852785,0.0,129,what is wifi vs bluetooth
1110199,1875919,1875919,0.0,130,what is wifi vs bluetooth
1110199,1890810,1890810,0.0,131,what is wifi vs bluetooth
1110199,2080928,2080928,0.0,132,what is wifi vs bluetooth
1110199,2124236,2124236,0.0,133,what is wifi vs bluetooth
1110199,2218462,2218462,0.0,134,what is wifi vs bluetooth
1110199,2241120,2241120,0.0,135,what is wifi vs bluetooth
1110199,3083427,3083427,0.0,136,what is wifi vs bluetooth
1110199,3230845,3230845,0.0,137,what is wifi vs bluetooth
1110199,5495455,5495455,0.0,138,what is wifi vs bluetooth
1110199,4050804,4050804,0.0,139,what is wifi vs bluetooth
1110199,4107781,4107781,0.0,140,what is wifi vs bluetooth
1110199,4218460,4218460,0.0,141,what is wifi vs bluetooth
1110199,4268428,4268428,0.0,142,what is wifi vs bluetooth
1110199,4489656,4489656,0.0,143,what is wifi vs bluetooth
1110199,4824516,4824516,0.0,144,what is wifi vs bluetooth
1110199,4949578,4949578,0.0,145,what is wifi vs bluetooth
1110199,4994893,4994893,0.0,146,what is wifi vs bluetooth
1110199,5007789,5007789,0.0,147,what is wifi vs bluetooth
1110199,1063125,1063125,0.0,148,what is wifi vs bluetooth
1110199,5049366,5049366,0.0,149,what is wifi vs bluetooth
1110199,5049368,5049368,0.0,150,what is wifi vs bluetooth
1110199,5060491,5060491,0.0,151,what is wifi vs bluetooth
1110199,5074862,5074862,0.0,152,what is wifi vs bluetooth
1110199,5355385,5355385,0.0,153,what is wifi vs bluetooth
1110199,5360063,5360063,0.0,154,what is wifi vs bluetooth
1110199,4057232,4057232,0.0,155,what is wifi vs bluetooth
1110199,398442,398442,0.0,156,what is wifi vs bluetooth
1110199,3270582,3270582,0.0,157,what is wifi vs bluetooth
1110199,3972098,3972098,0.0,158,what is wifi vs bluetooth
1110199,3270584,3270584,0.0,159,what is wifi vs bluetooth
1110199,3272906,3272906,0.0,160,what is wifi vs bluetooth
1110199,3272910,3272910,0.0,161,what is wifi vs bluetooth
1110199,3272914,3272914,0.0,162,what is wifi vs bluetooth
1110199,3524269,3524269,0.0,163,what is wifi vs bluetooth
1110199,3583051,3583051,0.0,164,what is wifi vs bluetooth
1110199,3664802,3664802,0.0,165,what is wifi vs bluetooth
1110199,3684454,3684454,0.0,166,what is wifi vs bluetooth
1110199,3780506,3780506,0.0,167,what is wifi vs bluetooth
1110199,3838641,3838641,0.0,168,what is wifi vs bluetooth
1110199,3838643,3838643,0.0,169,what is wifi vs bluetooth
1110199,3882016,3882016,0.0,170,what is wifi vs bluetooth
1110199,3917005,3917005,0.0,171,what is wifi vs bluetooth
1110199,3934419,3934419,0.0,172,what is wifi vs bluetooth
1110199,3955247,3955247,0.0,173,what is wifi vs bluetooth
1110199,995389,995389,0.0,174,what is wifi vs bluetooth
1063750,4337532,4337532,3.0,0,why did the us volunterilay enter ww1
1063750,7247262,7247262,3.0,1,why did the us volunterilay enter ww1
1063750,4066863,4066863,3.0,2,why did the us volunterilay enter ww1
1063750,1048074,1048074,2.0,3,why did the us volunterilay enter ww1
1063750,4337526,4337526,2.0,4,why did the us volunterilay enter ww1
1063750,4337528,4337528,2.0,5,why did the us volunterilay enter ww1
1063750,4487115,4487115,2.0,6,why did the us volunterilay enter ww1
1063750,4487118,4487118,2.0,7,why did the us volunterilay enter ww1
1063750,4559130,4559130,2.0,8,why did the us volunterilay enter ww1
1063750,45592,45592,2.0,9,why did the us volunterilay enter ww1
1063750,4594382,4594382,2.0,10,why did the us volunterilay enter ww1
1063750,4681094,4681094,2.0,11,why did the us volunterilay enter ww1
1063750,4712113,4712113,2.0,12,why did the us volunterilay enter ww1
1063750,4712119,4712119,2.0,13,why did the us volunterilay enter ww1
1063750,4718159,4718159,2.0,14,why did the us volunterilay enter ww1
1063750,4718161,4718161,2.0,15,why did the us volunterilay enter ww1
1063750,4802035,4802035,2.0,16,why did the us volunterilay enter ww1
1063750,4834969,4834969,2.0,17,why did the us volunterilay enter ww1
1063750,4834974,4834974,2.0,18,why did the us volunterilay enter ww1
1063750,5006969,5006969,2.0,19,why did the us volunterilay enter ww1
1063750,5138680,5138680,2.0,20,why did the us volunterilay enter ww1
1063750,5166434,5166434,2.0,21,why did the us volunterilay enter ww1
1063750,5204904,5204904,2.0,22,why did the us volunterilay enter ww1
1063750,5287968,5287968,2.0,23,why did the us volunterilay enter ww1
1063750,5360356,5360356,2.0,24,why did the us volunterilay enter ww1
1063750,5412858,5412858,2.0,25,why did the us volunterilay enter ww1
1063750,5424172,5424172,2.0,26,why did the us volunterilay enter ww1
1063750,5442711,5442711,2.0,27,why did the us volunterilay enter ww1
1063750,5442713,5442713,2.0,28,why did the us volunterilay enter ww1
1063750,4337527,4337527,2.0,29,why did the us volunterilay enter ww1
1063750,4310512,4310512,2.0,30,why did the us volunterilay enter ww1
1063750,5766337,5766337,2.0,31,why did the us volunterilay enter ww1
1063750,4310511,4310511,2.0,32,why did the us volunterilay enter ww1
1063750,3259890,3259890,2.0,33,why did the us volunterilay enter ww1
1063750,3259891,3259891,2.0,34,why did the us volunterilay enter ww1
