qid,docid,docno,rank,score,query
23849,490331,490331,48,0.00015108,are naturalization records public information
23849,6791413,6791413,49,0.000140958,are naturalization records public information
23849,7046579,7046579,50,9.67773e-05,are naturalization records public information
23849,4348282,4348282,51,6.67507e-05,are naturalization records public information
23849,1330561,1330561,52,6.23446e-05,are naturalization records public information
23849,7814102,7814102,53,4.50188e-05,are naturalization records public information
23849,576279,576279,54,4.26116e-05,are naturalization records public information
23849,8133127,8133127,55,3.80578e-05,are naturalization records public information
23849,2039331,2039331,56,3.50983e-05,are naturalization records public information
23849,964148,964148,57,3.18929e-05,are naturalization records public information
23849,2789952,2789952,58,2.41251e-05,are naturalization records public information
23849,7511971,7511971,59,2.07869e-05,are naturalization records public information
23849,194229,194229,60,2.05731e-05,are naturalization records public information
23849,1221789,1221789,61,1.96627e-05,are naturalization records public information
23849,7116831,7116831,62,1.94803e-05,are naturalization records public information
23849,8062934,8062934,63,1.91033e-05,are naturalization records public information
23849,223000,223000,64,1.86281e-05,are naturalization records public information
23849,8133199,8133199,65,1.79237e-05,are naturalization records public information
23849,7679468,7679468,66,1.78263e-05,are naturalization records public information
23849,2607249,2607249,67,1.70049e-05,are naturalization records public information
23849,8134925,8134925,68,1.60617e-05,are naturalization records public information
23849,243761,243761,69,1.54021e-05,are naturalization records public information
23849,1018744,1018744,70,1.51883e-05,are naturalization records public information
23849,204137,204137,71,1.51793e-05,are naturalization records public information
23849,7431259,7431259,72,1.47783e-05,are naturalization records public information
23849,2436938,2436938,73,1.46992e-05,are naturalization records public information
23849,8010003,8010003,74,1.46167e-05,are naturalization records public information
23849,7050554,7050554,75,1.44695e-05,are naturalization records public information
23849,2515618,2515618,76,1.4382e-05,are naturalization records public information
23849,695710,695710,77,1.32732e-05,are naturalization records public information
23849,7119811,7119811,78,1.30683e-05,are naturalization records public information
23849,180821,180821,79,1.28824e-05,are naturalization records public information
23849,3288931,3288931,80,1.25585e-05,are naturalization records public information
23849,244834,244834,81,1.23328e-05,are naturalization records public information
23849,7271381,7271381,82,1.22248e-05,are naturalization records public information
23849,1460647,1460647,83,1.21574e-05,are naturalization records public information
23849,7351422,7351422,84,1.09667e-05,are naturalization records public information
23849,7084426,7084426,85,1.06151e-05,are naturalization records public information
23849,3185492,3185492,86,1.04829e-05,are naturalization records public information
23849,6037300,6037300,87,1.01866e-05,are naturalization records public information
23849,452680,452680,88,1.00261e-05,are naturalization records public information
23849,7614824,7614824,89,9.25837e-06,are naturalization records public information
23849,7802538,7802538,90,6.54498e-06,are naturalization records public information
23849,5904461,5904461,91,6.12275e-06,are naturalization records public information
23849,6914687,6914687,92,6.12263e-06,are naturalization records public information
23849,8597831,8597831,93,5.93497e-06,are naturalization records public information
23849,6728792,6728792,94,5.31953e-06,are naturalization records public information
23849,64541,64541,95,4.98618e-06,are naturalization records public information
23849,6983402,6983402,96,4.48782e-06,are naturalization records public information
23849,4190254,4190254,97,3.40951e-06,are naturalization records public information
23849,6747663,6747663,98,2.58414e-06,are naturalization records public information
23849,4190253,4190253,99,2.31048e-06,are naturalization records public information
42255,8746197,8746197,0,0.997634,average salary for dental hygienist in nebraska
42255,8746189,8746189,1,0.997163,average salary for dental hygienist in nebraska
42255,8746188,8746188,2,0.991438,average salary for dental hygienist in nebraska
42255,8746194,8746194,3,0.760831,average salary for dental hygienist in nebraska
42255,153806,153806,4,0.617126,average salary for dental hygienist in nebraska
42255,8746190,8746190,5,0.567395,average salary for dental hygienist in nebraska
42255,5997797,5997797,6,0.187361,average salary for dental hygienist in nebraska
42255,182410,182410,7,0.0804097,average salary for dental hygienist in nebraska
42255,6159642,6159642,8,0.0564935,average salary for dental hygienist in nebraska
42255,2584026,2584026,9,0.0527926,average salary for dental hygienist in nebraska
42255,6159644,6159644,10,0.00813362,average salary for dental hygienist in nebraska
42255,7944026,7944026,11,0.00407217,average salary for dental hygienist in nebraska
42255,3723425,3723425,12,0.00350153,average salary for dental hygienist in nebraska
42255,3817246,3817246,13,0.00344015,average salary for dental hygienist in nebraska
42255,732000,732000,14,0.00331156,average salary for dental hygienist in nebraska
42255,6159643,6159643,15,0.00323564,average salary for dental hygienist in nebraska
42255,5656056,5656056,16,0.00299399,average salary for dental hygienist in nebraska
42255,1601662,1601662,17,0.0029177,average salary for dental hygienist in nebraska
42255,363749,363749,18,0.00269177,average salary for dental hygienist in nebraska
42255,6159645,6159645,19,0.00250489,average salary for dental hygienist in nebraska
42255,1470400,1470400,20,0.00244869,average salary for dental hygienist in nebraska
42255,1470405,1470405,21,0.00230602,average salary for dental hygienist in nebraska
42255,8372968,8372968,22,0.00138207,average salary for dental hygienist in nebraska
42255,7123387,7123387,23,0.00120167,average salary for dental hygienist in nebraska
42255,6784924,6784924,24,0.00114233,average salary for dental hygienist in nebraska
42255,4603911,4603911,25,0.00113722,average salary for dental hygienist in nebraska
42255,7123388,7123388,26,0.00111502,average salary for dental hygienist in nebraska
42255,729163,729163,27,0.00102334,average salary for dental hygienist in nebraska
42255,7123390,7123390,28,0.000800778,average salary for dental hygienist in nebraska
42255,3716282,3716282,29,0.00065521,average salary for dental hygienist in nebraska
42255,2799687,2799687,30,0.000591752,average salary for dental hygienist in nebraska
42255,2799681,2799681,31,0.000497756,average salary for dental hygienist in nebraska
42255,3817247,3817247,32,0.00028661,average salary for dental hygienist in nebraska
42255,6307609,6307609,33,0.000251169,average salary for dental hygienist in nebraska
42255,3063186,3063186,34,0.000200032,average salary for dental hygienist in nebraska
42255,459262,459262,35,0.000164278,average salary for dental hygienist in nebraska
42255,3077466,3077466,36,0.000134909,average salary for dental hygienist in nebraska
42255,3077467,3077467,37,0.000120531,average salary for dental hygienist in nebraska
42255,5326930,5326930,38,0.0001124,average salary for dental hygienist in nebraska
42255,1470399,1470399,39,7.83154e-05,average salary for dental hygienist in nebraska
42255,2799685,2799685,40,7.79319e-05,average salary for dental hygienist in nebraska
42255,5549178,5549178,41,7.43126e-05,average salary for dental hygienist in nebraska
42255,2882385,2882385,42,7.17376e-05,average salary for dental hygienist in nebraska
42255,461282,461282,43,6.8418e-05,average salary for dental hygienist in nebraska
42255,1967918,1967918,44,6.52215e-05,average salary for dental hygienist in nebraska
42255,6261568,6261568,45,6.43336e-05,average salary for dental hygienist in nebraska
42255,5997801,5997801,46,6.1759e-05,average salary for dental hygienist in nebraska
42255,3077461,3077461,47,5.98613e-05,average salary for dental hygienist in nebraska
42255,5550454,5550454,48,5.84708e-05,average salary for dental hygienist in nebraska
42255,6307607,6307607,49,5.78608e-05,average salary for dental hygienist in nebraska
42255,6307608,6307608,50,5.49456e-05,average salary for dental hygienist in nebraska
42255,2673763,2673763,51,5.45152e-05,average salary for dental hygienist in nebraska
42255,5550456,5550456,52,4.98453e-05,average salary for dental hygienist in nebraska
42255,5326924,5326924,53,4.82827e-05,average salary for dental hygienist in nebraska
42255,5997800,5997800,54,4.71577e-05,average salary for dental hygienist in nebraska
42255,5977536,5977536,55,4.05673e-05,average salary for dental hygienist in nebraska
42255,179531,179531,56,3.91142e-05,average salary for dental hygienist in nebraska
42255,3077462,3077462,57,3.80515e-05,average salary for dental hygienist in nebraska
42255,1896376,1896376,58,3.72408e-05,average salary for dental hygienist in nebraska
42255,5656058,5656058,59,3.57701e-05,average salary for dental hygienist in nebraska
42255,5326929,5326929,60,3.55946e-05,average salary for dental hygienist in nebraska
42255,5977537,5977537,61,3.42994e-05,average salary for dental hygienist in nebraska
42255,179534,179534,62,3.18091e-05,average salary for dental hygienist in nebraska
42255,179540,179540,63,3.15258e-05,average salary for dental hygienist in nebraska
42255,7123389,7123389,64,3.05904e-05,average salary for dental hygienist in nebraska
42255,2882387,2882387,65,2.91494e-05,average salary for dental hygienist in nebraska
42255,6318691,6318691,66,2.8083e-05,average salary for dental hygienist in nebraska
42255,5488092,5488092,67,2.80691e-05,average salary for dental hygienist in nebraska
42255,6971741,6971741,68,2.59366e-05,average salary for dental hygienist in nebraska
42255,5488089,5488089,69,2.53945e-05,average salary for dental hygienist in nebraska
42255,6983046,6983046,70,2.53365e-05,average salary for dental hygienist in nebraska
42255,6784918,6784918,71,2.39862e-05,average salary for dental hygienist in nebraska
42255,6983044,6983044,72,2.29025e-05,average salary for dental hygienist in nebraska
42255,5549175,5549175,73,2.25374e-05,average salary for dental hygienist in nebraska
42255,7545799,7545799,74,2.16089e-05,average salary for dental hygienist in nebraska
42255,4058733,4058733,75,2.13822e-05,average salary for dental hygienist in nebraska
42255,7688776,7688776,76,2.11731e-05,average salary for dental hygienist in nebraska
42255,2673765,2673765,77,2.02781e-05,average salary for dental hygienist in nebraska
42255,1601669,1601669,78,1.95572e-05,average salary for dental hygienist in nebraska
42255,5823922,5823922,79,1.91787e-05,average salary for dental hygienist in nebraska
42255,6030150,6030150,80,1.86173e-05,average salary for dental hygienist in nebraska
42255,7688780,7688780,81,1.83718e-05,average salary for dental hygienist in nebraska
42255,8328845,8328845,82,1.69082e-05,average salary for dental hygienist in nebraska
42255,6784920,6784920,83,1.62526e-05,average salary for dental hygienist in nebraska
42255,499034,499034,84,1.60485e-05,average salary for dental hygienist in nebraska
42255,499032,499032,85,1.54249e-05,average salary for dental hygienist in nebraska
42255,179539,179539,86,1.3413e-05,average salary for dental hygienist in nebraska
42255,8012295,8012295,87,1.15621e-05,average salary for dental hygienist in nebraska
42255,8372967,8372967,88,1.15488e-05,average salary for dental hygienist in nebraska
42255,6030147,6030147,89,1.06423e-05,average salary for dental hygienist in nebraska
42255,461284,461284,90,1.05282e-05,average salary for dental hygienist in nebraska
42255,499035,499035,91,9.38318e-06,average salary for dental hygienist in nebraska
42255,5550457,5550457,92,8.67918e-06,average salary for dental hygienist in nebraska
42255,7944024,7944024,93,8.64531e-06,average salary for dental hygienist in nebraska
42255,5128635,5128635,94,8.21105e-06,average salary for dental hygienist in nebraska
42255,6983047,6983047,95,8.04175e-06,average salary for dental hygienist in nebraska
42255,8372966,8372966,96,7.69144e-06,average salary for dental hygienist in nebraska
42255,6983048,6983048,97,7.18801e-06,average salary for dental hygienist in nebraska
42255,7944022,7944022,98,6.32682e-06,average salary for dental hygienist in nebraska
42255,1896381,1896381,99,5.99908e-06,average salary for dental hygienist in nebraska
47210,2546001,2546001,0,0.996122,average wedding dress alteration cost
47210,2546002,2546002,1,0.9957,average wedding dress alteration cost
47210,2546005,2546005,2,0.994838,average wedding dress alteration cost
47210,2545998,2545998,3,0.994011,average wedding dress alteration cost
47210,2546007,2546007,4,0.991428,average wedding dress alteration cost
47210,2338385,2338385,5,0.991204,average wedding dress alteration cost
47210,2042918,2042918,6,0.991113,average wedding dress alteration cost
47210,7367872,7367872,7,0.986742,average wedding dress alteration cost
47210,5642107,5642107,8,0.983947,average wedding dress alteration cost
47210,5207329,5207329,9,0.983065,average wedding dress alteration cost
47210,7509248,7509248,10,0.976721,average wedding dress alteration cost
47210,6502207,6502207,11,0.975826,average wedding dress alteration cost
47210,2338382,2338382,12,0.973475,average wedding dress alteration cost
47210,6180504,6180504,13,0.971358,average wedding dress alteration cost
47210,4007108,4007108,14,0.969238,average wedding dress alteration cost
47210,1560504,1560504,15,0.961341,average wedding dress alteration cost
47210,7367873,7367873,16,0.957883,average wedding dress alteration cost
47210,7562284,7562284,17,0.952218,average wedding dress alteration cost
47210,2338383,2338383,18,0.95028,average wedding dress alteration cost
47210,5497278,5497278,19,0.949517,average wedding dress alteration cost
47210,8646329,8646329,20,0.948099,average wedding dress alteration cost
47210,3304361,3304361,21,0.945153,average wedding dress alteration cost
47210,6168517,6168517,22,0.935569,average wedding dress alteration cost
47210,2566998,2566998,23,0.931693,average wedding dress alteration cost
47210,7067451,7067451,24,0.905611,average wedding dress alteration cost
47210,2338386,2338386,25,0.891859,average wedding dress alteration cost
47210,5301406,5301406,26,0.890668,average wedding dress alteration cost
47210,5691600,5691600,27,0.885667,average wedding dress alteration cost
47210,1156867,1156867,28,0.872327,average wedding dress alteration cost
47210,5207328,5207328,29,0.84179,average wedding dress alteration cost
47210,6168520,6168520,30,0.807726,average wedding dress alteration cost
47210,5642105,5642105,31,0.785267,average wedding dress alteration cost
47210,7509250,7509250,32,0.764197,average wedding dress alteration cost
47210,4748997,4748997,33,0.752549,average wedding dress alteration cost
47210,2338384,2338384,34,0.725338,average wedding dress alteration cost
47210,8261977,8261977,35,0.721953,average wedding dress alteration cost
47210,1839675,1839675,36,0.700775,average wedding dress alteration cost
47210,1764823,1764823,37,0.672794,average wedding dress alteration cost
47210,5698323,5698323,38,0.652949,average wedding dress alteration cost
47210,6879333,6879333,39,0.621818,average wedding dress alteration cost
47210,6168519,6168519,40,0.605636,average wedding dress alteration cost
47210,6168516,6168516,41,0.569862,average wedding dress alteration cost
47210,3858013,3858013,42,0.557817,average wedding dress alteration cost
47210,6330615,6330615,43,0.554969,average wedding dress alteration cost
47210,2769575,2769575,44,0.545049,average wedding dress alteration cost
47210,6395755,6395755,45,0.50746,average wedding dress alteration cost
47210,4356665,4356665,46,0.443777,average wedding dress alteration cost
47210,7583114,7583114,47,0.418159,average wedding dress alteration cost
47210,4748992,4748992,48,0.319976,average wedding dress alteration cost
47210,8241222,8241222,49,0.29195,average wedding dress alteration cost
47210,6180505,6180505,50,0.249503,average wedding dress alteration cost
47210,6180506,6180506,51,0.193523,average wedding dress alteration cost
47210,5207323,5207323,52,0.160997,average wedding dress alteration cost
47210,1839672,1839672,53,0.146716,average wedding dress alteration cost
47210,4356666,4356666,54,0.137333,average wedding dress alteration cost
47210,278662,278662,55,0.133323,average wedding dress alteration cost
47210,1836597,1836597,56,0.127823,average wedding dress alteration cost
47210,5550872,5550872,57,0.101495,average wedding dress alteration cost
47210,8609955,8609955,58,0.0964293,average wedding dress alteration cost
47210,1839671,1839671,59,0.0388584,average wedding dress alteration cost
47210,6579143,6579143,60,0.0385368,average wedding dress alteration cost
47210,5207326,5207326,61,0.0153769,average wedding dress alteration cost
47210,6330616,6330616,62,0.00883285,average wedding dress alteration cost
47210,3873019,3873019,63,0.00812567,average wedding dress alteration cost
47210,5947917,5947917,64,0.00431552,average wedding dress alteration cost
47210,5561968,5561968,65,0.00405869,average wedding dress alteration cost
47210,3491885,3491885,66,0.00309147,average wedding dress alteration cost
47210,2902256,2902256,67,0.00295716,average wedding dress alteration cost
47210,8816808,8816808,68,0.0019075,average wedding dress alteration cost
47210,2769581,2769581,69,0.000893924,average wedding dress alteration cost
47210,6910682,6910682,70,0.000689164,average wedding dress alteration cost
47210,5642106,5642106,71,0.000418558,average wedding dress alteration cost
47210,6180507,6180507,72,0.00039491,average wedding dress alteration cost
47210,8646331,8646331,73,0.000376479,average wedding dress alteration cost
47210,5642099,5642099,74,0.000363091,average wedding dress alteration cost
47210,3131197,3131197,75,0.000253789,average wedding dress alteration cost
47210,5219853,5219853,76,0.000135044,average wedding dress alteration cost
47210,1839666,1839666,77,0.00011776,average wedding dress alteration cost
47210,8507436,8507436,78,9.52035e-05,average wedding dress alteration cost
47210,3304363,3304363,79,8.86997e-05,average wedding dress alteration cost
47210,1880184,1880184,80,7.86385e-05,average wedding dress alteration cost
47210,6910687,6910687,81,5.59873e-05,average wedding dress alteration cost
47210,4028833,4028833,82,5.32236e-05,average wedding dress alteration cost
47210,5219856,5219856,83,4.46789e-05,average wedding dress alteration cost
47210,1793226,1793226,84,2.7063e-05,average wedding dress alteration cost
47210,7562282,7562282,85,2.67474e-05,average wedding dress alteration cost
47210,6377337,6377337,86,2.57133e-05,average wedding dress alteration cost
47210,3112624,3112624,87,2.54194e-05,average wedding dress alteration cost
47210,5551882,5551882,88,1.38295e-05,average wedding dress alteration cost
47210,2131771,2131771,89,1.38108e-05,average wedding dress alteration cost
47210,1560499,1560499,90,1.34332e-05,average wedding dress alteration cost
47210,1131414,1131414,91,1.34301e-05,average wedding dress alteration cost
47210,3112629,3112629,92,6.37926e-06,average wedding dress alteration cost
47210,3136853,3136853,93,5.78926e-06,average wedding dress alteration cost
47210,1131415,1131415,94,4.76387e-06,average wedding dress alteration cost
47210,1256320,1256320,95,4.72209e-06,average wedding dress alteration cost
47210,2059433,2059433,96,3.12047e-06,average wedding dress alteration cost
47210,5497277,5497277,97,3.04008e-06,average wedding dress alteration cost
47210,2483235,2483235,98,2.32556e-06,average wedding dress alteration cost
47210,4924263,4924263,99,1.40248e-06,average wedding dress alteration cost
67316,6680964,6680964,0,0.984351,can fever cause miscarriage early pregnancy
67316,7112302,7112302,1,0.859071,can fever cause miscarriage early pregnancy
67316,4163707,4163707,2,0.638251,can fever cause miscarriage early pregnancy
67316,3810716,3810716,3,0.3947,can fever cause miscarriage early pregnancy
67316,450309,450309,4,0.337694,can fever cause miscarriage early pregnancy
67316,450305,450305,5,0.304151,can fever cause miscarriage early pregnancy
67316,479887,479887,6,0.175917,can fever cause miscarriage early pregnancy
67316,6764671,6764671,7,0.0653297,can fever cause miscarriage early pregnancy
67316,2365997,2365997,8,0.0407597,can fever cause miscarriage early pregnancy
67316,3679358,3679358,9,0.013532,can fever cause miscarriage early pregnancy
67316,6905735,6905735,10,0.0115999,can fever cause miscarriage early pregnancy
67316,308681,308681,11,0.0101023,can fever cause miscarriage early pregnancy
67316,5181841,5181841,12,0.00903012,can fever cause miscarriage early pregnancy
67316,8003840,8003840,13,0.00798797,can fever cause miscarriage early pregnancy
67316,2273934,2273934,14,0.00706673,can fever cause miscarriage early pregnancy
67316,6905739,6905739,15,0.00430484,can fever cause miscarriage early pregnancy
67316,8285742,8285742,16,0.00403879,can fever cause miscarriage early pregnancy
67316,1974375,1974375,17,0.00376503,can fever cause miscarriage early pregnancy
67316,3519736,3519736,18,0.00300618,can fever cause miscarriage early pregnancy
67316,2365990,2365990,19,0.00287451,can fever cause miscarriage early pregnancy
67316,6290080,6290080,20,0.0027906,can fever cause miscarriage early pregnancy
67316,1325092,1325092,21,0.0022786,can fever cause miscarriage early pregnancy
67316,4180169,4180169,22,0.00206776,can fever cause miscarriage early pregnancy
67316,6290078,6290078,23,0.00203993,can fever cause miscarriage early pregnancy
67316,7111673,7111673,24,0.00198589,can fever cause miscarriage early pregnancy
67316,2784534,2784534,25,0.00172709,can fever cause miscarriage early pregnancy
67316,2365991,2365991,26,0.00164941,can fever cause miscarriage early pregnancy
67316,4163705,4163705,27,0.00161283,can fever cause miscarriage early pregnancy
67316,8534315,8534315,28,0.00142528,can fever cause miscarriage early pregnancy
67316,1408563,1408563,29,0.00130815,can fever cause miscarriage early pregnancy
67316,7688987,7688987,30,0.00116656,can fever cause miscarriage early pregnancy
67316,6290074,6290074,31,0.00107447,can fever cause miscarriage early pregnancy
67316,7513151,7513151,32,0.000976091,can fever cause miscarriage early pregnancy
67316,529228,529228,33,0.000716361,can fever cause miscarriage early pregnancy
67316,8285749,8285749,34,0.000654551,can fever cause miscarriage early pregnancy
67316,156062,156062,35,0.000637805,can fever cause miscarriage early pregnancy
67316,1405135,1405135,36,0.000592574,can fever cause miscarriage early pregnancy
67316,8261797,8261797,37,0.000576971,can fever cause miscarriage early pregnancy
67316,1114355,1114355,38,0.000559821,can fever cause miscarriage early pregnancy
67316,6190970,6190970,39,0.000538421,can fever cause miscarriage early pregnancy
67316,1533638,1533638,40,0.000529627,can fever cause miscarriage early pregnancy
67316,3810719,3810719,41,0.000509114,can fever cause miscarriage early pregnancy
67316,6764673,6764673,42,0.000494444,can fever cause miscarriage early pregnancy
67316,1974374,1974374,43,0.000425492,can fever cause miscarriage early pregnancy
67316,5477615,5477615,44,0.000408184,can fever cause miscarriage early pregnancy
67316,8431632,8431632,45,0.000392067,can fever cause miscarriage early pregnancy
67316,8431634,8431634,46,0.000381627,can fever cause miscarriage early pregnancy
67316,8333879,8333879,47,0.000378389,can fever cause miscarriage early pregnancy
67316,5084265,5084265,48,0.000372117,can fever cause miscarriage early pregnancy
67316,3078422,3078422,49,0.00035321,can fever cause miscarriage early pregnancy
67316,369742,369742,50,0.000343308,can fever cause miscarriage early pregnancy
67316,6221796,6221796,51,0.00031784,can fever cause miscarriage early pregnancy
67316,8291314,8291314,52,0.000275498,can fever cause miscarriage early pregnancy
67316,2169133,2169133,53,0.000274116,can fever cause miscarriage early pregnancy
67316,1320687,1320687,54,0.000217307,can fever cause miscarriage early pregnancy
67316,866739,866739,55,0.000172262,can fever cause miscarriage early pregnancy
67316,3519735,3519735,56,0.000170459,can fever cause miscarriage early pregnancy
67316,5634750,5634750,57,0.000148073,can fever cause miscarriage early pregnancy
67316,6698946,6698946,58,0.000140489,can fever cause miscarriage early pregnancy
67316,7993389,7993389,59,0.000139375,can fever cause miscarriage early pregnancy
67316,6764668,6764668,60,0.000117897,can fever cause miscarriage early pregnancy
67316,40048,40048,61,9.9621e-05,can fever cause miscarriage early pregnancy
67316,3810717,3810717,62,9.6994e-05,can fever cause miscarriage early pregnancy
67316,5644606,5644606,63,9.50273e-05,can fever cause miscarriage early pregnancy
67316,964173,964173,64,9.49122e-05,can fever cause miscarriage early pregnancy
67316,2365996,2365996,65,8.9067e-05,can fever cause miscarriage early pregnancy
67316,5640235,5640235,66,8.42791e-05,can fever cause miscarriage early pregnancy
67316,369741,369741,67,7.84272e-05,can fever cause miscarriage early pregnancy
67316,6619281,6619281,68,7.11039e-05,can fever cause miscarriage early pregnancy
67316,4252546,4252546,69,5.80394e-05,can fever cause miscarriage early pregnancy
67316,6190971,6190971,70,5.28238e-05,can fever cause miscarriage early pregnancy
67316,3679350,3679350,71,5.22111e-05,can fever cause miscarriage early pregnancy
67316,8322645,8322645,72,5.10262e-05,can fever cause miscarriage early pregnancy
67316,8498096,8498096,73,5.04654e-05,can fever cause miscarriage early pregnancy
67316,7330184,7330184,74,4.99183e-05,can fever cause miscarriage early pregnancy
67316,8431637,8431637,75,4.05342e-05,can fever cause miscarriage early pregnancy
67316,6179106,6179106,76,4.03328e-05,can fever cause miscarriage early pregnancy
67316,6179107,6179107,77,3.45153e-05,can fever cause miscarriage early pregnancy
67316,973226,973226,78,3.30436e-05,can fever cause miscarriage early pregnancy
67316,4766333,4766333,79,3.05866e-05,can fever cause miscarriage early pregnancy
67316,5195161,5195161,80,2.70578e-05,can fever cause miscarriage early pregnancy
67316,6509337,6509337,81,2.63414e-05,can fever cause miscarriage early pregnancy
67316,8773687,8773687,82,2.38695e-05,can fever cause miscarriage early pregnancy
67316,8285745,8285745,83,2.13631e-05,can fever cause miscarriage early pregnancy
67316,7352398,7352398,84,1.53383e-05,can fever cause miscarriage early pregnancy
67316,4085262,4085262,85,1.47924e-05,can fever cause miscarriage early pregnancy
67316,7323071,7323071,86,1.18668e-05,can fever cause miscarriage early pregnancy
67316,2268657,2268657,87,1.18617e-05,can fever cause miscarriage early pregnancy
67316,6764669,6764669,88,1.14431e-05,can fever cause miscarriage early pregnancy
67316,8423873,8423873,89,9.38997e-06,can fever cause miscarriage early pregnancy
67316,4915520,4915520,90,9.03342e-06,can fever cause miscarriage early pregnancy
67316,6116679,6116679,91,8.55067e-06,can fever cause miscarriage early pregnancy
67316,4348164,4348164,92,7.57238e-06,can fever cause miscarriage early pregnancy
67316,3272839,3272839,93,7.45469e-06,can fever cause miscarriage early pregnancy
67316,5634753,5634753,94,7.2289e-06,can fever cause miscarriage early pregnancy
67316,3694448,3694448,95,6.7292e-06,can fever cause miscarriage early pregnancy
67316,2173083,2173083,96,6.70087e-06,can fever cause miscarriage early pregnancy
67316,284144,284144,97,5.33844e-06,can fever cause miscarriage early pregnancy
67316,8285748,8285748,98,3.978e-06,can fever cause miscarriage early pregnancy
67316,481471,481471,99,2.84563e-06,can fever cause miscarriage early pregnancy
118440,1569786,1569786,0,0.997874,define bmt medical
118440,1569787,1569787,1,0.997787,define bmt medical
118440,7703789,7703789,2,0.965703,define bmt medical
118440,5229209,5229209,3,0.935807,define bmt medical
118440,6750552,6750552,4,0.920175,define bmt medical
118440,2605332,2605332,5,0.90626,define bmt medical
118440,4406104,4406104,6,0.877452,define bmt medical
118440,6750548,6750548,7,0.833886,define bmt medical
118440,1445681,1445681,8,0.738868,define bmt medical
118440,1445679,1445679,9,0.562727,define bmt medical
118440,7035722,7035722,10,0.556765,define bmt medical
118440,3368681,3368681,11,0.542182,define bmt medical
118440,1711898,1711898,12,0.387565,define bmt medical
118440,228375,228375,13,0.380897,define bmt medical
118440,6750554,6750554,14,0.316423,define bmt medical
118440,6750550,6750550,15,0.210647,define bmt medical
118440,6750553,6750553,16,0.0831434,define bmt medical
118440,4868258,4868258,17,0.0701465,define bmt medical
118440,1305126,1305126,18,0.0684254,define bmt medical
118440,6750547,6750547,19,0.0275794,define bmt medical
118440,8516530,8516530,20,0.0211554,define bmt medical
118440,4403471,4403471,21,0.009008,define bmt medical
118440,4403465,4403465,22,0.00386836,define bmt medical
118440,5365153,5365153,23,0.0035081,define bmt medical
118440,6291749,6291749,24,0.00247887,define bmt medical
118440,1016476,1016476,25,0.00202617,define bmt medical
118440,423490,423490,26,0.00140858,define bmt medical
118440,8527720,8527720,27,0.00106157,define bmt medical
118440,6750551,6750551,28,0.000893451,define bmt medical
118440,6360238,6360238,29,0.000651792,define bmt medical
118440,998300,998300,30,0.000641954,define bmt medical
118440,2018708,2018708,31,0.000505684,define bmt medical
