qid,docno,docid,score,rank,query
156493,8803136,8803136,1.0,230,do goldfish grow
156493,1277726,1277726,1.0,231,do goldfish grow
156493,1277727,1277727,1.0,232,do goldfish grow
156493,1277728,1277728,1.0,233,do goldfish grow
156493,1347266,1347266,1.0,234,do goldfish grow
156493,1861640,1861640,1.0,235,do goldfish grow
156493,1861642,1861642,1.0,236,do goldfish grow
156493,8393766,8393766,1.0,237,do goldfish grow
156493,2317808,2317808,1.0,238,do goldfish grow
156493,2598787,2598787,1.0,239,do goldfish grow
156493,2411918,2411918,1.0,240,do goldfish grow
156493,3603923,3603923,1.0,241,do goldfish grow
156493,3288598,3288598,1.0,242,do goldfish grow
156493,3288599,3288599,1.0,243,do goldfish grow
156493,6524746,6524746,1.0,244,do goldfish grow
156493,3288600,3288600,1.0,245,do goldfish grow
156493,3288601,3288601,1.0,246,do goldfish grow
156493,3288603,3288603,1.0,247,do goldfish grow
156493,349638,349638,1.0,248,do goldfish grow
156493,349641,349641,1.0,249,do goldfish grow
156493,349643,349643,1.0,250,do goldfish grow
156493,349645,349645,1.0,251,do goldfish grow
156493,3603920,3603920,1.0,252,do goldfish grow
156493,3603922,3603922,1.0,253,do goldfish grow
156493,4131138,4131138,1.0,254,do goldfish grow
156493,2598786,2598786,1.0,255,do goldfish grow
156493,4369922,4369922,1.0,256,do goldfish grow
156493,4527706,4527706,1.0,257,do goldfish grow
156493,4542584,4542584,1.0,258,do goldfish grow
156493,4583221,4583221,1.0,259,do goldfish grow
156493,6139387,6139387,1.0,260,do goldfish grow
156493,6139383,6139383,1.0,261,do goldfish grow
156493,6139382,6139382,1.0,262,do goldfish grow
156493,1101607,1101607,1.0,263,do goldfish grow
156493,4940230,4940230,1.0,264,do goldfish grow
156493,4940234,4940234,1.0,265,do goldfish grow
156493,5009743,5009743,1.0,266,do goldfish grow
156493,5346660,5346660,1.0,267,do goldfish grow
156493,3288597,3288597,1.0,268,do goldfish grow
156493,3288596,3288596,1.0,269,do goldfish grow
156493,3288595,3288595,1.0,270,do goldfish grow
156493,6775071,6775071,1.0,271,do goldfish grow
156493,5530082,5530082,1.0,272,do goldfish grow
156493,750111,750111,1.0,273,do goldfish grow
156493,2612486,2612486,1.0,274,do goldfish grow
156493,7431316,7431316,1.0,275,do goldfish grow
156493,2612490,2612490,1.0,276,do goldfish grow
156493,7371079,7371079,1.0,277,do goldfish grow
156493,7371078,7371078,1.0,278,do goldfish grow
156493,7371077,7371077,1.0,279,do goldfish grow
156493,2612491,2612491,1.0,280,do goldfish grow
156493,2612492,2612492,1.0,281,do goldfish grow
156493,2612493,2612493,1.0,282,do goldfish grow
156493,26129,26129,1.0,283,do goldfish grow
156493,7104323,7104323,1.0,284,do goldfish grow
156493,2616512,2616512,1.0,285,do goldfish grow
156493,7055263,7055263,1.0,286,do goldfish grow
156493,7055262,7055262,1.0,287,do goldfish grow
156493,2717163,2717163,1.0,288,do goldfish grow
156493,2928700,2928700,1.0,289,do goldfish grow
156493,2928702,2928702,1.0,290,do goldfish grow
156493,6983821,6983821,1.0,291,do goldfish grow
156493,2928704,2928704,1.0,292,do goldfish grow
156493,2928706,2928706,1.0,293,do goldfish grow
156493,2928707,2928707,1.0,294,do goldfish grow
156493,2949801,2949801,1.0,295,do goldfish grow
156493,2949802,2949802,1.0,296,do goldfish grow
156493,316872,316872,1.0,297,do goldfish grow
156493,4940228,4940228,1.0,298,do goldfish grow
156493,6139386,6139386,0.0,299,do goldfish grow
1110199,1009248,1009248,3.0,0,what is wifi vs bluetooth
1110199,6287739,6287739,3.0,1,what is wifi vs bluetooth
1110199,5857924,5857924,3.0,2,what is wifi vs bluetooth
1110199,5857927,5857927,3.0,3,what is wifi vs bluetooth
1110199,5905626,5905626,3.0,4,what is wifi vs bluetooth
1110199,6056862,6056862,3.0,5,what is wifi vs bluetooth
1110199,6077239,6077239,3.0,6,what is wifi vs bluetooth
1110199,610745,610745,3.0,7,what is wifi vs bluetooth
1110199,6161010,6161010,3.0,8,what is wifi vs bluetooth
1110199,6368889,6368889,3.0,9,what is wifi vs bluetooth
1110199,5846443,5846443,3.0,10,what is wifi vs bluetooth
1110199,6368892,6368892,3.0,11,what is wifi vs bluetooth
1110199,6383460,6383460,3.0,12,what is wifi vs bluetooth
1110199,6392463,6392463,3.0,13,what is wifi vs bluetooth
1110199,6462667,6462667,3.0,14,what is wifi vs bluetooth
1110199,6508893,6508893,3.0,15,what is wifi vs bluetooth
1110199,6547512,6547512,3.0,16,what is wifi vs bluetooth
1110199,6548510,6548510,3.0,17,what is wifi vs bluetooth
1110199,5857923,5857923,3.0,18,what is wifi vs bluetooth
1110199,5716613,5716613,3.0,19,what is wifi vs bluetooth
1110199,4489656,4489656,3.0,20,what is wifi vs bluetooth
1110199,5074862,5074862,3.0,21,what is wifi vs bluetooth
1110199,4949578,4949578,3.0,22,what is wifi vs bluetooth
1110199,4994893,4994893,3.0,23,what is wifi vs bluetooth
1110199,5007789,5007789,3.0,24,what is wifi vs bluetooth
1110199,1063125,1063125,3.0,25,what is wifi vs bluetooth
1110199,5049366,5049366,3.0,26,what is wifi vs bluetooth
1110199,5049368,5049368,3.0,27,what is wifi vs bluetooth
1110199,5060491,5060491,3.0,28,what is wifi vs bluetooth
1110199,5355385,5355385,3.0,29,what is wifi vs bluetooth
1110199,5701619,5701619,3.0,30,what is wifi vs bluetooth
1110199,5360063,5360063,3.0,31,what is wifi vs bluetooth
1110199,5495455,5495455,3.0,32,what is wifi vs bluetooth
1110199,5516092,5516092,3.0,33,what is wifi vs bluetooth
1110199,554521,554521,3.0,34,what is wifi vs bluetooth
1110199,5550404,5550404,3.0,35,what is wifi vs bluetooth
1110199,557605,557605,3.0,36,what is wifi vs bluetooth
1110199,558317,558317,3.0,37,what is wifi vs bluetooth
1110199,6548514,6548514,3.0,38,what is wifi vs bluetooth
1110199,6549462,6549462,3.0,39,what is wifi vs bluetooth
1110199,666574,666574,3.0,40,what is wifi vs bluetooth
1110199,8625338,8625338,3.0,41,what is wifi vs bluetooth
1110199,830201,830201,3.0,42,what is wifi vs bluetooth
1110199,8316555,8316555,3.0,43,what is wifi vs bluetooth
1110199,8404305,8404305,3.0,44,what is wifi vs bluetooth
1110199,8478604,8478604,3.0,45,what is wifi vs bluetooth
1110199,847931,847931,3.0,46,what is wifi vs bluetooth
1110199,8521870,8521870,3.0,47,what is wifi vs bluetooth
1110199,8559358,8559358,3.0,48,what is wifi vs bluetooth
1110199,8627590,8627590,3.0,49,what is wifi vs bluetooth
1110199,7085489,7085489,3.0,50,what is wifi vs bluetooth
1110199,863984,863984,3.0,51,what is wifi vs bluetooth
1110199,865071,865071,3.0,52,what is wifi vs bluetooth
1110199,8747523,8747523,3.0,53,what is wifi vs bluetooth
1110199,879021,879021,3.0,54,what is wifi vs bluetooth
1110199,885240,885240,3.0,55,what is wifi vs bluetooth
1110199,885242,885242,3.0,56,what is wifi vs bluetooth
1110199,986786,986786,3.0,57,what is wifi vs bluetooth
1110199,8160526,8160526,3.0,58,what is wifi vs bluetooth
1110199,8157172,8157172,3.0,59,what is wifi vs bluetooth
1110199,8003348,8003348,3.0,60,what is wifi vs bluetooth
1110199,7834869,7834869,3.0,61,what is wifi vs bluetooth
1110199,7143611,7143611,3.0,62,what is wifi vs bluetooth
1110199,7157857,7157857,3.0,63,what is wifi vs bluetooth
1110199,7221361,7221361,3.0,64,what is wifi vs bluetooth
1110199,7221362,7221362,3.0,65,what is wifi vs bluetooth
1110199,7221363,7221363,3.0,66,what is wifi vs bluetooth
1110199,7240261,7240261,3.0,67,what is wifi vs bluetooth
1110199,7300777,7300777,3.0,68,what is wifi vs bluetooth
1110199,7300778,7300778,3.0,69,what is wifi vs bluetooth
1110199,7344199,7344199,3.0,70,what is wifi vs bluetooth
1110199,7430888,7430888,3.0,71,what is wifi vs bluetooth
1110199,7552081,7552081,3.0,72,what is wifi vs bluetooth
1110199,7651294,7651294,3.0,73,what is wifi vs bluetooth
1110199,7675377,7675377,3.0,74,what is wifi vs bluetooth
1110199,7680811,7680811,3.0,75,what is wifi vs bluetooth
1110199,7821191,7821191,3.0,76,what is wifi vs bluetooth
1110199,4824516,4824516,3.0,77,what is wifi vs bluetooth
1110199,5049362,5049362,3.0,78,what is wifi vs bluetooth
1110199,4268428,4268428,3.0,79,what is wifi vs bluetooth
1110199,2657988,2657988,3.0,80,what is wifi vs bluetooth
1110199,2316524,2316524,3.0,81,what is wifi vs bluetooth
1110199,2316525,2316525,3.0,82,what is wifi vs bluetooth
1110199,239443,239443,3.0,83,what is wifi vs bluetooth
1110199,2594143,2594143,3.0,84,what is wifi vs bluetooth
1110199,2655843,2655843,3.0,85,what is wifi vs bluetooth
1110199,2655849,2655849,3.0,86,what is wifi vs bluetooth
1110199,2657989,2657989,3.0,87,what is wifi vs bluetooth
1110199,2301119,2301119,3.0,88,what is wifi vs bluetooth
1110199,2710941,2710941,3.0,89,what is wifi vs bluetooth
1110199,2796830,2796830,3.0,90,what is wifi vs bluetooth
1110199,2854609,2854609,3.0,91,what is wifi vs bluetooth
1110199,2854615,2854615,3.0,92,what is wifi vs bluetooth
1110199,2854616,2854616,3.0,93,what is wifi vs bluetooth
1110199,2925198,2925198,3.0,94,what is wifi vs bluetooth
1110199,2316518,2316518,3.0,95,what is wifi vs bluetooth
1110199,2301118,2301118,3.0,96,what is wifi vs bluetooth
1110199,3083427,3083427,3.0,97,what is wifi vs bluetooth
1110199,1809183,1809183,3.0,98,what is wifi vs bluetooth
1110199,1184082,1184082,3.0,99,what is wifi vs bluetooth
1110199,1276863,1276863,3.0,100,what is wifi vs bluetooth
1110199,1321204,1321204,3.0,101,what is wifi vs bluetooth
1110199,1334300,1334300,3.0,102,what is wifi vs bluetooth
1110199,1426939,1426939,3.0,103,what is wifi vs bluetooth
1110199,167604,167604,3.0,104,what is wifi vs bluetooth
1110199,1809283,1809283,3.0,105,what is wifi vs bluetooth
1110199,2241120,2241120,3.0,106,what is wifi vs bluetooth
1110199,1852785,1852785,3.0,107,what is wifi vs bluetooth
1110199,1875919,1875919,3.0,108,what is wifi vs bluetooth
1110199,1890810,1890810,3.0,109,what is wifi vs bluetooth
1110199,2080928,2080928,3.0,110,what is wifi vs bluetooth
1110199,2124236,2124236,3.0,111,what is wifi vs bluetooth
1110199,2218462,2218462,3.0,112,what is wifi vs bluetooth
1110199,3005909,3005909,3.0,113,what is wifi vs bluetooth
1110199,2735753,2735753,3.0,114,what is wifi vs bluetooth
1110199,3955247,3955247,3.0,115,what is wifi vs bluetooth
1110199,3664802,3664802,3.0,116,what is wifi vs bluetooth
1110199,4218460,4218460,3.0,117,what is wifi vs bluetooth
1110199,4107781,4107781,3.0,118,what is wifi vs bluetooth
1110199,4057232,4057232,3.0,119,what is wifi vs bluetooth
1110199,4050804,4050804,3.0,120,what is wifi vs bluetooth
1110199,398442,398442,3.0,121,what is wifi vs bluetooth
1110199,3972098,3972098,3.0,122,what is wifi vs bluetooth
1110199,3934419,3934419,3.0,123,what is wifi vs bluetooth
1110199,3917005,3917005,3.0,124,what is wifi vs bluetooth
1110199,3882016,3882016,3.0,125,what is wifi vs bluetooth
1110199,3838643,3838643,3.0,126,what is wifi vs bluetooth
1110199,3838641,3838641,3.0,127,what is wifi vs bluetooth
1110199,3780506,3780506,3.0,128,what is wifi vs bluetooth
1110199,3684454,3684454,3.0,129,what is wifi vs bluetooth
1110199,995389,995389,3.0,130,what is wifi vs bluetooth
1110199,3583051,3583051,3.0,131,what is wifi vs bluetooth
1110199,3272914,3272914,3.0,132,what is wifi vs bluetooth
1110199,3272906,3272906,3.0,133,what is wifi vs bluetooth
1110199,3270584,3270584,3.0,134,what is wifi vs bluetooth
1110199,3270582,3270582,3.0,135,what is wifi vs bluetooth
1110199,3272910,3272910,3.0,136,what is wifi vs bluetooth
1110199,3230845,3230845,3.0,137,what is wifi vs bluetooth
1110199,3110638,3110638,3.0,138,what is wifi vs bluetooth
1110199,3524269,3524269,3.0,139,what is wifi vs bluetooth
1110199,2796199,2796199,2.0,140,what is wifi vs bluetooth
1110199,8160519,8160519,2.0,141,what is wifi vs bluetooth
1110199,1321205,1321205,2.0,142,what is wifi vs bluetooth
1110199,2811563,2811563,2.0,143,what is wifi vs bluetooth
1110199,8301971,8301971,2.0,144,what is wifi vs bluetooth
1110199,5172684,5172684,2.0,145,what is wifi vs bluetooth
1110199,5857921,5857921,2.0,146,what is wifi vs bluetooth
1110199,1901876,1901876,1.0,147,what is wifi vs bluetooth
1110199,1901875,1901875,1.0,148,what is wifi vs bluetooth
1110199,4053650,4053650,1.0,149,what is wifi vs bluetooth
1110199,4511137,4511137,1.0,150,what is wifi vs bluetooth
1110199,4511144,4511144,1.0,151,what is wifi vs bluetooth
1110199,6368891,6368891,1.0,152,what is wifi vs bluetooth
1110199,1732296,1732296,1.0,153,what is wifi vs bluetooth
1110199,4053652,4053652,1.0,154,what is wifi vs bluetooth
1110199,1901877,1901877,1.0,155,what is wifi vs bluetooth
1110199,8160522,8160522,1.0,156,what is wifi vs bluetooth
1110199,8160527,8160527,1.0,157,what is wifi vs bluetooth
1110199,1901881,1901881,1.0,158,what is wifi vs bluetooth
1110199,239444,239444,1.0,159,what is wifi vs bluetooth
1110199,7221366,7221366,1.0,160,what is wifi vs bluetooth
1110199,4504233,4504233,1.0,161,what is wifi vs bluetooth
1110199,3838645,3838645,1.0,162,what is wifi vs bluetooth
1110199,5218014,5218014,1.0,163,what is wifi vs bluetooth
1110199,6368887,6368887,1.0,164,what is wifi vs bluetooth
1110199,1901882,1901882,1.0,165,what is wifi vs bluetooth
1110199,8160520,8160520,1.0,166,what is wifi vs bluetooth
1110199,8160521,8160521,1.0,167,what is wifi vs bluetooth
1110199,3110637,3110637,1.0,168,what is wifi vs bluetooth
1110199,1901878,1901878,0.0,169,what is wifi vs bluetooth
1110199,5049363,5049363,0.0,170,what is wifi vs bluetooth
1110199,1901879,1901879,0.0,171,what is wifi vs bluetooth
1110199,8160518,8160518,0.0,172,what is wifi vs bluetooth
1110199,3838638,3838638,0.0,173,what is wifi vs bluetooth
1110199,8160524,8160524,0.0,174,what is wifi vs bluetooth
1063750,5539843,5539843,3.0,0,why did the us volunterilay enter ww1
1063750,7989977,7989977,3.0,1,why did the us volunterilay enter ww1
1063750,2728079,2728079,3.0,2,why did the us volunterilay enter ww1
1063750,7146779,7146779,3.0,3,why did the us volunterilay enter ww1
1063750,4788295,4788295,3.0,4,why did the us volunterilay enter ww1
1063750,4788296,4788296,3.0,5,why did the us volunterilay enter ww1
1063750,4788297,4788297,3.0,6,why did the us volunterilay enter ww1
1063750,4788299,4788299,3.0,7,why did the us volunterilay enter ww1
1063750,7874986,7874986,3.0,8,why did the us volunterilay enter ww1
1063750,2578721,2578721,3.0,9,why did the us volunterilay enter ww1
1063750,2576067,2576067,3.0,10,why did the us volunterilay enter ww1
1063750,3959834,3959834,3.0,11,why did the us volunterilay enter ww1
1063750,3943704,3943704,3.0,12,why did the us volunterilay enter ww1
1063750,4823168,4823168,3.0,13,why did the us volunterilay enter ww1
1063750,4823169,4823169,3.0,14,why did the us volunterilay enter ww1
1063750,2541522,2541522,3.0,15,why did the us volunterilay enter ww1
1063750,2516,2516,3.0,16,why did the us volunterilay enter ww1
1063750,2499705,2499705,3.0,17,why did the us volunterilay enter ww1
1063750,3903902,3903902,3.0,18,why did the us volunterilay enter ww1
1063750,6093911,6093911,3.0,19,why did the us volunterilay enter ww1
1063750,4844353,4844353,3.0,20,why did the us volunterilay enter ww1
1063750,2479411,2479411,3.0,21,why did the us volunterilay enter ww1
1063750,4854132,4854132,3.0,22,why did the us volunterilay enter ww1
1063750,2448911,2448911,3.0,23,why did the us volunterilay enter ww1
1063750,4895432,4895432,3.0,24,why did the us volunterilay enter ww1
1063750,4905510,4905510,3.0,25,why did the us volunterilay enter ww1
1063750,3429512,3429512,3.0,26,why did the us volunterilay enter ww1
1063750,6093910,6093910,3.0,27,why did the us volunterilay enter ww1
1063750,3277711,3277711,3.0,28,why did the us volunterilay enter ww1
1063750,7860029,7860029,3.0,29,why did the us volunterilay enter ww1
1063750,3376179,3376179,3.0,30,why did the us volunterilay enter ww1
1063750,2768421,2768421,3.0,31,why did the us volunterilay enter ww1
1063750,6436703,6436703,3.0,32,why did the us volunterilay enter ww1
1063750,415836,415836,3.0,33,why did the us volunterilay enter ww1
1063750,4164404,4164404,3.0,34,why did the us volunterilay enter ww1
