qid,docno,label,iteration
19335,6894786,0,Q0
19335,6894788,0,Q0
19335,691494,0,Q0
19335,691496,0,Q0
19335,691498,0,Q0
19335,6999135,0,Q0
19335,7007720,0,Q0
19335,7122355,1,Q0
19335,712804,0,Q0
19335,712806,0,Q0
19335,712809,0,Q0
19335,7198041,0,Q0
19335,7198042,0,Q0
19335,7198044,0,Q0
19335,7200795,0,Q0
19335,724366,0,Q0
19335,7267243,0,Q0
19335,7267248,0,Q0
19335,7276206,0,Q0
19335,7298833,0,Q0
19335,7298839,0,Q0
19335,7320614,1,Q0
19335,7367402,0,Q0
19335,7367407,0,Q0
19335,7460276,0,Q0
19335,7665056,0,Q0
19335,7692042,0,Q0
19335,7692043,0,Q0
19335,7692044,0,Q0
19335,772232,0,Q0
19335,772234,0,Q0
19335,7727457,0,Q0
19335,7727464,0,Q0
19335,7763208,0,Q0
19335,7891857,0,Q0
19335,7961905,0,Q0
19335,7961908,0,Q0
19335,8040069,0,Q0
19335,8151641,0,Q0
19335,8151642,0,Q0
19335,8151650,0,Q0
19335,8169280,0,Q0
19335,819168,1,Q0
19335,8199361,0,Q0
19335,8365529,0,Q0
19335,8379032,0,Q0
19335,8412681,2,Q0
19335,8412682,3,Q0
19335,8412683,2,Q0
19335,8412684,3,Q0
19335,8412685,1,Q0
19335,8412687,0,Q0
19335,8412688,0,Q0
19335,8478792,0,Q0
19335,8618772,0,Q0
19335,8635981,0,Q0
19335,8649613,0,Q0
19335,8677293,0,Q0
19335,8677296,0,Q0
19335,8689042,0,Q0
19335,8734157,0,Q0
19335,8734158,0,Q0
19335,8734162,0,Q0
19335,8754859,0,Q0
19335,8798988,0,Q0
19335,8798990,0,Q0
19335,8832564,0,Q0
19335,901325,0,Q0
19335,901329,0,Q0
47923,1200258,2,Q0
47923,1236611,0,Q0
47923,1296110,1,Q0
47923,1300989,1,Q0
47923,1354790,1,Q0
47923,1463436,0,Q0
47923,1507610,1,Q0
47923,1508658,1,Q0
47923,1669816,1,Q0
47923,1681331,2,Q0
47923,1681332,1,Q0
47923,1681334,2,Q0
47923,1681335,1,Q0
47923,1681336,1,Q0
47923,1681337,1,Q0
47923,1681339,1,Q0
47923,1717546,0,Q0
47923,1767240,1,Q0
47923,1868437,2,Q0
47923,1868438,1,Q0
47923,1923153,1,Q0
47923,1960681,1,Q0
47923,2044900,1,Q0
47923,2061700,0,Q0
47923,2061702,0,Q0
47923,2061706,0,Q0
47923,2148997,1,Q0
47923,2157582,1,Q0
47923,217594,0,Q0
47923,2408264,0,Q0
47923,2477210,2,Q0
47923,2477211,1,Q0
47923,2655670,2,Q0
47923,2719555,1,Q0
47923,2749477,1,Q0
47923,2772864,1,Q0
47923,2831044,0,Q0
47923,2831045,0,Q0
47923,284591,2,Q0
47923,2917510,1,Q0
47923,3196227,0,Q0
47923,320920,1,Q0
47923,3246976,1,Q0
47923,3348830,0,Q0
47923,3348837,1,Q0
47923,3348838,1,Q0
47923,3573382,0,Q0
47923,3630933,1,Q0
47923,3630935,2,Q0
47923,3694265,1,Q0
47923,3748434,2,Q0
47923,388338,0,Q0
47923,3986046,1,Q0
47923,4081982,1,Q0
47923,4143232,2,Q0
47923,4257346,1,Q0
47923,4297613,0,Q0
47923,4297620,1,Q0
47923,4321228,1,Q0
47923,4321230,2,Q0
47923,4416477,1,Q0
47923,4490071,0,Q0
47923,4652165,0,Q0
47923,4652795,2,Q0
47923,4655679,0,Q0
47923,4684891,1,Q0
47923,4684893,2,Q0
47923,4684895,1,Q0
47923,473807,3,Q0
47923,473809,1,Q0
47923,4778734,1,Q0
47923,4793758,1,Q0
47923,4997370,2,Q0
47923,5032362,1,Q0
47923,5051722,1,Q0
47923,5053382,1,Q0
47923,5055000,2,Q0
47923,5065570,0,Q0
47923,5137402,1,Q0
47923,5144927,0,Q0
47923,5147527,1,Q0
47923,5147529,1,Q0
47923,5147530,1,Q0
47923,525511,1,Q0
47923,5417577,1,Q0
47923,5417578,0,Q0
47923,5417580,1,Q0
47923,5417582,3,Q0
47923,5878045,0,Q0
47923,5949690,1,Q0
47923,5966643,2,Q0
47923,5966645,0,Q0
47923,6111296,1,Q0
47923,611271,2,Q0
47923,6139476,0,Q0
47923,618555,2,Q0
47923,618556,3,Q0
47923,618559,1,Q0
47923,6191,3,Q0
47923,6213244,0,Q0
47923,6241147,2,Q0
47923,6241148,2,Q0
47923,6241150,1,Q0
47923,6241151,2,Q0
47923,6241152,3,Q0
47923,6241153,2,Q0
47923,6241154,2,Q0
47923,6378779,2,Q0
47923,6643066,3,Q0
47923,6652175,1,Q0
47923,6696631,1,Q0
47923,6813699,1,Q0
47923,6919836,2,Q0
47923,6919837,0,Q0
47923,7109642,2,Q0
47923,7507613,0,Q0
47923,7644552,2,Q0
47923,766025,2,Q0
47923,769287,0,Q0
47923,778272,2,Q0
47923,7786719,1,Q0
47923,7890942,1,Q0
47923,7891160,1,Q0
47923,7914826,2,Q0
47923,8214977,1,Q0
47923,829484,1,Q0
47923,8327407,1,Q0
47923,8327408,1,Q0
47923,8348762,1,Q0
47923,84017,1,Q0
47923,8418681,2,Q0
47923,8418683,0,Q0
47923,8418684,1,Q0
47923,8418686,1,Q0
47923,8421421,2,Q0
47923,8619129,0,Q0
47923,8641104,3,Q0
47923,8641107,1,Q0
47923,8659158,1,Q0
47923,8727556,0,Q0
47923,8836262,2,Q0
47923,913042,1,Q0
47923,986177,2,Q0
87181,104095,0,Q0
87181,1092118,0,Q0
87181,123547,1,Q0
87181,1281893,0,Q0
87181,1346114,0,Q0
87181,1408695,0,Q0
87181,1408696,0,Q0
87181,1647621,0,Q0
87181,1689436,0,Q0
87181,1689438,0,Q0
87181,1692902,1,Q0
87181,169896,0,Q0
87181,1700168,2,Q0
87181,172170,0,Q0
87181,172862,0,Q0
87181,1740462,0,Q0
87181,1766470,1,Q0
87181,1890715,1,Q0
87181,1902826,1,Q0
87181,19153,0,Q0
87181,1950524,0,Q0
87181,1950531,0,Q0
87181,1961300,1,Q0
87181,2011007,0,Q0
87181,2259136,0,Q0
87181,2259139,0,Q0
87181,229627,0,Q0
87181,2307974,2,Q0
87181,2307979,0,Q0
87181,2396481,0,Q0
87181,2486092,0,Q0
87181,2497493,0,Q0
87181,2528294,1,Q0
87181,2530227,2,Q0
87181,2530252,1,Q0
87181,2556144,1,Q0
87181,2556149,0,Q0
87181,2556150,1,Q0
87181,2556151,2,Q0
87181,2556153,0,Q0
87181,2596279,1,Q0
87181,2611818,1,Q0
87181,2713030,1,Q0
87181,2763490,1,Q0
87181,2842948,1,Q0
87181,295626,0,Q0
87181,2986227,2,Q0
87181,3354162,1,Q0
87181,3422939,0,Q0
87181,3445699,1,Q0
87181,3540009,0,Q0
87181,3595685,0,Q0
87181,3604165,0,Q0
87181,3681089,0,Q0
87181,377541,0,Q0
87181,4243434,0,Q0
87181,4366699,0,Q0
87181,4423956,0,Q0
87181,456361,0,Q0
87181,4632251,0,Q0
87181,4632252,0,Q0
87181,4639455,1,Q0
87181,4682104,0,Q0
87181,4689523,2,Q0
87181,4689524,1,Q0
87181,4689525,2,Q0
87181,47203,0,Q0
87181,47206,0,Q0
87181,47207,1,Q0
87181,47208,1,Q0
87181,47210,0,Q0
87181,47211,1,Q0
87181,47212,1,Q0
87181,4786305,2,Q0
87181,4786312,0,Q0
87181,5080259,0,Q0
87181,5103077,2,Q0
87181,5103078,0,Q0
87181,5103079,0,Q0
87181,5103080,0,Q0
87181,5103083,2,Q0
87181,511404,0,Q0
87181,5197130,0,Q0
87181,5197133,0,Q0
87181,5197135,1,Q0
87181,5298150,0,Q0
87181,5469038,2,Q0
87181,5497677,2,Q0
87181,5524480,0,Q0
87181,5676026,1,Q0
87181,5753301,2,Q0
87181,5861170,0,Q0
87181,5876723,0,Q0
87181,6129695,0,Q0
87181,6484575,2,Q0
87181,6484576,2,Q0
87181,6484578,1,Q0
87181,6501556,0,Q0
87181,6521360,1,Q0
87181,6521366,2,Q0
87181,652422,0,Q0
87181,6679355,0,Q0
87181,6685092,2,Q0
87181,6774305,1,Q0
87181,6885718,1,Q0
87181,6933976,0,Q0
87181,6969187,0,Q0
87181,6969188,0,Q0
87181,7057928,1,Q0
87181,7112964,1,Q0
87181,7112968,1,Q0
87181,7129011,0,Q0
87181,7139898,1,Q0
87181,7203296,1,Q0
87181,7234773,0,Q0
87181,7255362,0,Q0
87181,7342238,0,Q0
87181,7419035,0,Q0
87181,742425,2,Q0
87181,7526679,2,Q0
87181,753721,2,Q0
87181,7586365,2,Q0
87181,7635830,0,Q0
87181,7666828,1,Q0
87181,7666831,1,Q0
87181,7697583,0,Q0
87181,8032048,0,Q0
87181,8144448,1,Q0
87181,8151919,1,Q0
87181,8151921,1,Q0
87181,8151922,1,Q0
87181,8151926,2,Q0
87181,8165401,2,Q0
87181,8165404,1,Q0
87181,8183982,1,Q0
87181,8246410,0,Q0
87181,8332546,2,Q0
87181,8332547,2,Q0
87181,8332548,0,Q0
87181,8332551,1,Q0
87181,8332553,0,Q0
87181,8332555,2,Q0
87181,8476330,1,Q0
87181,8522403,1,Q0
87181,8534130,2,Q0
87181,8534134,2,Q0
87181,8534135,1,Q0
87181,8534136,1,Q0
87181,8565420,2,Q0
87181,8614360,1,Q0
87181,8664069,1,Q0
87181,8683178,1,Q0
87181,8683181,1,Q0
87181,8683183,2,Q0
87181,8683185,2,Q0
87181,8733975,0,Q0
87181,8738510,1,Q0
87181,8762975,0,Q0
87452,110898,0,Q0
87452,1294588,1,Q0
87452,1395625,0,Q0
87452,1395633,1,Q0
87452,1539432,0,Q0
87452,1621415,0,Q0
87452,1642159,0,Q0
87452,1697677,2,Q0
87452,1697679,1,Q0
87452,1749882,0,Q0
87452,1770630,1,Q0
87452,186931,1,Q0
87452,186939,1,Q0
87452,1875913,0,Q0
87452,1890452,1,Q0
87452,1952268,0,Q0
87452,2026777,1,Q0
87452,2035306,0,Q0
87452,2041638,0,Q0
87452,2041642,0,Q0
87452,2041644,0,Q0
87452,2041645,0,Q0
87452,2052496,1,Q0
87452,2063490,0,Q0
87452,2205470,0,Q0
87452,227211,1,Q0
87452,2312984,1,Q0
87452,2357235,3,Q0
87452,2407664,0,Q0
87452,2588902,1,Q0
87452,2624886,3,Q0
87452,2705839,2,Q0
87452,2918391,1,Q0
87452,3019505,2,Q0
87452,3211632,0,Q0
87452,3242437,2,Q0
87452,3289965,2,Q0
87452,3347349,0,Q0
87452,3430351,0,Q0
87452,3678676,0,Q0
87452,3732121,0,Q0
87452,3761937,0,Q0
87452,3809015,0,Q0
87452,3809017,0,Q0
87452,3872808,0,Q0
87452,3919937,0,Q0
87452,4008487,0,Q0
87452,4008489,0,Q0
87452,4008494,0,Q0
87452,4079788,2,Q0
87452,4096633,1,Q0
87452,4233763,2,Q0
87452,4284131,1,Q0
87452,4307936,1,Q0
87452,434332,0,Q0
87452,434339,0,Q0
87452,4349224,0,Q0
87452,4502603,0,Q0
87452,4541810,0,Q0
87452,4561062,1,Q0
87452,4634899,1,Q0
87452,4654326,1,Q0
87452,4872055,0,Q0
87452,4971349,1,Q0
87452,5031929,1,Q0
87452,5219890,3,Q0
87452,5286924,2,Q0
87452,5290914,0,Q0
87452,5296736,1,Q0
87452,5296738,0,Q0
87452,5338945,0,Q0
87452,5549020,1,Q0
87452,5746165,1,Q0
87452,5746166,0,Q0
87452,5746167,1,Q0
87452,5843404,0,Q0
87452,5851090,1,Q0
87452,6018160,2,Q0
87452,6018163,1,Q0
87452,6018164,3,Q0
87452,6018165,2,Q0
87452,6018166,1,Q0
87452,6018167,0,Q0
87452,6018168,3,Q0
87452,6042747,0,Q0
87452,6271635,2,Q0
87452,6335465,1,Q0
87452,6673729,2,Q0
87452,6873071,2,Q0
87452,7039125,1,Q0
87452,7070552,1,Q0
87452,7070558,1,Q0
87452,7166751,0,Q0
87452,7353355,1,Q0
87452,7353359,2,Q0
87452,7358595,0,Q0
87452,7358596,0,Q0
87452,7476937,2,Q0
87452,7499676,0,Q0
87452,7561798,1,Q0
87452,7561800,3,Q0
87452,7561801,3,Q0
87452,7561803,3,Q0
87452,7843982,0,Q0
87452,7843984,1,Q0
87452,7965004,3,Q0
87452,7965007,2,Q0
87452,7965011,1,Q0
87452,8055174,1,Q0
87452,8081930,0,Q0
87452,8081937,1,Q0
87452,8152220,0,Q0
87452,8152222,1,Q0
87452,8152225,1,Q0
87452,8152227,0,Q0
87452,8289253,1,Q0
87452,8333912,1,Q0
87452,8333916,3,Q0
87452,8333917,2,Q0
87452,8333919,2,Q0
87452,8333920,1,Q0
87452,8333921,1,Q0
87452,8436576,1,Q0
87452,8436577,0,Q0
87452,8436578,1,Q0
87452,8436579,1,Q0
87452,8438483,1,Q0
87452,8441957,0,Q0
87452,849575,0,Q0
87452,8496331,0,Q0
87452,8594768,0,Q0
87452,8664378,0,Q0
87452,8680815,3,Q0
87452,8819111,2,Q0
87452,8819112,1,Q0
87452,8819113,0,Q0
87452,8819114,1,Q0
87452,8819116,2,Q0
87452,945890,0,Q0
104861,1017088,0,Q0
104861,1017092,2,Q0
104861,1046334,2,Q0
104861,1046339,2,Q0
104861,1058521,0,Q0
104861,1058524,2,Q0
104861,1086718,0,Q0
104861,1102999,0,Q0
104861,1112961,0,Q0
104861,11794,0,Q0
104861,120437,2,Q0
104861,1275720,0,Q0
104861,1275721,1,Q0
104861,1275725,0,Q0
104861,1293429,0,Q0
104861,1304628,0,Q0
104861,1304630,0,Q0
104861,1304632,2,Q0
104861,1313687,2,Q0
104861,1357955,2,Q0
104861,1357956,2,Q0
104861,1357957,2,Q0
104861,1357960,0,Q0
104861,1357961,2,Q0
104861,1424216,2,Q0
104861,1442342,0,Q0
104861,1442348,0,Q0
104861,146169,2,Q0
104861,146170,2,Q0
104861,146171,2,Q0
104861,146172,2,Q0
104861,146173,1,Q0
104861,146174,2,Q0
104861,146175,1,Q0
104861,146176,2,Q0
104861,146177,1,Q0
104861,1567102,2,Q0
104861,1567105,0,Q0
104861,1567107,1,Q0
104861,1750439,0,Q0
104861,1767229,0,Q0
104861,1773805,2,Q0
104861,1773807,2,Q0
104861,1811410,2,Q0
104861,1811417,0,Q0
104861,1814642,2,Q0
104861,1821812,0,Q0
104861,1844320,0,Q0
104861,1844324,0,Q0
104861,1892667,0,Q0
104861,1922603,1,Q0
104861,1922608,0,Q0
104861,1922609,0,Q0
104861,1926464,0,Q0
104861,1948963,2,Q0
104861,1977801,1,Q0
104861,1995989,1,Q0
104861,2058725,0,Q0
104861,2078728,0,Q0
104861,2098234,0,Q0
104861,2158194,0,Q0
104861,2202686,0,Q0
104861,2278231,2,Q0
104861,236954,0,Q0
104861,2377050,2,Q0
104861,2545815,0,Q0
104861,2603239,0,Q0
104861,2611066,2,Q0
104861,2612284,0,Q0
104861,2738220,0,Q0
104861,2789466,0,Q0
104861,2908924,1,Q0
104861,2908929,0,Q0
104861,2908930,0,Q0
104861,2908931,0,Q0
104861,2916631,1,Q0
104861,2932634,0,Q0
104861,2934459,0,Q0
104861,2944060,0,Q0
104861,2958127,0,Q0
104861,2958131,0,Q0
104861,2958133,0,Q0
104861,298180,2,Q0
104861,3036828,0,Q0
104861,3036829,0,Q0
104861,3036830,0,Q0
104861,3036832,0,Q0
104861,3036837,0,Q0
104861,3104361,0,Q0
104861,311406,0,Q0
104861,314919,1,Q0
104861,3229912,0,Q0
104861,3251293,0,Q0
104861,3320612,0,Q0
104861,3329746,0,Q0
104861,3353832,0,Q0
104861,3416772,0,Q0
104861,3443173,2,Q0
104861,3443174,0,Q0
104861,3443176,2,Q0
104861,3494387,0,Q0
104861,3534988,0,Q0
104861,3538649,0,Q0
104861,3560539,1,Q0
104861,3560540,0,Q0
104861,363132,0,Q0
104861,3841986,0,Q0
104861,3925933,2,Q0
104861,4017854,2,Q0
104861,4017855,2,Q0
104861,4017856,2,Q0
104861,4017858,2,Q0
104861,4019224,0,Q0
104861,4019226,0,Q0
104861,4043623,1,Q0
104861,409268,1,Q0
104861,409275,0,Q0
104861,4095801,0,Q0
104861,4211234,0,Q0
104861,4223386,0,Q0
104861,4230210,2,Q0
104861,4230213,2,Q0
104861,4350435,0,Q0
104861,4350439,1,Q0
104861,442613,0,Q0
104861,4452306,1,Q0
104861,4580053,0,Q0
104861,459675,2,Q0
104861,459676,2,Q0
104861,4717134,2,Q0
104861,4720305,0,Q0
104861,4724393,0,Q0
104861,4801652,0,Q0
104861,4819155,1,Q0
104861,4930174,0,Q0
104861,4936227,0,Q0
104861,502094,0,Q0
104861,504999,0,Q0
104861,5054793,0,Q0
104861,5073457,1,Q0
104861,5073463,0,Q0
104861,5138467,2,Q0
104861,5138468,2,Q0
104861,5138469,2,Q0
104861,5138470,2,Q0
104861,5138471,2,Q0
104861,5138472,2,Q0
104861,5138473,2,Q0
104861,5138474,2,Q0
104861,5138475,0,Q0
104861,5138476,2,Q0
104861,5150431,2,Q0
104861,5242643,0,Q0
104861,5248340,2,Q0
104861,5248341,2,Q0
104861,5248342,2,Q0
104861,5248343,2,Q0
104861,5248344,2,Q0
104861,5340890,0,Q0
104861,5340891,0,Q0
104861,5347272,0,Q0
104861,5379458,0,Q0
104861,5379464,0,Q0
104861,5394110,2,Q0
104861,5405670,0,Q0
104861,5438823,0,Q0
104861,5438824,0,Q0
104861,5457925,0,Q0
104861,5483490,2,Q0
104861,5582791,0,Q0
104861,5652261,1,Q0
104861,5652262,2,Q0
104861,5652263,2,Q0
104861,5652264,1,Q0
104861,5652265,0,Q0
104861,5652266,2,Q0
104861,5662650,0,Q0
104861,5662654,2,Q0
104861,5666323,0,Q0
104861,5667471,0,Q0
104861,5667474,0,Q0
104861,5667475,2,Q0
104861,5670531,0,Q0
104861,5670532,0,Q0
104861,5685121,0,Q0
104861,5688415,2,Q0
104861,5688416,2,Q0
104861,5688417,2,Q0
104861,5688418,2,Q0
104861,5688420,2,Q0
104861,5688422,1,Q0
104861,5688423,2,Q0
104861,5690192,0,Q0
104861,5690195,0,Q0
104861,5692795,0,Q0
104861,5703400,2,Q0
104861,5703401,2,Q0
104861,5776561,0,Q0
104861,5778133,0,Q0
104861,5785725,0,Q0
104861,5801822,2,Q0
104861,5836442,2,Q0
104861,5836444,0,Q0
104861,5846005,0,Q0
104861,5860996,0,Q0
104861,5864689,1,Q0
104861,5864693,2,Q0
104861,5864695,1,Q0
104861,589626,0,Q0
104861,599604,2,Q0
104861,599606,2,Q0
104861,599609,0,Q0
104861,6008066,0,Q0
104861,6009067,0,Q0
104861,6023998,0,Q0
104861,6056676,1,Q0
104861,6123112,0,Q0
104861,6159998,0,Q0
104861,6187055,2,Q0
104861,6187058,0,Q0
104861,6200735,0,Q0
104861,6202527,0,Q0
104861,6241791,2,Q0
104861,6241793,2,Q0
104861,629270,2,Q0
104861,629274,2,Q0
104861,629275,0,Q0
104861,629276,2,Q0
104861,629277,2,Q0
104861,629278,2,Q0
104861,6346168,0,Q0
104861,6351571,2,Q0
104861,6365866,0,Q0
104861,6369258,0,Q0
104861,6426100,0,Q0
104861,6432076,0,Q0
104861,6436838,0,Q0
104861,6436842,0,Q0
104861,6438806,0,Q0
104861,6454710,0,Q0
104861,6467577,2,Q0
104861,6467578,2,Q0
104861,6467579,2,Q0
104861,6467580,2,Q0
104861,6467581,2,Q0
104861,6467583,2,Q0
104861,6467584,0,Q0
104861,6474570,0,Q0
104861,6518537,0,Q0
104861,6585554,2,Q0
104861,6585562,2,Q0
104861,6644733,0,Q0
104861,6653674,2,Q0
104861,6653675,2,Q0
104861,6653676,0,Q0
104861,6653677,2,Q0
104861,6653678,2,Q0
104861,6653679,1,Q0
104861,6658615,2,Q0
104861,6670009,0,Q0
104861,6704672,2,Q0
104861,6809859,0,Q0
104861,6904991,0,Q0
104861,6904992,2,Q0
104861,6924183,0,Q0
104861,7040231,0,Q0
104861,7056930,0,Q0
104861,715676,2,Q0
104861,7171534,0,Q0
104861,7204473,0,Q0
104861,7204477,2,Q0
104861,7302612,2,Q0
104861,7309133,0,Q0
104861,7342448,0,Q0
104861,7506026,2,Q0
104861,7506027,2,Q0
104861,7506028,1,Q0
104861,7506029,1,Q0
104861,7529229,0,Q0
104861,7589883,0,Q0
104861,7589886,0,Q0
104861,76291,0,Q0
104861,7921008,0,Q0
104861,8056409,1,Q0
104861,8056411,1,Q0
104861,8138536,1,Q0
104861,8141081,0,Q0
104861,8259116,0,Q0
104861,8260035,0,Q0
104861,8260037,0,Q0
104861,8260038,0,Q0
104861,8286089,0,Q0
104861,8307046,0,Q0
104861,8349574,2,Q0
104861,848202,0,Q0
104861,8495099,2,Q0
104861,8516149,0,Q0
104861,8546158,2,Q0
104861,8546159,2,Q0
104861,8546160,2,Q0
104861,8546162,2,Q0
104861,8647858,0,Q0
104861,8748173,2,Q0
104861,8784322,0,Q0
104861,929871,0,Q0
104861,968662,0,Q0
130510,1046258,0,Q0
130510,1110766,1,Q0
130510,1156210,0,Q0
130510,1159414,0,Q0
130510,1211365,0,Q0
130510,1262138,0,Q0
130510,1285561,0,Q0
130510,1481524,0,Q0
130510,1494930,1,Q0
130510,1494931,1,Q0
130510,1494932,1,Q0
130510,1494933,0,Q0
130510,1494934,0,Q0
130510,1494935,2,Q0
130510,1494936,2,Q0
130510,1494937,0,Q0
130510,1494938,2,Q0
130510,1494939,2,Q0
130510,1697724,0,Q0
130510,1799013,0,Q0
130510,1804608,0,Q0
130510,1941397,0,Q0
130510,1963510,0,Q0
130510,203714,0,Q0
130510,2061700,0,Q0
130510,2061702,0,Q0
130510,2061706,0,Q0
130510,2079375,0,Q0
130510,2174992,0,Q0
130510,217594,0,Q0
130510,2490150,0,Q0
130510,2490152,0,Q0
130510,2862518,0,Q0
130510,2862522,0,Q0
130510,2982053,2,Q0
130510,2982054,0,Q0
130510,3163980,0,Q0
130510,338927,0,Q0
130510,3390323,0,Q0
130510,3394642,0,Q0
130510,3573382,0,Q0
130510,3804023,0,Q0
130510,388338,0,Q0
130510,3913778,0,Q0
130510,3995677,1,Q0
130510,4022904,1,Q0
130510,4022909,0,Q0
130510,4189500,0,Q0
130510,4262865,0,Q0
130510,4490071,0,Q0
130510,4528805,0,Q0
130510,4528807,0,Q0
130510,4528808,0,Q0
130510,5022837,0,Q0
130510,5144927,0,Q0
130510,537152,0,Q0
130510,5685706,0,Q0
130510,5731519,0,Q0
130510,5791395,0,Q0
130510,5914270,0,Q0
130510,5930013,0,Q0
130510,5981957,0,Q0
130510,5984054,0,Q0
130510,6055693,0,Q0
130510,617865,0,Q0
130510,6183638,1,Q0
130510,6229732,0,Q0
130510,6229733,0,Q0
130510,6323613,0,Q0
130510,6391770,0,Q0
130510,6418949,0,Q0
130510,6486232,1,Q0
130510,6621100,0,Q0
130510,6763277,0,Q0
130510,6766748,0,Q0
130510,6815300,1,Q0
130510,6862766,0,Q0
130510,6881818,0,Q0
130510,6881820,0,Q0
130510,6881821,0,Q0
130510,6960326,0,Q0
130510,7007667,0,Q0
130510,7079881,0,Q0
130510,7092536,0,Q0
130510,7098470,0,Q0
130510,7125239,1,Q0
130510,7127694,0,Q0
130510,7136329,0,Q0
130510,7136333,0,Q0
130510,7186622,0,Q0
130510,7203252,0,Q0
130510,7386954,0,Q0
130510,7479905,0,Q0
130510,7501557,0,Q0
130510,7501558,1,Q0
130510,7501560,2,Q0
130510,7501562,0,Q0
130510,7501563,1,Q0
130510,7507613,0,Q0
130510,7603931,0,Q0
130510,7671741,0,Q0
130510,769287,0,Q0
130510,7717230,0,Q0
130510,7792405,0,Q0
130510,779340,0,Q0
130510,783662,0,Q0
130510,783665,0,Q0
130510,7861502,0,Q0
130510,79445,0,Q0
130510,799647,3,Q0
130510,8029019,0,Q0
130510,8094068,0,Q0
130510,8180119,0,Q0
130510,8213952,0,Q0
130510,8223834,0,Q0
130510,8287352,0,Q0
130510,8290938,0,Q0
130510,8362399,0,Q0
130510,8391407,0,Q0
130510,8514425,2,Q0
130510,8612902,3,Q0
130510,8612903,3,Q0
130510,8612904,2,Q0
130510,8612905,0,Q0
130510,8612906,3,Q0
130510,8612908,0,Q0
130510,8612909,3,Q0
130510,8612910,3,Q0
130510,8762809,0,Q0
130510,978177,0,Q0
130510,978180,0,Q0
130510,996732,1,Q0
130510,996740,1,Q0
131843,1033903,0,Q0
131843,1116862,0,Q0
131843,1160501,0,Q0
131843,1313466,0,Q0
131843,1398253,1,Q0
131843,14055,3,Q0
131843,1453832,1,Q0
131843,1587424,0,Q0
131843,1733695,1,Q0
131843,1795993,1,Q0
131843,2008201,1,Q0
131843,202309,0,Q0
